"Notes","County","County Code","2023 Urbanization","2023 Urbanization Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Orange County, FL","12095","Large Central Metro","1","2022","2022",35,Not Available,Not Available,Not Available,Not Available
,"Orange County, FL","12095","Large Central Metro","1","2023","2023",45,Not Available,Not Available,Not Available,Not Available
,"Orange County, FL","12095","Large Central Metro","1","2024 ","2024",29,Not Available,Not Available,Not Available,Not Available
,"Osceola County, FL","12097","Large Fringe Metro","2","2018","2018",19,367990,5.2,3.1,8.1
,"Osceola County, FL","12097","Large Fringe Metro","2","2020","2020",19,385315,4.9,3.0,7.7
,"Palm Beach County, FL","12099","Large Fringe Metro","2","2018","2018",101,1485941,6.8,5.5,8.1
,"Palm Beach County, FL","12099","Large Fringe Metro","2","2019","2019",114,1496770,7.6,6.2,9.0
,"Palm Beach County, FL","12099","Large Fringe Metro","2","2020","2020",80,1507600,5.3,4.2,6.6
,"Palm Beach County, FL","12099","Large Fringe Metro","2","2021","2021",96,1497987,6.4,5.2,7.8
,"Palm Beach County, FL","12099","Large Fringe Metro","2","2022","2022",79,Not Available,Not Available,Not Available,Not Available
,"Palm Beach County, FL","12099","Large Fringe Metro","2","2023","2023",85,Not Available,Not Available,Not Available,Not Available
,"Palm Beach County, FL","12099","Large Fringe Metro","2","2024 ","2024",43,Not Available,Not Available,Not Available,Not Available
,"Pasco County, FL","12101","Large Fringe Metro","2","2018","2018",45,539630,8.3,6.1,11.2
,"Pasco County, FL","12101","Large Fringe Metro","2","2019","2019",48,553947,8.7,6.4,11.5
,"Pasco County, FL","12101","Large Fringe Metro","2","2020","2020",12,570412,2.1,1.1,3.7
,"Pasco County, FL","12101","Large Fringe Metro","2","2021","2021",23,584067,3.9,2.5,5.9
,"Pasco County, FL","12101","Large Fringe Metro","2","2022","2022",29,Not Available,Not Available,Not Available,Not Available
,"Pasco County, FL","12101","Large Fringe Metro","2","2023","2023",16,Not Available,Not Available,Not Available,Not Available
,"Pasco County, FL","12101","Large Fringe Metro","2","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Pinellas County, FL","12103","Large Central Metro","1","2018","2018",87,975280,8.9,7.1,11.0
,"Pinellas County, FL","12103","Large Central Metro","1","2019","2019",97,974996,9.9,8.1,12.1
,"Pinellas County, FL","12103","Large Central Metro","1","2020","2020",21,976802,2.1,1.3,3.3
,"Pinellas County, FL","12103","Large Central Metro","1","2021","2021",38,956615,4.0,2.8,5.5
,"Pinellas County, FL","12103","Large Central Metro","1","2022","2022",30,Not Available,Not Available,Not Available,Not Available
,"Pinellas County, FL","12103","Large Central Metro","1","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Pinellas County, FL","12103","Large Central Metro","1","2024 ","2024",14,Not Available,Not Available,Not Available,Not Available
,"Polk County, FL","12105","Medium Metro","3","2018","2018",40,708009,5.6,4.0,7.7
,"Polk County, FL","12105","Medium Metro","3","2019","2019",27,724777,3.7,2.5,5.4
,"Polk County, FL","12105","Medium Metro","3","2020","2020",29,744552,3.9,2.6,5.6
,"Polk County, FL","12105","Medium Metro","3","2021","2021",18,753520,2.4,1.4,3.8
,"Polk County, FL","12105","Medium Metro","3","2022","2022",25,Not Available,Not Available,Not Available,Not Available
,"Polk County, FL","12105","Medium Metro","3","2023","2023",22,Not Available,Not Available,Not Available,Not Available
,"Polk County, FL","12105","Medium Metro","3","2024 ","2024",21,Not Available,Not Available,Not Available,Not Available
,"St. Johns County, FL","12109","Large Fringe Metro","2","2018","2018",12,254261,4.7,2.4,8.2
,"St. Johns County, FL","12109","Large Fringe Metro","2","2020","2020",10,278715,3.6,1.7,6.6
,"St. Lucie County, FL","12111","Medium Metro","3","2018","2018",11,321128,3.4,1.7,6.1
,"St. Lucie County, FL","12111","Medium Metro","3","2019","2019",10,328297,3.0,1.5,5.6
,"St. Lucie County, FL","12111","Medium Metro","3","2020","2020",20,337186,5.9,3.6,9.2
,"St. Lucie County, FL","12111","Medium Metro","3","2021","2021",17,343579,4.9,2.9,7.9
,"St. Lucie County, FL","12111","Medium Metro","3","2022","2022",21,Not Available,Not Available,Not Available,Not Available
,"St. Lucie County, FL","12111","Medium Metro","3","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"St. Lucie County, FL","12111","Medium Metro","3","2024 ","2024",15,Not Available,Not Available,Not Available,Not Available
,"Santa Rosa County, FL","12113","Medium Metro","3","2019","2019",13,184313,7.1,3.8,12.1
,"Santa Rosa County, FL","12113","Medium Metro","3","2020","2020",12,189139,6.3,3.3,11.1
,"Santa Rosa County, FL","12113","Medium Metro","3","2021","2021",12,193998,6.2,3.2,10.8
,"Santa Rosa County, FL","12113","Medium Metro","3","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"Sarasota County, FL","12115","Medium Metro","3","2018","2018",29,426718,6.8,4.6,9.8
,"Sarasota County, FL","12115","Medium Metro","3","2019","2019",27,433742,6.2,4.1,9.1
,"Sarasota County, FL","12115","Medium Metro","3","2020","2020",25,443465,5.6,3.6,8.3
,"Sarasota County, FL","12115","Medium Metro","3","2021","2021",28,447057,6.3,4.2,9.1
,"Sarasota County, FL","12115","Medium Metro","3","2022","2022",11,Not Available,Not Available,Not Available,Not Available
,"Sarasota County, FL","12115","Medium Metro","3","2023","2023",16,Not Available,Not Available,Not Available,Not Available
,"Sarasota County, FL","12115","Medium Metro","3","2024 ","2024",14,Not Available,Not Available,Not Available,Not Available
,"Seminole County, FL","12117","Large Fringe Metro","2","2018","2018",23,467832,4.9,3.1,7.4
,"Seminole County, FL","12117","Large Fringe Metro","2","2019","2019",14,471826,3.0,1.6,5.0
,"Seminole County, FL","12117","Large Fringe Metro","2","2020","2020",30,474171,6.3,4.3,9.0
,"Seminole County, FL","12117","Large Fringe Metro","2","2021","2021",19,470093,4.0,2.4,6.3
,"Seminole County, FL","12117","Large Fringe Metro","2","2022","2022",20,Not Available,Not Available,Not Available,Not Available
,"Seminole County, FL","12117","Large Fringe Metro","2","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Volusia County, FL","12127","Medium Metro","3","2018","2018",37,547538,6.8,4.8,9.3
,"Volusia County, FL","12127","Medium Metro","3","2019","2019",31,553284,5.6,3.8,8.0
,"Volusia County, FL","12127","Medium Metro","3","2020","2020",61,561497,10.9,8.3,14.0
,"Volusia County, FL","12127","Medium Metro","3","2021","2021",56,564412,9.9,7.5,12.9
,"Volusia County, FL","12127","Medium Metro","3","2022","2022",39,Not Available,Not Available,Not Available,Not Available
,"Volusia County, FL","12127","Medium Metro","3","2023","2023",39,Not Available,Not Available,Not Available,Not Available
,"Volusia County, FL","12127","Medium Metro","3","2024 ","2024",27,Not Available,Not Available,Not Available,Not Available
,"Barrow County, GA","13013","Large Fringe Metro","2","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"Bartow County, GA","13015","Large Fringe Metro","2","2018","2018",11,106408,10.3,5.2,18.5
,"Bartow County, GA","13015","Large Fringe Metro","2","2020","2020",11,109426,10.1,5.0,18.0
,"Bartow County, GA","13015","Large Fringe Metro","2","2021","2021",14,110843,12.6,6.9,21.2
,"Bartow County, GA","13015","Large Fringe Metro","2","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Carroll County, GA","13045","Large Fringe Metro","2","2019","2019",11,119992,9.2,4.6,16.4
,"Carroll County, GA","13045","Large Fringe Metro","2","2020","2020",12,121633,9.9,5.1,17.2
,"Carroll County, GA","13045","Large Fringe Metro","2","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"Carroll County, GA","13045","Large Fringe Metro","2","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Carroll County, GA","13045","Large Fringe Metro","2","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Cherokee County, GA","13057","Large Fringe Metro","2","2018","2018",22,254149,8.7,5.4,13.1
,"Cherokee County, GA","13057","Large Fringe Metro","2","2019","2019",12,258773,4.6,2.4,8.1
,"Cherokee County, GA","13057","Large Fringe Metro","2","2020","2020",21,265274,7.9,4.9,12.1
,"Cherokee County, GA","13057","Large Fringe Metro","2","2021","2021",16,274615,5.8,3.3,9.5
,"Cherokee County, GA","13057","Large Fringe Metro","2","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Cherokee County, GA","13057","Large Fringe Metro","2","2024 ","2024",15,Not Available,Not Available,Not Available,Not Available
,"Cobb County, GA","13067","Large Fringe Metro","2","2018","2018",38,756865,5.0,3.6,6.9
,"Cobb County, GA","13067","Large Fringe Metro","2","2019","2019",28,760141,3.7,2.4,5.3
,"Cobb County, GA","13067","Large Fringe Metro","2","2020","2020",34,762944,4.5,3.1,6.2
,"Cobb County, GA","13067","Large Fringe Metro","2","2021","2021",48,766802,6.3,4.6,8.3
,"Cobb County, GA","13067","Large Fringe Metro","2","2022","2022",32,Not Available,Not Available,Not Available,Not Available
,"Cobb County, GA","13067","Large Fringe Metro","2","2023","2023",20,Not Available,Not Available,Not Available,Not Available
,"Cobb County, GA","13067","Large Fringe Metro","2","2024 ","2024",21,Not Available,Not Available,Not Available,Not Available
,"DeKalb County, GA","13089","Large Fringe Metro","2","2018","2018",14,756558,1.9,1.0,3.1
,"DeKalb County, GA","13089","Large Fringe Metro","2","2019","2019",22,759297,2.9,1.8,4.4
,"DeKalb County, GA","13089","Large Fringe Metro","2","2020","2020",27,762009,3.5,2.3,5.2
,"DeKalb County, GA","13089","Large Fringe Metro","2","2021","2021",23,757718,3.0,1.9,4.6
,"DeKalb County, GA","13089","Large Fringe Metro","2","2022","2022",19,Not Available,Not Available,Not Available,Not Available
,"DeKalb County, GA","13089","Large Fringe Metro","2","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"DeKalb County, GA","13089","Large Fringe Metro","2","2024 ","2024",12,Not Available,Not Available,Not Available,Not Available
,"Forsyth County, GA","13117","Large Fringe Metro","2","2018","2018",11,236612,4.6,2.3,8.3
,"Forsyth County, GA","13117","Large Fringe Metro","2","2021","2021",13,260206,5.0,2.7,8.5
,"Forsyth County, GA","13117","Large Fringe Metro","2","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Fulton County, GA","13121","Large Central Metro","1","2018","2018",33,1050114,3.1,2.2,4.4
,"Fulton County, GA","13121","Large Central Metro","1","2019","2019",26,1063937,2.4,1.6,3.6
,"Fulton County, GA","13121","Large Central Metro","1","2020","2020",38,1077402,3.5,2.5,4.8
,"Fulton County, GA","13121","Large Central Metro","1","2021","2021",40,1065334,3.8,2.7,5.1
,"Fulton County, GA","13121","Large Central Metro","1","2022","2022",52,Not Available,Not Available,Not Available,Not Available
,"Fulton County, GA","13121","Large Central Metro","1","2023","2023",36,Not Available,Not Available,Not Available,Not Available
,"Fulton County, GA","13121","Large Central Metro","1","2024 ","2024",32,Not Available,Not Available,Not Available,Not Available
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2018","2018",35,927781,3.8,2.6,5.2
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2019","2019",18,936250,1.9,1.1,3.0
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2020","2020",29,942627,3.1,2.1,4.4
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2021","2021",38,964546,3.9,2.8,5.4
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2022","2022",29,Not Available,Not Available,Not Available,Not Available
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2023","2023",30,Not Available,Not Available,Not Available,Not Available
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2024 ","2024",25,Not Available,Not Available,Not Available,Not Available
,"Hall County, GA","13139","Small Metro","4","2019","2019",10,204441,4.9,2.3,9.0
,"Hall County, GA","13139","Small Metro","4","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Henry County, GA","13151","Large Fringe Metro","2","2018","2018",10,230220,4.3,2.1,8.0
,"Henry County, GA","13151","Large Fringe Metro","2","2022","2022",11,Not Available,Not Available,Not Available,Not Available
,"Paulding County, GA","13223","Large Fringe Metro","2","2020","2020",11,173359,6.3,3.2,11.4
,"Paulding County, GA","13223","Large Fringe Metro","2","2021","2021",13,173780,7.5,4.0,12.8
,"Paulding County, GA","13223","Large Fringe Metro","2","2022","2022",11,Not Available,Not Available,Not Available,Not Available
,"Paulding County, GA","13223","Large Fringe Metro","2","2023","2023",14,Not Available,Not Available,Not Available,Not Available
,"Richmond County, GA","13245","Medium Metro","3","2018","2018",15,201554,7.4,4.2,12.3
,"Richmond County, GA","13245","Medium Metro","3","2019","2019",15,202518,7.4,4.1,12.2
,"Richmond County, GA","13245","Medium Metro","3","2020","2020",13,202079,6.4,3.4,11.0
,"Richmond County, GA","13245","Medium Metro","3","2022","2022",16,Not Available,Not Available,Not Available,Not Available
,"Richmond County, GA","13245","Medium Metro","3","2023","2023",17,Not Available,Not Available,Not Available,Not Available
,"Walker County, GA","13295","Medium Metro","3","2021","2021",10,68510,14.6,7.0,26.8
,"Honolulu County, HI","15003","Medium Metro","3","2018","2018",13,980080,1.3,0.7,2.3
,"Honolulu County, HI","15003","Medium Metro","3","2019","2019",11,974563,1.1,0.6,2.0
,"Honolulu County, HI","15003","Medium Metro","3","2020","2020",15,963826,1.6,0.9,2.6
,"Honolulu County, HI","15003","Medium Metro","3","2021","2021",12,1000890,1.2,0.6,2.1
,"Honolulu County, HI","15003","Medium Metro","3","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Honolulu County, HI","15003","Medium Metro","3","2023","2023",15,Not Available,Not Available,Not Available,Not Available
,"Honolulu County, HI","15003","Medium Metro","3","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Maui County, HI","15009","Small Metro","4","2018","2018",11,167207,6.6,3.3,11.8
,"Ada County, ID","16001","Medium Metro","3","2018","2018",28,469966,6.0,4.0,8.6
,"Ada County, ID","16001","Medium Metro","3","2019","2019",30,481587,6.2,4.2,8.9
,"Ada County, ID","16001","Medium Metro","3","2020","2020",27,494399,5.5,3.6,7.9
,"Ada County, ID","16001","Medium Metro","3","2021","2021",24,511931,4.7,3.0,7.0
,"Ada County, ID","16001","Medium Metro","3","2022","2022",26,Not Available,Not Available,Not Available,Not Available
,"Ada County, ID","16001","Medium Metro","3","2023","2023",18,Not Available,Not Available,Not Available,Not Available
,"Ada County, ID","16001","Medium Metro","3","2024 ","2024",27,Not Available,Not Available,Not Available,Not Available
,"Kootenai County, ID","16055","Small Metro","4","2018","2018",10,161505,6.2,3.0,11.4
,"Kootenai County, ID","16055","Small Metro","4","2020","2020",11,170628,6.4,3.2,11.5
,"Kootenai County, ID","16055","Small Metro","4","2021","2021",14,179789,7.8,4.3,13.1
,"Twin Falls County, ID","16083","Small Metro","4","2020","2020",13,88411,14.7,7.8,25.1
,"Cook County, IL","17031","Large Central Metro","1","2018","2018",134,5180493,2.6,2.1,3.0
,"Cook County, IL","17031","Large Central Metro","1","2019","2019",192,5150233,3.7,3.2,4.3
,"Cook County, IL","17031","Large Central Metro","1","2020","2020",250,5108284,4.9,4.3,5.5
,"Cook County, IL","17031","Large Central Metro","1","2021","2021",257,5173146,5.0,4.4,5.6
,"Cook County, IL","17031","Large Central Metro","1","2022","2022",229,Not Available,Not Available,Not Available,Not Available
,"Cook County, IL","17031","Large Central Metro","1","2023","2023",180,Not Available,Not Available,Not Available,Not Available
,"Cook County, IL","17031","Large Central Metro","1","2024 ","2024",125,Not Available,Not Available,Not Available,Not Available
,"DuPage County, IL","17043","Large Fringe Metro","2","2018","2018",29,928589,3.1,2.1,4.5
,"DuPage County, IL","17043","Large Fringe Metro","2","2019","2019",26,922921,2.8,1.8,4.1
,"DuPage County, IL","17043","Large Fringe Metro","2","2020","2020",25,917481,2.7,1.8,4.0
,"DuPage County, IL","17043","Large Fringe Metro","2","2021","2021",31,924885,3.4,2.3,4.8
,"DuPage County, IL","17043","Large Fringe Metro","2","2022","2022",29,Not Available,Not Available,Not Available,Not Available
,"DuPage County, IL","17043","Large Fringe Metro","2","2023","2023",22,Not Available,Not Available,Not Available,Not Available
,"DuPage County, IL","17043","Large Fringe Metro","2","2024 ","2024",18,Not Available,Not Available,Not Available,Not Available
,"Kane County, IL","17089","Large Fringe Metro","2","2020","2020",10,531010,1.9,0.9,3.5
,"Kane County, IL","17089","Large Fringe Metro","2","2021","2021",16,515588,3.1,1.8,5.0
,"Lake County, IL","17097","Large Fringe Metro","2","2018","2018",20,700832,2.9,1.7,4.4
,"Lake County, IL","17097","Large Fringe Metro","2","2019","2019",14,696535,2.0,1.1,3.4
,"Lake County, IL","17097","Large Fringe Metro","2","2020","2020",18,693593,2.6,1.5,4.1
,"Lake County, IL","17097","Large Fringe Metro","2","2021","2021",28,711239,3.9,2.6,5.7
,"Lake County, IL","17097","Large Fringe Metro","2","2022","2022",22,Not Available,Not Available,Not Available,Not Available
,"Lake County, IL","17097","Large Fringe Metro","2","2023","2023",21,Not Available,Not Available,Not Available,Not Available
,"Lake County, IL","17097","Large Fringe Metro","2","2024 ","2024",17,Not Available,Not Available,Not Available,Not Available
,"LaSalle County, IL","17099","Micropolitan (Nonmetro)","5","2018","2018",11,109430,10.1,5.0,18.0
,"McHenry County, IL","17111","Large Fringe Metro","2","2018","2018",14,308570,4.5,2.5,7.6
,"McHenry County, IL","17111","Large Fringe Metro","2","2020","2020",16,305888,5.2,3.0,8.5
,"McHenry County, IL","17111","Large Fringe Metro","2","2021","2021",13,311122,4.2,2.2,7.1
,"McHenry County, IL","17111","Large Fringe Metro","2","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Madison County, IL","17119","Large Fringe Metro","2","2018","2018",18,264461,6.8,4.0,10.8
,"Madison County, IL","17119","Large Fringe Metro","2","2019","2019",14,262966,5.3,2.9,8.9
,"Madison County, IL","17119","Large Fringe Metro","2","2020","2020",20,262635,7.6,4.7,11.8
,"Madison County, IL","17119","Large Fringe Metro","2","2021","2021",17,264490,6.4,3.7,10.3
,"Madison County, IL","17119","Large Fringe Metro","2","2022","2022",16,Not Available,Not Available,Not Available,Not Available
,"Peoria County, IL","17143","Medium Metro","3","2019","2019",12,179179,6.7,3.5,11.7
,"Sangamon County, IL","17167","Small Metro","4","2018","2018",12,195348,6.1,3.2,10.7
,"Sangamon County, IL","17167","Small Metro","4","2019","2019",10,194672,5.1,2.5,9.4
,"Sangamon County, IL","17167","Small Metro","4","2021","2021",12,194734,6.2,3.2,10.8
,"Will County, IL","17197","Large Fringe Metro","2","2018","2018",14,692310,2.0,1.1,3.4
,"Will County, IL","17197","Large Fringe Metro","2","2019","2019",21,690743,3.0,1.9,4.6
,"Will County, IL","17197","Large Fringe Metro","2","2020","2020",21,688726,3.0,1.9,4.7
,"Will County, IL","17197","Large Fringe Metro","2","2021","2021",17,697252,2.4,1.4,3.9
,"Will County, IL","17197","Large Fringe Metro","2","2022","2022",16,Not Available,Not Available,Not Available,Not Available
,"Will County, IL","17197","Large Fringe Metro","2","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Winnebago County, IL","17201","Medium Metro","3","2018","2018",28,284081,9.9,6.5,14.2
,"Winnebago County, IL","17201","Medium Metro","3","2019","2019",17,282572,6.0,3.5,9.6
,"Winnebago County, IL","17201","Medium Metro","3","2020","2020",18,281295,6.4,3.8,10.1
,"Winnebago County, IL","17201","Medium Metro","3","2021","2021",11,283119,3.9,1.9,7.0
,"Winnebago County, IL","17201","Medium Metro","3","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Allen County, IN","18003","Medium Metro","3","2021","2021",11,388608,2.8,1.4,5.1
,"Clark County, IN","18019","Large Fringe Metro","2","2018","2018",14,117360,11.9,6.5,20.0
,"Delaware County, IN","18035","Small Metro","4","2020","2020",29,113454,25.6,17.1,36.7
,"Delaware County, IN","18035","Small Metro","4","2021","2021",58,111871,51.8,39.4,67.0
,"Delaware County, IN","18035","Small Metro","4","2022","2022",28,Not Available,Not Available,Not Available,Not Available
,"Delaware County, IN","18035","Small Metro","4","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Floyd County, IN","18043","Large Fringe Metro","2","2021","2021",10,80454,12.4,6.0,22.9
,"Floyd County, IN","18043","Large Fringe Metro","2","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Hamilton County, IN","18057","Large Fringe Metro","2","2018","2018",11,330086,3.3,1.7,6.0
,"Hamilton County, IN","18057","Large Fringe Metro","2","2020","2020",11,344238,3.2,1.6,5.7
,"Howard County, IN","18067","Small Metro","4","2021","2021",12,83687,14.3,7.4,25.0
,"Johnson County, IN","18081","Large Fringe Metro","2","2020","2020",18,160607,11.2,6.6,17.7
,"Lake County, IN","18089","Large Fringe Metro","2","2018","2018",25,484411,5.2,3.3,7.6
,"Lake County, IN","18089","Large Fringe Metro","2","2019","2019",35,485493,7.2,5.0,10.0
,"Lake County, IN","18089","Large Fringe Metro","2","2020","2020",24,487536,4.9,3.2,7.3
,"Lake County, IN","18089","Large Fringe Metro","2","2021","2021",20,498558,4.0,2.5,6.2
,"Madison County, IN","18095","Large Fringe Metro","2","2018","2018",10,129641,7.7,3.7,14.2
,"Madison County, IN","18095","Large Fringe Metro","2","2019","2019",18,129569,13.9,8.2,22.0
,"Madison County, IN","18095","Large Fringe Metro","2","2021","2021",23,130782,17.6,11.1,26.4
,"Madison County, IN","18095","Large Fringe Metro","2","2022","2022",18,Not Available,Not Available,Not Available,Not Available
,"Marion County, IN","18097","Large Central Metro","1","2018","2018",71,954670,7.4,5.8,9.4
,"Marion County, IN","18097","Large Central Metro","1","2019","2019",81,964582,8.4,6.7,10.4
,"Marion County, IN","18097","Large Central Metro","1","2020","2020",93,966183,9.6,7.8,11.8
,"Marion County, IN","18097","Large Central Metro","1","2021","2021",92,971102,9.5,7.6,11.6
,"Marion County, IN","18097","Large Central Metro","1","2022","2022",69,Not Available,Not Available,Not Available,Not Available
,"Marion County, IN","18097","Large Central Metro","1","2023","2023",46,Not Available,Not Available,Not Available,Not Available
,"Marion County, IN","18097","Large Central Metro","1","2024 ","2024",36,Not Available,Not Available,Not Available,Not Available
,"Monroe County, IN","18105","Small Metro","4","2019","2019",10,148431,6.7,3.2,12.4
,"Monroe County, IN","18105","Small Metro","4","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Morgan County, IN","18109","Large Fringe Metro","2","2018","2018",11,70116,15.7,7.8,28.1
,"Porter County, IN","18127","Large Fringe Metro","2","2019","2019",12,170389,7.0,3.6,12.3
,"St. Joseph County, IN","18141","Medium Metro","3","2018","2018",14,270771,5.2,2.8,8.7
,"St. Joseph County, IN","18141","Medium Metro","3","2019","2019",12,271826,4.4,2.3,7.7
,"St. Joseph County, IN","18141","Medium Metro","3","2020","2020",16,271484,5.9,3.4,9.6
,"St. Joseph County, IN","18141","Medium Metro","3","2021","2021",15,272212,5.5,3.1,9.1
,"St. Joseph County, IN","18141","Medium Metro","3","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"St. Joseph County, IN","18141","Medium Metro","3","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Tippecanoe County, IN","18157","Small Metro","4","2018","2018",18,193048,9.3,5.5,14.7
,"Tippecanoe County, IN","18157","Small Metro","4","2019","2019",13,195732,6.6,3.5,11.4
,"Tippecanoe County, IN","18157","Small Metro","4","2020","2020",17,196115,8.7,5.0,13.9
,"Tippecanoe County, IN","18157","Small Metro","4","2021","2021",13,187076,6.9,3.7,11.9
,"Vanderburgh County, IN","18163","Medium Metro","3","2018","2018",11,180974,6.1,3.0,10.9
,"Vanderburgh County, IN","18163","Medium Metro","3","2021","2021",16,179987,8.9,5.1,14.4
,"Vanderburgh County, IN","18163","Medium Metro","3","2022","2022",18,Not Available,Not Available,Not Available,Not Available
,"Wayne County, IN","18177","Micropolitan (Nonmetro)","5","2019","2019",11,65884,16.7,8.3,29.9
,"Polk County, IA","19153","Medium Metro","3","2018","2018",16,487204,3.3,1.9,5.3
,"Polk County, IA","19153","Medium Metro","3","2019","2019",13,490161,2.7,1.4,4.5
,"Polk County, IA","19153","Medium Metro","3","2021","2021",23,496844,4.6,2.9,6.9
,"Polk County, IA","19153","Medium Metro","3","2022","2022",11,Not Available,Not Available,Not Available,Not Available
,"Polk County, IA","19153","Medium Metro","3","2023","2023",14,Not Available,Not Available,Not Available,Not Available
,"Polk County, IA","19153","Medium Metro","3","2024 ","2024",12,Not Available,Not Available,Not Available,Not Available
,"Johnson County, KS","20091","Large Fringe Metro","2","2018","2018",18,597555,3.0,1.8,4.8
,"Johnson County, KS","20091","Large Fringe Metro","2","2019","2019",14,602401,2.3,1.3,3.9
,"Johnson County, KS","20091","Large Fringe Metro","2","2020","2020",19,607220,3.1,1.9,4.9
,"Johnson County, KS","20091","Large Fringe Metro","2","2021","2021",28,613219,4.6,3.0,6.6
,"Johnson County, KS","20091","Large Fringe Metro","2","2022","2022",24,Not Available,Not Available,Not Available,Not Available
,"Johnson County, KS","20091","Large Fringe Metro","2","2023","2023",20,Not Available,Not Available,Not Available,Not Available
,"Johnson County, KS","20091","Large Fringe Metro","2","2024 ","2024",20,Not Available,Not Available,Not Available,Not Available
,"Sedgwick County, KS","20173","Medium Metro","3","2018","2018",13,513607,2.5,1.3,4.3
,"Sedgwick County, KS","20173","Medium Metro","3","2019","2019",13,516042,2.5,1.3,4.3
,"Sedgwick County, KS","20173","Medium Metro","3","2020","2020",19,519907,3.7,2.2,5.7
,"Sedgwick County, KS","20173","Medium Metro","3","2021","2021",20,523828,3.8,2.3,5.9
,"Sedgwick County, KS","20173","Medium Metro","3","2022","2022",33,Not Available,Not Available,Not Available,Not Available
,"Sedgwick County, KS","20173","Medium Metro","3","2023","2023",16,Not Available,Not Available,Not Available,Not Available
,"Sedgwick County, KS","20173","Medium Metro","3","2024 ","2024",17,Not Available,Not Available,Not Available,Not Available
,"Shawnee County, KS","20177","Small Metro","4","2022","2022",13,Not Available,Not Available,Not Available,Not Available
,"Shawnee County, KS","20177","Small Metro","4","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Boone County, KY","21015","Large Fringe Metro","2","2021","2021",11,137412,8.0,4.0,14.3
,"Bourbon County, KY","21017","Medium Metro","3","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Boyd County, KY","21019","Medium Metro","3","2019","2019",13,46718,27.8,14.8,47.6
,"Boyd County, KY","21019","Medium Metro","3","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Bullitt County, KY","21029","Large Fringe Metro","2","2020","2020",12,82182,14.6,7.5,25.5
,"Bullitt County, KY","21029","Large Fringe Metro","2","2022","2022",13,Not Available,Not Available,Not Available,Not Available
,"Campbell County, KY","21037","Large Fringe Metro","2","2019","2019",13,93584,13.9,7.4,23.8
,"Carter County, KY","21043","Medium Metro","3","2021","2021",12,26412,45.4,23.5,79.4
,"Fayette County, KY","21067","Medium Metro","3","2018","2018",17,323780,5.3,3.1,8.4
,"Fayette County, KY","21067","Medium Metro","3","2019","2019",18,323152,5.6,3.3,8.8
,"Fayette County, KY","21067","Medium Metro","3","2020","2020",25,324735,7.7,5.0,11.4
,"Fayette County, KY","21067","Medium Metro","3","2021","2021",20,321793,6.2,3.8,9.6
,"Fayette County, KY","21067","Medium Metro","3","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Franklin County, KY","21073","Micropolitan (Nonmetro)","5","2019","2019",10,50991,19.6,9.4,36.1
,"Franklin County, KY","21073","Micropolitan (Nonmetro)","5","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Hardin County, KY","21093","Small Metro","4","2021","2021",10,111607,9.0,4.3,16.5
,"Hardin County, KY","21093","Small Metro","4","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"Jefferson County, KY","21111","Large Central Metro","1","2018","2018",59,770517,7.7,5.8,9.9
