"Notes","County","County Code","2023 Urbanization","2023 Urbanization Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Cobb County, GA","13067","Large Fringe Metro","2","2020","2020",40,762944,5.2,3.7,7.1
,"Cobb County, GA","13067","Large Fringe Metro","2","2021","2021",13,766802,1.7,0.9,2.9
,"Cobb County, GA","13067","Large Fringe Metro","2","2022","2022",25,Not Available,Not Available,Not Available,Not Available
,"DeKalb County, GA","13089","Large Fringe Metro","2","2018","2018",30,756558,4.0,2.7,5.7
,"DeKalb County, GA","13089","Large Fringe Metro","2","2019","2019",19,759297,2.5,1.5,3.9
,"DeKalb County, GA","13089","Large Fringe Metro","2","2020","2020",26,762009,3.4,2.2,5.0
,"DeKalb County, GA","13089","Large Fringe Metro","2","2021","2021",19,757718,2.5,1.5,3.9
,"Forsyth County, GA","13117","Large Fringe Metro","2","2019","2019",11,244252,4.5,2.2,8.1
,"Fulton County, GA","13121","Large Central Metro","1","2018","2018",39,1050114,3.7,2.6,5.1
,"Fulton County, GA","13121","Large Central Metro","1","2019","2019",29,1063937,2.7,1.8,3.9
,"Fulton County, GA","13121","Large Central Metro","1","2020","2020",30,1077402,2.8,1.9,4.0
,"Fulton County, GA","13121","Large Central Metro","1","2021","2021",34,1065334,3.2,2.2,4.5
,"Fulton County, GA","13121","Large Central Metro","1","2022","2022",11,Not Available,Not Available,Not Available,Not Available
,"Fulton County, GA","13121","Large Central Metro","1","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2018","2018",29,927781,3.1,2.1,4.5
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2019","2019",21,936250,2.2,1.4,3.4
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2020","2020",25,942627,2.7,1.7,3.9
,"Gwinnett County, GA","13135","Large Fringe Metro","2","2021","2021",24,964546,2.5,1.6,3.7
,"Henry County, GA","13151","Large Fringe Metro","2","2018","2018",13,230220,5.6,3.0,9.7
,"Henry County, GA","13151","Large Fringe Metro","2","2020","2020",10,239139,4.2,2.0,7.7
,"Muscogee County, GA","13215","Medium Metro","3","2021","2021",11,205617,5.3,2.7,9.6
,"Paulding County, GA","13223","Large Fringe Metro","2","2020","2020",11,173359,6.3,3.2,11.4
,"Richmond County, GA","13245","Medium Metro","3","2018","2018",11,201554,5.5,2.7,9.8
,"Richmond County, GA","13245","Medium Metro","3","2020","2020",14,202079,6.9,3.8,11.6
,"Richmond County, GA","13245","Medium Metro","3","2021","2021",13,205673,6.3,3.4,10.8
,"Honolulu County, HI","15003","Medium Metro","3","2018","2018",12,980080,1.2,0.6,2.1
,"Honolulu County, HI","15003","Medium Metro","3","2019","2019",15,974563,1.5,0.9,2.5
,"Honolulu County, HI","15003","Medium Metro","3","2020","2020",16,963826,1.7,0.9,2.7
,"Honolulu County, HI","15003","Medium Metro","3","2021","2021",13,1000890,1.3,0.7,2.2
,"Ada County, ID","16001","Medium Metro","3","2018","2018",13,469966,2.8,1.5,4.7
,"Ada County, ID","16001","Medium Metro","3","2019","2019",11,481587,2.3,1.1,4.1
,"Ada County, ID","16001","Medium Metro","3","2020","2020",17,494399,3.4,2.0,5.5
,"Champaign County, IL","17019","Small Metro","4","2019","2019",21,209689,10.0,6.2,15.3
,"Champaign County, IL","17019","Small Metro","4","2020","2020",19,209192,9.1,5.5,14.2
,"Champaign County, IL","17019","Small Metro","4","2021","2021",10,205943,4.9,2.3,8.9
,"Champaign County, IL","17019","Small Metro","4","2022","2022",11,Not Available,Not Available,Not Available,Not Available
,"Cook County, IL","17031","Large Central Metro","1","2018","2018",584,5180493,11.3,10.4,12.2
,"Cook County, IL","17031","Large Central Metro","1","2019","2019",594,5150233,11.5,10.6,12.5
,"Cook County, IL","17031","Large Central Metro","1","2020","2020",707,5108284,13.8,12.8,14.9
,"Cook County, IL","17031","Large Central Metro","1","2021","2021",537,5173146,10.4,9.5,11.3
,"Cook County, IL","17031","Large Central Metro","1","2022","2022",368,Not Available,Not Available,Not Available,Not Available
,"Cook County, IL","17031","Large Central Metro","1","2023","2023",302,Not Available,Not Available,Not Available,Not Available
,"Cook County, IL","17031","Large Central Metro","1","2024 ","2024",221,Not Available,Not Available,Not Available,Not Available
,"DeKalb County, IL","17037","Large Fringe Metro","2","2018","2018",10,104143,9.6,4.6,17.7
,"DuPage County, IL","17043","Large Fringe Metro","2","2018","2018",59,928589,6.4,4.8,8.2
,"DuPage County, IL","17043","Large Fringe Metro","2","2019","2019",50,922921,5.4,4.0,7.1
,"DuPage County, IL","17043","Large Fringe Metro","2","2020","2020",46,917481,5.0,3.7,6.7
,"DuPage County, IL","17043","Large Fringe Metro","2","2021","2021",29,924885,3.1,2.1,4.5
,"DuPage County, IL","17043","Large Fringe Metro","2","2022","2022",26,Not Available,Not Available,Not Available,Not Available
,"Kane County, IL","17089","Large Fringe Metro","2","2018","2018",28,534216,5.2,3.5,7.6
,"Kane County, IL","17089","Large Fringe Metro","2","2019","2019",26,532403,4.9,3.2,7.2
,"Kane County, IL","17089","Large Fringe Metro","2","2020","2020",21,531010,4.0,2.4,6.0
,"Kane County, IL","17089","Large Fringe Metro","2","2021","2021",13,515588,2.5,1.3,4.3
,"Kankakee County, IL","17091","Small Metro","4","2018","2018",11,110024,10.0,5.0,17.9
,"Kankakee County, IL","17091","Small Metro","4","2019","2019",12,109862,10.9,5.6,19.1
,"Kankakee County, IL","17091","Small Metro","4","2020","2020",12,108594,11.1,5.7,19.3
,"Lake County, IL","17097","Large Fringe Metro","2","2018","2018",36,700832,5.1,3.6,7.1
,"Lake County, IL","17097","Large Fringe Metro","2","2019","2019",29,696535,4.2,2.8,6.0
,"Lake County, IL","17097","Large Fringe Metro","2","2020","2020",30,693593,4.3,2.9,6.2
,"Lake County, IL","17097","Large Fringe Metro","2","2021","2021",29,711239,4.1,2.7,5.9
,"Lake County, IL","17097","Large Fringe Metro","2","2022","2022",27,Not Available,Not Available,Not Available,Not Available
,"Lake County, IL","17097","Large Fringe Metro","2","2023","2023",28,Not Available,Not Available,Not Available,Not Available
,"Lake County, IL","17097","Large Fringe Metro","2","2024 ","2024",27,Not Available,Not Available,Not Available,Not Available
,"LaSalle County, IL","17099","Micropolitan (Nonmetro)","5","2018","2018",18,109430,16.4,9.7,26.0
,"LaSalle County, IL","17099","Micropolitan (Nonmetro)","5","2019","2019",16,108669,14.7,8.4,23.9
,"LaSalle County, IL","17099","Micropolitan (Nonmetro)","5","2020","2020",12,107571,11.2,5.8,19.5
,"LaSalle County, IL","17099","Micropolitan (Nonmetro)","5","2021","2021",10,108965,9.2,4.4,16.9
,"McHenry County, IL","17111","Large Fringe Metro","2","2018","2018",24,308570,7.8,5.0,11.6
,"McHenry County, IL","17111","Large Fringe Metro","2","2019","2019",13,307774,4.2,2.2,7.2
,"McHenry County, IL","17111","Large Fringe Metro","2","2020","2020",27,305888,8.8,5.8,12.8
,"McHenry County, IL","17111","Large Fringe Metro","2","2021","2021",13,311122,4.2,2.2,7.1
,"Peoria County, IL","17143","Medium Metro","3","2018","2018",11,180621,6.1,3.0,10.9
,"Peoria County, IL","17143","Medium Metro","3","2019","2019",10,179179,5.6,2.7,10.3
,"Peoria County, IL","17143","Medium Metro","3","2020","2020",11,177652,6.2,3.1,11.1
,"St. Clair County, IL","17163","Large Fringe Metro","2","2018","2018",15,261059,5.7,3.2,9.5
,"Sangamon County, IL","17167","Small Metro","4","2018","2018",11,195348,5.6,2.8,10.1
,"Sangamon County, IL","17167","Small Metro","4","2019","2019",11,194672,5.7,2.8,10.1
,"Sangamon County, IL","17167","Small Metro","4","2020","2020",15,193882,7.7,4.3,12.8
,"Will County, IL","17197","Large Fringe Metro","2","2018","2018",72,692310,10.4,8.1,13.1
,"Will County, IL","17197","Large Fringe Metro","2","2019","2019",58,690743,8.4,6.4,10.9
,"Will County, IL","17197","Large Fringe Metro","2","2020","2020",35,688726,5.1,3.5,7.1
,"Will County, IL","17197","Large Fringe Metro","2","2021","2021",28,697252,4.0,2.7,5.8
,"Will County, IL","17197","Large Fringe Metro","2","2022","2022",21,Not Available,Not Available,Not Available,Not Available
,"Will County, IL","17197","Large Fringe Metro","2","2023","2023",17,Not Available,Not Available,Not Available,Not Available
,"Winnebago County, IL","17201","Medium Metro","3","2018","2018",59,284081,20.8,15.8,26.8
,"Winnebago County, IL","17201","Medium Metro","3","2019","2019",33,282572,11.7,8.0,16.4
,"Winnebago County, IL","17201","Medium Metro","3","2020","2020",26,281295,9.2,6.0,13.5
,"Winnebago County, IL","17201","Medium Metro","3","2021","2021",11,283119,3.9,1.9,7.0
,"Winnebago County, IL","17201","Medium Metro","3","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Allen County, IN","18003","Medium Metro","3","2019","2019",14,379299,3.7,2.0,6.2
,"Elkhart County, IN","18039","Small Metro","4","2018","2018",11,205560,5.4,2.7,9.6
,"Hamilton County, IN","18057","Large Fringe Metro","2","2018","2018",13,330086,3.9,2.1,6.7
,"Lake County, IN","18089","Large Fringe Metro","2","2018","2018",37,484411,7.6,5.4,10.5
,"Lake County, IN","18089","Large Fringe Metro","2","2019","2019",47,485493,9.7,7.1,12.9
,"Lake County, IN","18089","Large Fringe Metro","2","2020","2020",32,487536,6.6,4.5,9.3
,"Lake County, IN","18089","Large Fringe Metro","2","2021","2021",20,498558,4.0,2.5,6.2
,"Lake County, IN","18089","Large Fringe Metro","2","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"Lake County, IN","18089","Large Fringe Metro","2","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Lake County, IN","18089","Large Fringe Metro","2","2024 ","2024",11,Not Available,Not Available,Not Available,Not Available
,"La Porte County, IN","18091","Small Metro","4","2020","2020",10,109663,9.1,4.4,16.8
,"Marion County, IN","18097","Large Central Metro","1","2018","2018",89,954670,9.3,7.5,11.5
,"Marion County, IN","18097","Large Central Metro","1","2019","2019",84,964582,8.7,6.9,10.8
,"Marion County, IN","18097","Large Central Metro","1","2020","2020",38,966183,3.9,2.8,5.4
,"Porter County, IN","18127","Large Fringe Metro","2","2018","2018",12,169594,7.1,3.7,12.4
,"Porter County, IN","18127","Large Fringe Metro","2","2019","2019",11,170389,6.5,3.2,11.6
,"Porter County, IN","18127","Large Fringe Metro","2","2020","2020",13,170980,7.6,4.0,13.0
,"Porter County, IN","18127","Large Fringe Metro","2","2021","2021",11,174243,6.3,3.2,11.3
,"St. Joseph County, IN","18141","Medium Metro","3","2018","2018",18,270771,6.6,3.9,10.5
,"St. Joseph County, IN","18141","Medium Metro","3","2019","2019",12,271826,4.4,2.3,7.7
,"St. Joseph County, IN","18141","Medium Metro","3","2020","2020",19,271484,7.0,4.2,10.9
,"Vanderburgh County, IN","18163","Medium Metro","3","2018","2018",11,180974,6.1,3.0,10.9
,"Polk County, IA","19153","Medium Metro","3","2018","2018",14,487204,2.9,1.6,4.8
,"Polk County, IA","19153","Medium Metro","3","2019","2019",13,490161,2.7,1.4,4.5
,"Polk County, IA","19153","Medium Metro","3","2020","2020",23,494281,4.7,2.9,7.0
,"Polk County, IA","19153","Medium Metro","3","2021","2021",11,496844,2.2,1.1,4.0
,"Johnson County, KS","20091","Large Fringe Metro","2","2019","2019",10,602401,1.7,0.8,3.1
,"Johnson County, KS","20091","Large Fringe Metro","2","2020","2020",10,607220,1.6,0.8,3.0
,"Sedgwick County, KS","20173","Medium Metro","3","2018","2018",10,513607,1.9,0.9,3.6
,"Sedgwick County, KS","20173","Medium Metro","3","2019","2019",14,516042,2.7,1.5,4.6
,"Sedgwick County, KS","20173","Medium Metro","3","2020","2020",11,519907,2.1,1.1,3.8
,"Sedgwick County, KS","20173","Medium Metro","3","2021","2021",10,523828,1.9,0.9,3.5
,"Fayette County, KY","21067","Medium Metro","3","2018","2018",25,323780,7.7,5.0,11.4
,"Fayette County, KY","21067","Medium Metro","3","2019","2019",20,323152,6.2,3.8,9.6
,"Jefferson County, KY","21111","Large Central Metro","1","2018","2018",50,770517,6.5,4.8,8.6
,"Jefferson County, KY","21111","Large Central Metro","1","2019","2019",61,766757,8.0,6.1,10.2
,"Jefferson County, KY","21111","Large Central Metro","1","2020","2020",59,767452,7.7,5.9,9.9
,"Jefferson County, KY","21111","Large Central Metro","1","2021","2021",23,777874,3.0,1.9,4.4
,"Jefferson County, KY","21111","Large Central Metro","1","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"Ascension Parish, LA","22005","Medium Metro","3","2018","2018",10,124672,8.0,3.8,14.8
,"Ascension Parish, LA","22005","Medium Metro","3","2020","2020",14,128665,10.9,5.9,18.3
,"Ascension Parish, LA","22005","Medium Metro","3","2021","2021",14,128369,10.9,6.0,18.3
,"East Baton Rouge Parish, LA","22033","Medium Metro","3","2018","2018",10,440956,2.3,1.1,4.2
,"East Baton Rouge Parish, LA","22033","Medium Metro","3","2019","2019",11,440059,2.5,1.2,4.5
,"Jefferson Parish, LA","22051","Medium Metro","3","2018","2018",51,434051,11.7,8.7,15.4
,"Jefferson Parish, LA","22051","Medium Metro","3","2019","2019",58,432493,13.4,10.2,17.3
,"Jefferson Parish, LA","22051","Medium Metro","3","2020","2020",67,432346,15.5,12.0,19.7
,"Jefferson Parish, LA","22051","Medium Metro","3","2021","2021",39,433688,9.0,6.4,12.3
,"Jefferson Parish, LA","22051","Medium Metro","3","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Jefferson Parish, LA","22051","Medium Metro","3","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Jefferson Parish, LA","22051","Medium Metro","3","2024 ","2024",15,Not Available,Not Available,Not Available,Not Available
,"Lafayette Parish, LA","22055","Medium Metro","3","2019","2019",10,244390,4.1,2.0,7.5
,"Lafayette Parish, LA","22055","Medium Metro","3","2020","2020",21,246518,8.5,5.3,13.0
,"Lafayette Parish, LA","22055","Medium Metro","3","2021","2021",13,244205,5.3,2.8,9.1
,"Lafourche Parish, LA","22057","Small Metro","4","2020","2020",13,97596,13.3,7.1,22.8
,"Livingston Parish, LA","22063","Medium Metro","3","2019","2019",16,140789,11.4,6.5,18.5
,"Livingston Parish, LA","22063","Medium Metro","3","2020","2020",17,143737,11.8,6.9,18.9
,"Livingston Parish, LA","22063","Medium Metro","3","2021","2021",17,145830,11.7,6.8,18.7
,"Orleans Parish, LA","22071","Medium Metro","3","2018","2018",11,391006,2.8,1.4,5.0
,"Orleans Parish, LA","22071","Medium Metro","3","2019","2019",12,390144,3.1,1.6,5.4
,"St. Tammany Parish, LA","22103","Medium Metro","3","2018","2018",31,258111,12.0,8.2,17.0
,"St. Tammany Parish, LA","22103","Medium Metro","3","2019","2019",40,260419,15.4,11.0,20.9
,"St. Tammany Parish, LA","22103","Medium Metro","3","2020","2020",35,263446,13.3,9.3,18.5
,"St. Tammany Parish, LA","22103","Medium Metro","3","2021","2021",17,269388,6.3,3.7,10.1
,"Washington Parish, LA","22117","Micropolitan (Nonmetro)","5","2018","2018",12,46582,25.8,13.3,45.0
,"Washington Parish, LA","22117","Micropolitan (Nonmetro)","5","2019","2019",27,46194,58.4,38.5,85.0
,"Washington Parish, LA","22117","Micropolitan (Nonmetro)","5","2020","2020",15,45773,32.8,18.3,54.0
,"Cumberland County, ME","23005","Medium Metro","3","2018","2018",10,293557,3.4,1.6,6.3
,"Cumberland County, ME","23005","Medium Metro","3","2019","2019",11,295003,3.7,1.9,6.7
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2018","2018",16,122083,13.1,7.5,21.3
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2020","2020",11,122955,8.9,4.5,16.0
,"Penobscot County, ME","23019","Small Metro","4","2018","2018",16,151096,10.6,6.1,17.2
,"Penobscot County, ME","23019","Small Metro","4","2019","2019",12,152148,7.9,4.1,13.8
,"Penobscot County, ME","23019","Small Metro","4","2020","2020",15,151655,9.9,5.5,16.3
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2018","2018",36,576031,6.2,4.4,8.7
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2019","2019",20,579234,3.5,2.1,5.3
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2020","2020",12,582777,2.1,1.1,3.6
,"Baltimore County, MD","24005","Large Fringe Metro","2","2018","2018",65,828431,7.8,6.1,10.0
,"Baltimore County, MD","24005","Large Fringe Metro","2","2019","2019",29,827370,3.5,2.3,5.0
,"Baltimore County, MD","24005","Large Fringe Metro","2","2020","2020",18,826017,2.2,1.3,3.4
,"Carroll County, MD","24013","Large Fringe Metro","2","2018","2018",12,168429,7.1,3.7,12.4
,"Cecil County, MD","24015","Large Fringe Metro","2","2018","2018",22,102826,21.4,13.4,32.4
,"Harford County, MD","24025","Large Fringe Metro","2","2018","2018",19,253956,7.5,4.5,11.7
,"Montgomery County, MD","24031","Large Fringe Metro","2","2018","2018",20,1052567,1.9,1.2,2.9
,"Montgomery County, MD","24031","Large Fringe Metro","2","2019","2019",20,1050688,1.9,1.2,2.9
,"Prince George's County, MD","24033","Large Fringe Metro","2","2018","2018",27,909308,3.0,2.0,4.3
,"Prince George's County, MD","24033","Large Fringe Metro","2","2019","2019",14,909327,1.5,0.8,2.6
,"Prince George's County, MD","24033","Large Fringe Metro","2","2020","2020",16,909612,1.8,1.0,2.9
,"Washington County, MD","24043","Medium Metro","3","2018","2018",17,150926,11.3,6.6,18.0
,"Baltimore city, MD","24510","Large Central Metro","1","2018","2018",80,602495,13.3,10.5,16.5
,"Baltimore city, MD","24510","Large Central Metro","1","2019","2019",61,593490,10.3,7.9,13.2
,"Baltimore city, MD","24510","Large Central Metro","1","2020","2020",27,586131,4.6,3.0,6.7
,"Baltimore city, MD","24510","Large Central Metro","1","2021","2021",11,576498,1.9,1.0,3.4
,"Baltimore city, MD","24510","Large Central Metro","1","2024 ","2024",20,Not Available,Not Available,Not Available,Not Available
,"Berkshire County, MA","25003","Small Metro","4","2018","2018",28,126348,22.2,14.7,32.0
,"Berkshire County, MA","25003","Small Metro","4","2019","2019",21,124944,16.8,10.4,25.7
,"Berkshire County, MA","25003","Small Metro","4","2020","2020",26,124571,20.9,13.6,30.6
,"Berkshire County, MA","25003","Small Metro","4","2021","2021",20,128657,15.5,9.5,24.0
,"Bristol County, MA","25005","Large Fringe Metro","2","2018","2018",21,564022,3.7,2.3,5.7
,"Bristol County, MA","25005","Large Fringe Metro","2","2019","2019",14,565217,2.5,1.4,4.2
,"Essex County, MA","25009","Large Fringe Metro","2","2018","2018",22,790638,2.8,1.7,4.2
,"Essex County, MA","25009","Large Fringe Metro","2","2019","2019",13,789034,1.6,0.9,2.8
,"Franklin County, MA","25011","Micropolitan (Nonmetro)","5","2018","2018",15,70963,21.1,11.8,34.9
,"Hampden County, MA","25013","Medium Metro","3","2018","2018",144,470406,30.6,25.6,35.6
,"Hampden County, MA","25013","Medium Metro","3","2019","2019",125,466372,26.8,22.1,31.5
,"Hampden County, MA","25013","Medium Metro","3","2020","2020",75,463986,16.2,12.7,20.3
,"Hampden County, MA","25013","Medium Metro","3","2021","2021",57,462718,12.3,9.3,16.0
,"Hampden County, MA","25013","Medium Metro","3","2022","2022",41,Not Available,Not Available,Not Available,Not Available
,"Hampden County, MA","25013","Medium Metro","3","2023","2023",31,Not Available,Not Available,Not Available,Not Available
,"Hampden County, MA","25013","Medium Metro","3","2024 ","2024",19,Not Available,Not Available,Not Available,Not Available
,"Hampshire County, MA","25015","Small Metro","4","2018","2018",23,161355,14.3,9.0,21.4
,"Hampshire County, MA","25015","Small Metro","4","2019","2019",29,160830,18.0,12.1,25.9
,"Hampshire County, MA","25015","Small Metro","4","2020","2020",14,161401,8.7,4.7,14.6
,"Hampshire County, MA","25015","Small Metro","4","2021","2021",15,161572,9.3,5.2,15.3
,"Middlesex County, MA","25017","Large Fringe Metro","2","2018","2018",44,1614714,2.7,2.0,3.7
,"Middlesex County, MA","25017","Large Fringe Metro","2","2019","2019",35,1611699,2.2,1.5,3.0
,"Middlesex County, MA","25017","Large Fringe Metro","2","2020","2020",16,1609379,1.0,0.6,1.6
,"Middlesex County, MA","25017","Large Fringe Metro","2","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Norfolk County, MA","25021","Large Fringe Metro","2","2018","2018",29,705388,4.1,2.8,5.9
,"Plymouth County, MA","25023","Large Fringe Metro","2","2018","2018",17,518132,3.3,1.9,5.3
,"Plymouth County, MA","25023","Large Fringe Metro","2","2019","2019",14,521202,2.7,1.5,4.5
,"Suffolk County, MA","25025","Large Central Metro","1","2018","2018",32,807252,4.0,2.7,5.6
,"Suffolk County, MA","25025","Large Central Metro","1","2019","2019",26,803907,3.2,2.1,4.7
,"Suffolk County, MA","25025","Large Central Metro","1","2020","2020",13,801582,1.6,0.9,2.8
,"Worcester County, MA","25027","Medium Metro","3","2018","2018",95,830839,11.4,9.3,14.0
,"Worcester County, MA","25027","Medium Metro","3","2019","2019",76,830622,9.1,7.2,11.5
,"Worcester County, MA","25027","Medium Metro","3","2020","2020",44,829212,5.3,3.9,7.1
,"Worcester County, MA","25027","Medium Metro","3","2021","2021",19,862029,2.2,1.3,3.4
,"Worcester County, MA","25027","Medium Metro","3","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"Worcester County, MA","25027","Medium Metro","3","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Calhoun County, MI","26025","Small Metro","4","2018","2018",13,134487,9.7,5.1,16.5
,"Calhoun County, MI","26025","Small Metro","4","2020","2020",10,133580,7.5,3.6,13.8
,"Genesee County, MI","26049","Medium Metro","3","2018","2018",50,406892,12.3,9.1,16.2
,"Genesee County, MI","26049","Medium Metro","3","2019","2019",15,405813,3.7,2.1,6.1
,"Genesee County, MI","26049","Medium Metro","3","2020","2020",15,404794,3.7,2.1,6.1
,"Ingham County, MI","26065","Medium Metro","3","2018","2018",23,292735,7.9,5.0,11.8
,"Ingham County, MI","26065","Medium Metro","3","2019","2019",28,292406,9.6,6.4,13.8
,"Ingham County, MI","26065","Medium Metro","3","2020","2020",13,290609,4.5,2.4,7.6
,"Kent County, MI","26081","Large Central Metro","1","2018","2018",22,653786,3.4,2.1,5.1
,"Kent County, MI","26081","Large Central Metro","1","2019","2019",35,656955,5.3,3.7,7.4
,"Kent County, MI","26081","Large Central Metro","1","2020","2020",26,658708,3.9,2.6,5.8
,"Macomb County, MI","26099","Large Fringe Metro","2","2018","2018",94,874759,10.7,8.7,13.2
,"Macomb County, MI","26099","Large Fringe Metro","2","2019","2019",42,873972,4.8,3.5,6.5
,"Macomb County, MI","26099","Large Fringe Metro","2","2020","2020",45,870791,5.2,3.8,6.9
,"Macomb County, MI","26099","Large Fringe Metro","2","2021","2021",17,876792,1.9,1.1,3.1
,"Macomb County, MI","26099","Large Fringe Metro","2","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Monroe County, MI","26115","Small Metro","4","2018","2018",16,150439,10.6,6.1,17.3
,"Muskegon County, MI","26121","Small Metro","4","2018","2018",12,173588,6.9,3.6,12.1
,"Muskegon County, MI","26121","Small Metro","4","2019","2019",12,173566,6.9,3.6,12.1
,"Muskegon County, MI","26121","Small Metro","4","2020","2020",14,173883,8.1,4.4,13.5
,"Oakland County, MI","26125","Large Fringe Metro","2","2018","2018",27,1259201,2.1,1.4,3.1
,"Oakland County, MI","26125","Large Fringe Metro","2","2020","2020",14,1253459,1.1,0.6,1.9
,"Oakland County, MI","26125","Large Fringe Metro","2","2022","2022",18,Not Available,Not Available,Not Available,Not Available
,"Ottawa County, MI","26139","Large Fringe Metro","2","2018","2018",13,290494,4.5,2.4,7.7
,"Washtenaw County, MI","26161","Medium Metro","3","2018","2018",22,370963,5.9,3.7,9.0
,"Washtenaw County, MI","26161","Medium Metro","3","2019","2019",18,367601,4.9,2.9,7.7
,"Washtenaw County, MI","26161","Medium Metro","3","2020","2020",18,366473,4.9,2.9,7.8
,"Washtenaw County, MI","26161","Medium Metro","3","2021","2021",10,369390,2.7,1.3,5.0
,"Wayne County, MI","26163","Large Central Metro","1","2018","2018",259,1753893,14.8,13.0,16.6
,"Wayne County, MI","26163","Large Central Metro","1","2019","2019",205,1749343,11.7,10.1,13.3
,"Wayne County, MI","26163","Large Central Metro","1","2020","2020",182,1740623,10.5,8.9,12.0
,"Wayne County, MI","26163","Large Central Metro","1","2021","2021",87,1774816,4.9,3.9,6.0
,"Wayne County, MI","26163","Large Central Metro","1","2022","2022",68,Not Available,Not Available,Not Available,Not Available
,"Wayne County, MI","26163","Large Central Metro","1","2023","2023",42,Not Available,Not Available,Not Available,Not Available
,"Wayne County, MI","26163","Large Central Metro","1","2024 ","2024",33,Not Available,Not Available,Not Available,Not Available
,"Anoka County, MN","27003","Large Fringe Metro","2","2020","2020",10,359921,2.8,1.3,5.1
,"Anoka County, MN","27003","Large Fringe Metro","2","2021","2021",12,367018,3.3,1.7,5.7
,"Hennepin County, MN","27053","Large Central Metro","1","2018","2018",40,1259428,3.2,2.3,4.3
,"Hennepin County, MN","27053","Large Central Metro","1","2019","2019",49,1265843,3.9,2.9,5.1
,"Hennepin County, MN","27053","Large Central Metro","1","2020","2020",51,1268408,4.0,3.0,5.3
,"Hennepin County, MN","27053","Large Central Metro","1","2021","2021",37,1267416,2.9,2.1,4.0
,"Hennepin County, MN","27053","Large Central Metro","1","2022","2022",13,Not Available,Not Available,Not Available,Not Available
,"Hennepin County, MN","27053","Large Central Metro","1","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Ramsey County, MN","27123","Large Central Metro","1","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"St. Louis County, MN","27137","Medium Metro","3","2019","2019",10,199070,5.0,2.4,9.2
,"St. Louis County, MN","27137","Medium Metro","3","2020","2020",12,198538,6.0,3.1,10.6
,"DeSoto County, MS","28033","Large Fringe Metro","2","2018","2018",10,182001,5.5,2.6,10.1
,"Harrison County, MS","28047","Medium Metro","3","2019","2019",10,208080,4.8,2.3,8.8
,"Jackson County, MS","28059","Medium Metro","3","2020","2020",20,143802,13.9,8.5,21.5
,"Jackson County, MS","28059","Medium Metro","3","2021","2021",12,143987,8.3,4.3,14.6
,"Pearl River County, MS","28109","Micropolitan (Nonmetro)","5","2019","2019",10,55535,18.0,8.6,33.1
,"Greene County, MO","29077","Medium Metro","3","2021","2021",10,300865,3.3,1.6,6.1
,"Jackson County, MO","29095","Large Central Metro","1","2018","2018",25,700307,3.6,2.3,5.3
,"Jackson County, MO","29095","Large Central Metro","1","2019","2019",17,703011,2.4,1.4,3.9
,"Jackson County, MO","29095","Large Central Metro","1","2020","2020",16,705925,2.3,1.3,3.7
,"Jefferson County, MO","29099","Large Fringe Metro","2","2018","2018",26,224347,11.6,7.6,17.0
,"Jefferson County, MO","29099","Large Fringe Metro","2","2019","2019",13,225081,5.8,3.1,9.9
,"St. Charles County, MO","29183","Large Fringe Metro","2","2018","2018",36,399182,9.0,6.3,12.5
,"St. Charles County, MO","29183","Large Fringe Metro","2","2019","2019",10,402022,2.5,1.2,4.6
,"St. Louis County, MO","29189","Large Fringe Metro","2","2018","2018",118,996945,11.8,9.7,14.0
,"St. Louis County, MO","29189","Large Fringe Metro","2","2019","2019",80,994205,8.0,6.4,10.0
,"St. Louis County, MO","29189","Large Fringe Metro","2","2020","2020",40,994020,4.0,2.9,5.5
,"St. Louis County, MO","29189","Large Fringe Metro","2","2021","2021",18,997187,1.8,1.1,2.9
,"St. Louis County, MO","29189","Large Fringe Metro","2","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"St. Louis city, MO","29510","Large Central Metro","1","2018","2018",84,302838,27.7,22.1,34.3
