"Notes","County","County Code","Single Race 6","Single Race 6 Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Baldwin County, AL","01003","White","2106-3","2022","2022",10,215369,4.6,2.2,8.5
,"Baldwin County, AL","01003","White","2106-3","2024 ","2024",10,228075,4.4,2.1,8.1
,"Jefferson County, AL","01073","Black or African American","2054-5","2018","2018",28,286501,9.8,6.5,14.1
,"Jefferson County, AL","01073","Black or African American","2054-5","2019","2019",28,286261,9.8,6.5,14.1
,"Jefferson County, AL","01073","Black or African American","2054-5","2020","2020",44,286304,15.4,11.2,20.6
,"Jefferson County, AL","01073","Black or African American","2054-5","2021","2021",85,292432,29.1,23.2,35.9
,"Jefferson County, AL","01073","Black or African American","2054-5","2022","2022",99,290587,34.1,27.7,41.5
,"Jefferson County, AL","01073","Black or African American","2054-5","2023","2023",101,287448,35.1,28.3,42.0
,"Jefferson County, AL","01073","Black or African American","2054-5","2024 ","2024",63,286820,22.0,16.9,28.1
,"Jefferson County, AL","01073","White","2106-3","2018","2018",14,350457,4.0,2.2,6.7
,"Jefferson County, AL","01073","White","2106-3","2019","2019",19,349516,5.4,3.3,8.5
,"Jefferson County, AL","01073","White","2106-3","2020","2020",16,345894,4.6,2.6,7.5
,"Jefferson County, AL","01073","White","2106-3","2021","2021",25,351604,7.1,4.6,10.5
,"Jefferson County, AL","01073","White","2106-3","2022","2022",27,350423,7.7,5.1,11.2
,"Jefferson County, AL","01073","White","2106-3","2023","2023",28,350506,8.0,5.3,11.5
,"Jefferson County, AL","01073","White","2106-3","2024 ","2024",33,350931,9.4,6.5,13.2
,"Mobile County, AL","01097","Black or African American","2054-5","2020","2020",10,150417,6.6,3.2,12.2
,"Mobile County, AL","01097","Black or African American","2054-5","2021","2021",14,151087,9.3,5.1,15.5
,"Mobile County, AL","01097","Black or African American","2054-5","2022","2022",17,151017,11.3,6.6,18.0
,"Mobile County, AL","01097","Black or African American","2054-5","2023","2023",20,151128,13.2,8.1,20.4
,"Mobile County, AL","01097","Black or African American","2054-5","2024 ","2024",15,151706,9.9,5.5,16.3
,"Montgomery County, AL","01101","Black or African American","2054-5","2024 ","2024",11,137816,8.0,4.0,14.3
,"Anchorage Borough, AK","02020","White","2106-3","2024 ","2024",11,176953,6.2,3.1,11.1
,"Maricopa County, AZ","04013","Black or African American","2054-5","2018","2018",24,275869,8.7,5.6,12.9
,"Maricopa County, AZ","04013","Black or African American","2054-5","2019","2019",16,286319,5.6,3.2,9.1
,"Maricopa County, AZ","04013","Black or African American","2054-5","2020","2020",16,300001,5.3,3.0,8.7
,"Maricopa County, AZ","04013","Black or African American","2054-5","2021","2021",25,300365,8.3,5.4,12.3
,"Maricopa County, AZ","04013","Black or African American","2054-5","2022","2022",26,310241,8.4,5.5,12.3
,"Maricopa County, AZ","04013","Black or African American","2054-5","2023","2023",33,318613,10.4,7.1,14.5
,"Maricopa County, AZ","04013","Black or African American","2054-5","2024 ","2024",36,332881,10.8,7.6,15.0
,"Maricopa County, AZ","04013","White","2106-3","2018","2018",101,3663379,2.8,2.2,3.3
,"Maricopa County, AZ","04013","White","2106-3","2019","2019",87,3713896,2.3,1.9,2.9
,"Maricopa County, AZ","04013","White","2106-3","2020","2020",93,3769382,2.5,2.0,3.0
,"Maricopa County, AZ","04013","White","2106-3","2021","2021",93,3686444,2.5,2.0,3.1
,"Maricopa County, AZ","04013","White","2106-3","2022","2022",111,3717607,3.0,2.4,3.5
,"Maricopa County, AZ","04013","White","2106-3","2023","2023",128,3726222,3.4,2.8,4.0
,"Maricopa County, AZ","04013","White","2106-3","2024 ","2024",115,3764080,3.1,2.5,3.6
,"Pima County, AZ","04019","Black or African American","2054-5","2020","2020",10,45672,21.9,10.5,40.3
,"Pima County, AZ","04019","White","2106-3","2018","2018",17,882105,1.9,1.1,3.1
,"Pima County, AZ","04019","White","2106-3","2019","2019",33,888256,3.7,2.6,5.2
,"Pima County, AZ","04019","White","2106-3","2020","2020",41,897195,4.6,3.3,6.2
,"Pima County, AZ","04019","White","2106-3","2021","2021",48,887097,5.4,4.0,7.2
,"Pima County, AZ","04019","White","2106-3","2022","2022",51,890230,5.7,4.3,7.5
,"Pima County, AZ","04019","White","2106-3","2023","2023",45,891287,5.0,3.7,6.8
,"Pima County, AZ","04019","White","2106-3","2024 ","2024",38,899216,4.2,3.0,5.8
,"Pulaski County, AR","05119","Black or African American","2054-5","2019","2019",10,148345,6.7,3.2,12.4
,"Pulaski County, AR","05119","Black or African American","2054-5","2021","2021",16,152476,10.5,6.0,17.0
,"Pulaski County, AR","05119","Black or African American","2054-5","2022","2022",19,154224,12.3,7.4,19.2
,"Pulaski County, AR","05119","Black or African American","2054-5","2023","2023",16,153412,10.4,6.0,16.9
,"Pulaski County, AR","05119","White","2106-3","2022","2022",11,223855,4.9,2.5,8.8
,"Alameda County, CA","06001","Black or African American","2054-5","2018","2018",22,185930,11.8,7.4,17.9
,"Alameda County, CA","06001","Black or African American","2054-5","2019","2019",20,184368,10.8,6.6,16.8
,"Alameda County, CA","06001","Black or African American","2054-5","2020","2020",21,180087,11.7,7.2,17.8
,"Alameda County, CA","06001","Black or African American","2054-5","2021","2021",34,176233,19.3,13.4,27.0
,"Alameda County, CA","06001","Black or African American","2054-5","2022","2022",41,175067,23.4,16.8,31.8
,"Alameda County, CA","06001","Black or African American","2054-5","2023","2023",74,171069,43.3,34.0,54.3
,"Alameda County, CA","06001","Black or African American","2054-5","2024 ","2024",50,169854,29.4,21.8,38.8
,"Alameda County, CA","06001","White","2106-3","2019","2019",22,823593,2.7,1.7,4.0
,"Alameda County, CA","06001","White","2106-3","2020","2020",12,804234,1.5,0.8,2.6
,"Alameda County, CA","06001","White","2106-3","2021","2021",22,788303,2.8,1.7,4.2
,"Alameda County, CA","06001","White","2106-3","2022","2022",22,767660,2.9,1.8,4.3
,"Alameda County, CA","06001","White","2106-3","2023","2023",41,764391,5.4,3.8,7.3
,"Alameda County, CA","06001","White","2106-3","2024 ","2024",37,762548,4.9,3.4,6.7
,"Contra Costa County, CA","06013","Black or African American","2054-5","2018","2018",11,109696,10.0,5.0,17.9
,"Contra Costa County, CA","06013","Black or African American","2054-5","2019","2019",11,110064,10.0,5.0,17.9
,"Contra Costa County, CA","06013","Black or African American","2054-5","2021","2021",16,110628,14.5,8.3,23.5
,"Contra Costa County, CA","06013","Black or African American","2054-5","2022","2022",20,109432,18.3,11.2,28.2
,"Contra Costa County, CA","06013","Black or African American","2054-5","2023","2023",18,107949,16.7,9.9,26.4
,"Contra Costa County, CA","06013","Black or African American","2054-5","2024 ","2024",14,108191,12.9,7.1,21.7
,"Contra Costa County, CA","06013","White","2106-3","2020","2020",20,740033,2.7,1.7,4.2
,"Contra Costa County, CA","06013","White","2106-3","2021","2021",21,739560,2.8,1.8,4.3
,"Contra Costa County, CA","06013","White","2106-3","2022","2022",21,726069,2.9,1.8,4.4
,"Contra Costa County, CA","06013","White","2106-3","2023","2023",22,720163,3.1,1.9,4.6
,"Contra Costa County, CA","06013","White","2106-3","2024 ","2024",23,721596,3.2,2.0,4.8
,"Fresno County, CA","06019","White","2106-3","2020","2020",12,759285,1.6,0.8,2.8
,"Fresno County, CA","06019","White","2106-3","2021","2021",10,766925,1.3,0.6,2.4
,"Fresno County, CA","06019","White","2106-3","2023","2023",16,762033,2.1,1.2,3.4
,"Fresno County, CA","06019","White","2106-3","2024 ","2024",11,763948,1.4,0.7,2.6
,"Kern County, CA","06029","Black or African American","2054-5","2021","2021",13,58260,22.3,11.9,38.2
,"Kern County, CA","06029","Black or African American","2054-5","2023","2023",17,56467,30.1,17.5,48.2
,"Kern County, CA","06029","White","2106-3","2019","2019",14,740959,1.9,1.0,3.2
,"Kern County, CA","06029","White","2106-3","2020","2020",19,737207,2.6,1.6,4.0
,"Kern County, CA","06029","White","2106-3","2021","2021",21,748959,2.8,1.7,4.3
,"Kern County, CA","06029","White","2106-3","2022","2022",31,746645,4.2,2.8,5.9
,"Kern County, CA","06029","White","2106-3","2023","2023",27,744168,3.6,2.4,5.3
,"Kern County, CA","06029","White","2106-3","2024 ","2024",21,749470,2.8,1.7,4.3
,"Los Angeles County, CA","06037","Asian","A","2020","2020",13,1558134,0.8,0.4,1.4
,"Los Angeles County, CA","06037","Asian","A","2021","2021",13,1538016,0.8,0.5,1.4
,"Los Angeles County, CA","06037","Asian","A","2022","2022",14,1535045,0.9,0.5,1.5
,"Los Angeles County, CA","06037","Asian","A","2023","2023",17,1549910,1.1,0.6,1.8
,"Los Angeles County, CA","06037","Black or African American","2054-5","2018","2018",61,906467,6.7,5.1,8.6
,"Los Angeles County, CA","06037","Black or African American","2054-5","2019","2019",77,899166,8.6,6.8,10.7
,"Los Angeles County, CA","06037","Black or African American","2054-5","2020","2020",126,895268,14.1,11.6,16.5
,"Los Angeles County, CA","06037","Black or African American","2054-5","2021","2021",136,881356,15.4,12.8,18.0
,"Los Angeles County, CA","06037","Black or African American","2054-5","2022","2022",174,874156,19.9,16.9,22.9
,"Los Angeles County, CA","06037","Black or African American","2054-5","2023","2023",185,872149,21.2,18.2,24.3
,"Los Angeles County, CA","06037","Black or African American","2054-5","2024 ","2024",125,865215,14.4,11.9,17.0
,"Los Angeles County, CA","06037","White","2106-3","2018","2018",108,7151444,1.5,1.2,1.8
,"Los Angeles County, CA","06037","White","2106-3","2019","2019",136,7098309,1.9,1.6,2.2
,"Los Angeles County, CA","06037","White","2106-3","2020","2020",175,6981210,2.5,2.1,2.9
,"Los Angeles County, CA","06037","White","2106-3","2021","2021",222,6901193,3.2,2.8,3.6
,"Los Angeles County, CA","06037","White","2106-3","2022","2022",206,6802138,3.0,2.6,3.4
,"Los Angeles County, CA","06037","White","2106-3","2023","2023",232,6725032,3.4,3.0,3.9
,"Los Angeles County, CA","06037","White","2106-3","2024 ","2024",160,6756981,2.4,2.0,2.7
,"Los Angeles County, CA","06037","More than one race","M","2020","2020",11,325361,3.4,1.7,6.0
,"Marin County, CA","06041","White","2106-3","2022","2022",13,216569,6.0,3.2,10.3
,"Orange County, CA","06059","Asian","A","2021","2021",10,721900,1.4,0.7,2.5
,"Orange County, CA","06059","White","2106-3","2018","2018",27,2278624,1.2,0.8,1.7
,"Orange County, CA","06059","White","2106-3","2019","2019",37,2258705,1.6,1.2,2.3
,"Orange County, CA","06059","White","2106-3","2020","2020",67,2221855,3.0,2.3,3.8
,"Orange County, CA","06059","White","2106-3","2021","2021",55,2208819,2.5,1.9,3.2
,"Orange County, CA","06059","White","2106-3","2022","2022",67,2177457,3.1,2.4,3.9
,"Orange County, CA","06059","White","2106-3","2023","2023",59,2152849,2.7,2.1,3.5
,"Orange County, CA","06059","White","2106-3","2024 ","2024",55,2154407,2.6,1.9,3.3
,"Placer County, CA","06061","White","2106-3","2021","2021",11,340079,3.2,1.6,5.8
,"Riverside County, CA","06065","Black or African American","2054-5","2020","2020",17,183882,9.2,5.4,14.8
,"Riverside County, CA","06065","Black or African American","2054-5","2021","2021",22,183229,12.0,7.5,18.2
,"Riverside County, CA","06065","Black or African American","2054-5","2022","2022",12,184588,6.5,3.4,11.4
,"Riverside County, CA","06065","Black or African American","2054-5","2023","2023",24,188490,12.7,8.2,18.9
,"Riverside County, CA","06065","Black or African American","2054-5","2024 ","2024",17,190683,8.9,5.2,14.3
,"Riverside County, CA","06065","White","2106-3","2018","2018",22,1954479,1.1,0.7,1.7
,"Riverside County, CA","06065","White","2106-3","2019","2019",37,1966247,1.9,1.3,2.6
,"Riverside County, CA","06065","White","2106-3","2020","2020",51,1966058,2.6,1.9,3.4
,"Riverside County, CA","06065","White","2106-3","2021","2021",60,1935002,3.1,2.4,4.0
,"Riverside County, CA","06065","White","2106-3","2022","2022",68,1939198,3.5,2.7,4.4
,"Riverside County, CA","06065","White","2106-3","2023","2023",55,1943144,2.8,2.1,3.7
,"Riverside County, CA","06065","White","2106-3","2024 ","2024",56,1963714,2.9,2.2,3.7
,"Sacramento County, CA","06067","Black or African American","2054-5","2018","2018",10,167528,6.0,2.9,11.0
,"Sacramento County, CA","06067","Black or African American","2054-5","2019","2019",19,168581,11.3,6.8,17.6
,"Sacramento County, CA","06067","Black or African American","2054-5","2020","2020",15,168586,8.9,5.0,14.7
,"Sacramento County, CA","06067","Black or African American","2054-5","2021","2021",24,172836,13.9,8.9,20.7
,"Sacramento County, CA","06067","Black or African American","2054-5","2022","2022",20,171587,11.7,7.1,18.0
,"Sacramento County, CA","06067","Black or African American","2054-5","2023","2023",27,170874,15.8,10.4,23.0
,"Sacramento County, CA","06067","Black or African American","2054-5","2024 ","2024",21,170459,12.3,7.6,18.8
,"Sacramento County, CA","06067","White","2106-3","2018","2018",16,970616,1.6,0.9,2.7
,"Sacramento County, CA","06067","White","2106-3","2019","2019",13,973964,1.3,0.7,2.3
,"Sacramento County, CA","06067","White","2106-3","2020","2020",11,965223,1.1,0.6,2.0
,"Sacramento County, CA","06067","White","2106-3","2021","2021",27,976007,2.8,1.8,4.0
,"Sacramento County, CA","06067","White","2106-3","2022","2022",23,964330,2.4,1.5,3.6
,"Sacramento County, CA","06067","White","2106-3","2023","2023",28,955629,2.9,1.9,4.2
,"Sacramento County, CA","06067","White","2106-3","2024 ","2024",21,961031,2.2,1.4,3.3
,"San Bernardino County, CA","06071","Black or African American","2054-5","2018","2018",12,204553,5.9,3.0,10.2
,"San Bernardino County, CA","06071","Black or African American","2054-5","2020","2020",11,206682,5.3,2.7,9.5
,"San Bernardino County, CA","06071","Black or African American","2054-5","2021","2021",11,206374,5.3,2.7,9.5
,"San Bernardino County, CA","06071","Black or African American","2054-5","2022","2022",12,205057,5.9,3.0,10.2
,"San Bernardino County, CA","06071","Black or African American","2054-5","2023","2023",13,207408,6.3,3.3,10.7
,"San Bernardino County, CA","06071","Black or African American","2054-5","2024 ","2024",10,206832,4.8,2.3,8.9
,"San Bernardino County, CA","06071","White","2106-3","2018","2018",13,1666544,0.8,0.4,1.3
,"San Bernardino County, CA","06071","White","2106-3","2019","2019",14,1668976,0.8,0.5,1.4
,"San Bernardino County, CA","06071","White","2106-3","2020","2020",26,1659869,1.6,1.0,2.3
,"San Bernardino County, CA","06071","White","2106-3","2021","2021",33,1659921,2.0,1.4,2.8
,"San Bernardino County, CA","06071","White","2106-3","2022","2022",17,1651827,1.0,0.6,1.6
,"San Bernardino County, CA","06071","White","2106-3","2023","2023",23,1642128,1.4,0.9,2.1
,"San Bernardino County, CA","06071","White","2106-3","2024 ","2024",26,1648602,1.6,1.0,2.3
,"San Diego County, CA","06073","Black or African American","2054-5","2020","2020",24,184912,13.0,8.3,19.3
,"San Diego County, CA","06073","Black or African American","2054-5","2021","2021",21,183071,11.5,7.1,17.5
,"San Diego County, CA","06073","Black or African American","2054-5","2022","2022",18,182131,9.9,5.9,15.6
,"San Diego County, CA","06073","Black or African American","2054-5","2023","2023",25,181332,13.8,8.9,20.4
,"San Diego County, CA","06073","Black or African American","2054-5","2024 ","2024",18,181829,9.9,5.9,15.6
,"San Diego County, CA","06073","White","2106-3","2018","2018",48,2522987,1.9,1.4,2.5
,"San Diego County, CA","06073","White","2106-3","2019","2019",43,2517388,1.7,1.2,2.3
,"San Diego County, CA","06073","White","2106-3","2020","2020",70,2493970,2.8,2.2,3.5
,"San Diego County, CA","06073","White","2106-3","2021","2021",96,2452765,3.9,3.2,4.8
,"San Diego County, CA","06073","White","2106-3","2022","2022",81,2437005,3.3,2.6,4.1
,"San Diego County, CA","06073","White","2106-3","2023","2023",63,2420536,2.6,2.0,3.3
,"San Diego County, CA","06073","White","2106-3","2024 ","2024",43,2426167,1.8,1.3,2.4
,"San Diego County, CA","06073","More than one race","M","2022","2022",11,162806,6.8,3.4,12.1
,"San Francisco County, CA","06075","Asian","A","2020","2020",15,316220,4.7,2.7,7.8
,"San Francisco County, CA","06075","Asian","A","2021","2021",18,303648,5.9,3.5,9.4
,"San Francisco County, CA","06075","Asian","A","2022","2022",10,301299,3.3,1.6,6.1
,"San Francisco County, CA","06075","Asian","A","2023","2023",19,300645,6.3,3.8,9.9
,"San Francisco County, CA","06075","Asian","A","2024 ","2024",18,308674,5.8,3.5,9.2
,"San Francisco County, CA","06075","Black or African American","2054-5","2018","2018",31,49184,63.0,42.8,89.5
,"San Francisco County, CA","06075","Black or African American","2054-5","2019","2019",79,49015,161.2,127.6,200.9
,"San Francisco County, CA","06075","Black or African American","2054-5","2020","2020",73,48069,151.9,119.0,190.9
,"San Francisco County, CA","06075","Black or African American","2054-5","2021","2021",70,46164,151.6,118.2,191.6
,"San Francisco County, CA","06075","Black or African American","2054-5","2022","2022",79,46092,171.4,135.7,213.6
,"San Francisco County, CA","06075","Black or African American","2054-5","2023","2023",111,45915,241.8,196.8,286.7
,"San Francisco County, CA","06075","Black or African American","2054-5","2024 ","2024",84,46019,182.5,145.6,226.0
,"San Francisco County, CA","06075","White","2106-3","2018","2018",58,467444,12.4,9.4,16.0
,"San Francisco County, CA","06075","White","2106-3","2019","2019",83,465286,17.8,14.2,22.1
,"San Francisco County, CA","06075","White","2106-3","2020","2020",119,451167,26.4,21.6,31.1
,"San Francisco County, CA","06075","White","2106-3","2021","2021",105,416171,25.2,20.4,30.1
,"San Francisco County, CA","06075","White","2106-3","2022","2022",103,411022,25.1,20.2,29.9
,"San Francisco County, CA","06075","White","2106-3","2023","2023",153,411301,37.2,31.3,43.1
,"San Francisco County, CA","06075","White","2106-3","2024 ","2024",111,419147,26.5,21.6,31.4
,"San Francisco County, CA","06075","More than one race","M","2023","2023",10,40632,24.6,11.8,45.3
,"San Joaquin County, CA","06077","Black or African American","2054-5","2021","2021",11,65791,16.7,8.3,29.9
,"San Joaquin County, CA","06077","Black or African American","2054-5","2024 ","2024",10,66249,15.1,7.2,27.8
,"San Joaquin County, CA","06077","White","2106-3","2019","2019",10,503550,2.0,1.0,3.7
,"San Joaquin County, CA","06077","White","2106-3","2020","2020",18,499698,3.6,2.1,5.7
,"San Joaquin County, CA","06077","White","2106-3","2021","2021",15,509495,2.9,1.6,4.9
,"San Joaquin County, CA","06077","White","2106-3","2022","2022",10,504362,2.0,1.0,3.6
,"San Joaquin County, CA","06077","White","2106-3","2023","2023",27,502198,5.4,3.5,7.8
,"San Joaquin County, CA","06077","White","2106-3","2024 ","2024",21,504785,4.2,2.6,6.4
,"San Mateo County, CA","06081","Black or African American","2054-5","2021","2021",10,20311,49.2,23.6,90.5
,"San Mateo County, CA","06081","White","2106-3","2019","2019",14,456050,3.1,1.7,5.2
,"San Mateo County, CA","06081","White","2106-3","2020","2020",15,443390,3.4,1.9,5.6
,"San Mateo County, CA","06081","White","2106-3","2021","2021",19,428307,4.4,2.7,6.9
,"San Mateo County, CA","06081","White","2106-3","2022","2022",15,416520,3.6,2.0,5.9
,"San Mateo County, CA","06081","White","2106-3","2023","2023",11,413130,2.7,1.3,4.8
,"San Mateo County, CA","06081","White","2106-3","2024 ","2024",18,415109,4.3,2.6,6.9
,"Santa Clara County, CA","06085","White","2106-3","2019","2019",11,1009277,1.1,0.5,2.0
,"Santa Clara County, CA","06085","White","2106-3","2020","2020",22,974387,2.3,1.4,3.4
,"Santa Clara County, CA","06085","White","2106-3","2021","2021",18,952310,1.9,1.1,3.0
,"Santa Clara County, CA","06085","White","2106-3","2022","2022",19,929262,2.0,1.2,3.2
,"Santa Clara County, CA","06085","White","2106-3","2023","2023",26,923040,2.8,1.8,4.1
,"Santa Clara County, CA","06085","White","2106-3","2024 ","2024",21,922656,2.3,1.4,3.5
,"Santa Cruz County, CA","06087","White","2106-3","2023","2023",13,225954,5.8,3.1,9.8
,"Santa Cruz County, CA","06087","White","2106-3","2024 ","2024",11,225408,4.9,2.4,8.7
,"Sonoma County, CA","06097","White","2106-3","2020","2020",16,422938,3.8,2.2,6.1
,"Sonoma County, CA","06097","White","2106-3","2021","2021",10,418395,2.4,1.1,4.4
,"Sonoma County, CA","06097","White","2106-3","2022","2022",10,413772,2.4,1.2,4.4
,"Sonoma County, CA","06097","White","2106-3","2024 ","2024",11,412652,2.7,1.3,4.8
,"Stanislaus County, CA","06099","White","2106-3","2021","2021",10,456080,2.2,1.1,4.0
,"Stanislaus County, CA","06099","White","2106-3","2022","2022",14,452657,3.1,1.7,5.2
,"Stanislaus County, CA","06099","White","2106-3","2023","2023",18,451240,4.0,2.4,6.3
,"Ventura County, CA","06111","White","2106-3","2020","2020",13,704301,1.8,1.0,3.2
,"Ventura County, CA","06111","White","2106-3","2021","2021",22,701969,3.1,2.0,4.7
,"Ventura County, CA","06111","White","2106-3","2023","2023",17,689823,2.5,1.4,3.9
,"Adams County, CO","08001","White","2106-3","2018","2018",15,440318,3.4,1.9,5.6
,"Adams County, CO","08001","White","2106-3","2019","2019",10,443528,2.3,1.1,4.1
,"Adams County, CO","08001","White","2106-3","2020","2020",14,443705,3.2,1.7,5.3
,"Adams County, CO","08001","White","2106-3","2021","2021",22,444924,4.9,3.1,7.5
,"Adams County, CO","08001","White","2106-3","2022","2022",33,447112,7.4,5.1,10.4
,"Adams County, CO","08001","White","2106-3","2023","2023",30,450044,6.7,4.5,9.5
,"Adams County, CO","08001","White","2106-3","2024 ","2024",19,454200,4.2,2.5,6.5
,"Arapahoe County, CO","08005","Black or African American","2054-5","2022","2022",13,78094,16.6,8.9,28.5
,"Arapahoe County, CO","08005","Black or African American","2054-5","2023","2023",14,78919,17.7,9.7,29.8
,"Arapahoe County, CO","08005","Black or African American","2054-5","2024 ","2024",16,81808,19.6,11.2,31.8
,"Arapahoe County, CO","08005","White","2106-3","2018","2018",16,499651,3.2,1.8,5.2
,"Arapahoe County, CO","08005","White","2106-3","2019","2019",18,502075,3.6,2.1,5.7
,"Arapahoe County, CO","08005","White","2106-3","2020","2020",31,500026,6.2,4.2,8.8
,"Arapahoe County, CO","08005","White","2106-3","2021","2021",37,496029,7.5,5.3,10.3
,"Arapahoe County, CO","08005","White","2106-3","2022","2022",22,493518,4.5,2.8,6.7
,"Arapahoe County, CO","08005","White","2106-3","2023","2023",22,492099,4.5,2.8,6.8
,"Arapahoe County, CO","08005","White","2106-3","2024 ","2024",18,495082,3.6,2.2,5.7
,"Boulder County, CO","08013","White","2106-3","2021","2021",14,296250,4.7,2.6,7.9
,"Boulder County, CO","08013","White","2106-3","2022","2022",12,293183,4.1,2.1,7.1
,"Boulder County, CO","08013","White","2106-3","2023","2023",14,292319,4.8,2.6,8.0
,"Denver County, CO","08031","Black or African American","2054-5","2018","2018",10,70404,14.2,6.8,26.1
,"Denver County, CO","08031","Black or African American","2054-5","2020","2020",13,71866,18.1,9.6,30.9
,"Denver County, CO","08031","Black or African American","2054-5","2021","2021",18,70184,25.6,15.2,40.5
,"Denver County, CO","08031","Black or African American","2054-5","2022","2022",25,70839,35.3,22.8,52.1
,"Denver County, CO","08031","Black or African American","2054-5","2023","2023",23,71793,32.0,20.3,48.1
,"Denver County, CO","08031","Black or African American","2054-5","2024 ","2024",33,74089,44.5,30.7,62.6
,"Denver County, CO","08031","White","2106-3","2018","2018",15,578904,2.6,1.5,4.3
,"Denver County, CO","08031","White","2106-3","2019","2019",18,588470,3.1,1.8,4.8
,"Denver County, CO","08031","White","2106-3","2020","2020",40,594047,6.7,4.8,9.2
,"Denver County, CO","08031","White","2106-3","2021","2021",44,573034,7.7,5.6,10.3
,"Denver County, CO","08031","White","2106-3","2022","2022",40,572226,7.0,5.0,9.5
,"Denver County, CO","08031","White","2106-3","2023","2023",61,572932,10.6,8.1,13.7
,"Denver County, CO","08031","White","2106-3","2024 ","2024",42,578854,7.3,5.2,9.8
,"El Paso County, CO","08041","Black or African American","2054-5","2020","2020",11,49747,22.1,11.0,39.6
,"El Paso County, CO","08041","Black or African American","2054-5","2021","2021",10,50645,19.7,9.5,36.3
,"El Paso County, CO","08041","Black or African American","2054-5","2024 ","2024",10,53888,18.6,8.9,34.1
,"El Paso County, CO","08041","White","2106-3","2018","2018",18,594650,3.0,1.8,4.8
,"El Paso County, CO","08041","White","2106-3","2019","2019",20,600427,3.3,2.0,5.1
,"El Paso County, CO","08041","White","2106-3","2020","2020",20,604984,3.3,2.0,5.1
,"El Paso County, CO","08041","White","2106-3","2021","2021",32,611308,5.2,3.6,7.4
,"El Paso County, CO","08041","White","2106-3","2022","2022",29,611527,4.7,3.2,6.8
,"El Paso County, CO","08041","White","2106-3","2023","2023",22,612811,3.6,2.2,5.4
,"El Paso County, CO","08041","White","2106-3","2024 ","2024",32,615898,5.2,3.6,7.3
,"Jefferson County, CO","08059","White","2106-3","2019","2019",10,533460,1.9,0.9,3.4
,"Jefferson County, CO","08059","White","2106-3","2020","2020",19,532304,3.6,2.1,5.6
,"Jefferson County, CO","08059","White","2106-3","2021","2021",28,528212,5.3,3.5,7.7
,"Jefferson County, CO","08059","White","2106-3","2022","2022",20,523676,3.8,2.3,5.9
,"Jefferson County, CO","08059","White","2106-3","2023","2023",25,522889,4.8,3.1,7.1
,"Jefferson County, CO","08059","White","2106-3","2024 ","2024",23,523068,4.4,2.8,6.6
,"Weld County, CO","08123","White","2106-3","2021","2021",11,312364,3.5,1.8,6.3
,"Fairfield County, CT","09001","Black or African American","2054-5","2018","2018",12,120100,10.0,5.2,17.5
,"Fairfield County, CT","09001","Black or African American","2054-5","2019","2019",13,121997,10.7,5.7,18.2
,"Fairfield County, CT","09001","Black or African American","2054-5","2020","2020",14,124509,11.2,6.1,18.9
,"Fairfield County, CT","09001","Black or African American","2054-5","2021","2021",20,128026,15.6,9.5,24.1
,"Fairfield County, CT","09001","Black or African American","2054-5","2022","2022",29,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Black or African American","2054-5","2023","2023",30,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Black or African American","2054-5","2024 ","2024",28,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","White","2106-3","2018","2018",36,742641,4.8,3.4,6.7
,"Fairfield County, CT","09001","White","2106-3","2019","2019",41,739179,5.5,4.0,7.5
,"Fairfield County, CT","09001","White","2106-3","2020","2020",52,734017,7.1,5.3,9.3
,"Fairfield County, CT","09001","White","2106-3","2021","2021",52,745052,7.0,5.2,9.2
,"Fairfield County, CT","09001","White","2106-3","2022","2022",66,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","White","2106-3","2023","2023",90,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","White","2106-3","2024 ","2024",58,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Black or African American","2054-5","2018","2018",13,139802,9.3,5.0,15.9
,"Hartford County, CT","09003","Black or African American","2054-5","2019","2019",27,141117,19.1,12.6,27.8
,"Hartford County, CT","09003","Black or African American","2054-5","2020","2020",29,143933,20.1,13.5,28.9
,"Hartford County, CT","09003","Black or African American","2054-5","2021","2021",38,146931,25.9,18.3,35.5
,"Hartford County, CT","09003","Black or African American","2054-5","2022","2022",40,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Black or African American","2054-5","2023","2023",52,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Black or African American","2054-5","2024 ","2024",39,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","White","2106-3","2018","2018",78,671681,11.6,9.2,14.5
,"Hartford County, CT","09003","White","2106-3","2019","2019",83,666859,12.4,9.9,15.4
,"Hartford County, CT","09003","White","2106-3","2020","2020",93,659045,14.1,11.4,17.3
,"Hartford County, CT","09003","White","2106-3","2021","2021",108,661351,16.3,13.3,19.4
,"Hartford County, CT","09003","White","2106-3","2022","2022",116,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","White","2106-3","2023","2023",112,Not Available,Not Available,Not Available,Not Available
