"Notes","County","County Code","Single Race 6","Single Race 6 Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Union County, NJ","34039","Black or African American","2054-5","2022","2022",29,136726,21.2,14.2,30.5
,"Union County, NJ","34039","Black or African American","2054-5","2023","2023",26,137213,18.9,12.4,27.8
,"Union County, NJ","34039","Black or African American","2054-5","2024 ","2024",23,142751,16.1,10.2,24.2
,"Union County, NJ","34039","White","2106-3","2018","2018",34,377260,9.0,6.2,12.6
,"Union County, NJ","34039","White","2106-3","2019","2019",39,374948,10.4,7.4,14.2
,"Union County, NJ","34039","White","2106-3","2020","2020",45,371685,12.1,8.8,16.2
,"Union County, NJ","34039","White","2106-3","2021","2021",42,382324,11.0,7.9,14.8
,"Union County, NJ","34039","White","2106-3","2022","2022",43,378059,11.4,8.2,15.3
,"Union County, NJ","34039","White","2106-3","2023","2023",35,379012,9.2,6.4,12.8
,"Union County, NJ","34039","White","2106-3","2024 ","2024",33,389060,8.5,5.8,11.9
,"Warren County, NJ","34041","White","2106-3","2018","2018",13,94680,13.7,7.3,23.5
,"Warren County, NJ","34041","White","2106-3","2022","2022",11,96552,11.4,5.7,20.4
,"Bernalillo County, NM","35001","White","2106-3","2018","2018",22,571760,3.8,2.4,5.8
,"Bernalillo County, NM","35001","White","2106-3","2019","2019",26,569893,4.6,3.0,6.7
,"Bernalillo County, NM","35001","White","2106-3","2020","2020",46,568238,8.1,5.9,10.8
,"Bernalillo County, NM","35001","White","2106-3","2021","2021",50,560180,8.9,6.6,11.8
,"Bernalillo County, NM","35001","White","2106-3","2022","2022",68,557365,12.2,9.5,15.5
,"Bernalillo County, NM","35001","White","2106-3","2023","2023",56,553183,10.1,7.6,13.1
,"Bernalillo County, NM","35001","White","2106-3","2024 ","2024",45,551149,8.2,6.0,10.9
,"Dona Ana County, NM","35013","White","2106-3","2020","2020",10,202642,4.9,2.4,9.1
,"Dona Ana County, NM","35013","White","2106-3","2022","2022",15,203837,7.4,4.1,12.1
,"Dona Ana County, NM","35013","White","2106-3","2023","2023",12,205033,5.9,3.0,10.2
,"Rio Arriba County, NM","35039","White","2106-3","2018","2018",10,29999,33.3,16.0,61.3
,"Rio Arriba County, NM","35039","White","2106-3","2022","2022",15,30311,49.5,27.7,81.6
,"Rio Arriba County, NM","35039","White","2106-3","2023","2023",15,29319,51.2,28.6,84.4
,"San Miguel County, NM","35047","White","2106-3","2022","2022",14,24425,57.3,31.3,96.2
,"Santa Fe County, NM","35049","White","2106-3","2019","2019",14,136268,10.3,5.6,17.2
,"Santa Fe County, NM","35049","White","2106-3","2020","2020",13,137423,9.5,5.0,16.2
,"Santa Fe County, NM","35049","White","2106-3","2021","2021",17,140148,12.1,7.1,19.4
,"Santa Fe County, NM","35049","White","2106-3","2022","2022",22,140504,15.7,9.8,23.7
,"Santa Fe County, NM","35049","White","2106-3","2023","2023",22,140413,15.7,9.8,23.7
,"Santa Fe County, NM","35049","White","2106-3","2024 ","2024",15,141614,10.6,5.9,17.5
,"Albany County, NY","36001","Black or African American","2054-5","2021","2021",13,44646,29.1,15.5,49.8
,"Albany County, NY","36001","Black or African American","2054-5","2022","2022",10,45937,21.8,10.4,40.0
,"Albany County, NY","36001","Black or African American","2054-5","2023","2023",23,46103,49.9,31.6,74.9
,"Albany County, NY","36001","Black or African American","2054-5","2024 ","2024",16,47120,34.0,19.4,55.1
,"Albany County, NY","36001","White","2106-3","2018","2018",12,233072,5.1,2.7,9.0
,"Albany County, NY","36001","White","2106-3","2019","2019",15,231538,6.5,3.6,10.7
,"Albany County, NY","36001","White","2106-3","2020","2020",17,228551,7.4,4.3,11.9
,"Albany County, NY","36001","White","2106-3","2021","2021",19,236260,8.0,4.8,12.6
,"Albany County, NY","36001","White","2106-3","2022","2022",28,234867,11.9,7.9,17.2
,"Albany County, NY","36001","White","2106-3","2023","2023",34,234732,14.5,10.0,20.2
,"Albany County, NY","36001","White","2106-3","2024 ","2024",30,233254,12.9,8.7,18.4
,"Bronx County, NY","36005","Black or African American","2054-5","2018","2018",88,624800,14.1,11.3,17.4
,"Bronx County, NY","36005","Black or African American","2054-5","2019","2019",101,618556,16.3,13.1,19.5
,"Bronx County, NY","36005","Black or African American","2054-5","2020","2020",104,616104,16.9,13.6,20.1
,"Bronx County, NY","36005","Black or African American","2054-5","2021","2021",188,623813,30.1,25.8,34.4
,"Bronx County, NY","36005","Black or African American","2054-5","2022","2022",215,610763,35.2,30.5,39.9
,"Bronx County, NY","36005","Black or African American","2054-5","2023","2023",274,611345,44.8,39.5,50.1
,"Bronx County, NY","36005","Black or African American","2054-5","2024 ","2024",201,626271,32.1,27.7,36.5
,"Bronx County, NY","36005","White","2106-3","2018","2018",96,642607,14.9,12.1,18.2
,"Bronx County, NY","36005","White","2106-3","2019","2019",99,634280,15.6,12.7,19.0
,"Bronx County, NY","36005","White","2106-3","2020","2020",137,618441,22.2,18.4,25.9
,"Bronx County, NY","36005","White","2106-3","2021","2021",229,630892,36.3,31.6,41.0
,"Bronx County, NY","36005","White","2106-3","2022","2022",233,601794,38.7,33.7,43.7
,"Bronx County, NY","36005","White","2106-3","2023","2023",214,577800,37.0,32.1,42.0
,"Bronx County, NY","36005","White","2106-3","2024 ","2024",182,581570,31.3,26.7,35.8
,"Broome County, NY","36007","White","2106-3","2020","2020",11,161815,6.8,3.4,12.2
,"Broome County, NY","36007","White","2106-3","2021","2021",15,168152,8.9,5.0,14.7
,"Broome County, NY","36007","White","2106-3","2023","2023",14,164812,8.5,4.6,14.3
,"Broome County, NY","36007","White","2106-3","2024 ","2024",12,163304,7.3,3.8,12.8
,"Chautauqua County, NY","36013","White","2106-3","2020","2020",13,117672,11.0,5.9,18.9
,"Chautauqua County, NY","36013","White","2106-3","2021","2021",18,118228,15.2,9.0,24.1
,"Chautauqua County, NY","36013","White","2106-3","2022","2022",12,117481,10.2,5.3,17.8
,"Chautauqua County, NY","36013","White","2106-3","2023","2023",27,115909,23.3,15.4,33.9
,"Dutchess County, NY","36027","Black or African American","2054-5","2022","2022",16,37304,42.9,24.5,69.7
,"Dutchess County, NY","36027","Black or African American","2054-5","2023","2023",20,37258,53.7,32.8,82.9
,"Dutchess County, NY","36027","White","2106-3","2018","2018",22,238528,9.2,5.8,14.0
,"Dutchess County, NY","36027","White","2106-3","2019","2019",19,238334,8.0,4.8,12.4
,"Dutchess County, NY","36027","White","2106-3","2020","2020",25,236530,10.6,6.8,15.6
,"Dutchess County, NY","36027","White","2106-3","2021","2021",12,239532,5.0,2.6,8.8
,"Dutchess County, NY","36027","White","2106-3","2022","2022",35,238387,14.7,10.2,20.4
,"Dutchess County, NY","36027","White","2106-3","2023","2023",36,237902,15.1,10.6,20.9
,"Dutchess County, NY","36027","White","2106-3","2024 ","2024",24,238430,10.1,6.4,15.0
,"Erie County, NY","36029","Black or African American","2054-5","2018","2018",14,128502,10.9,6.0,18.3
,"Erie County, NY","36029","Black or African American","2054-5","2019","2019",14,128328,10.9,6.0,18.3
,"Erie County, NY","36029","Black or African American","2054-5","2020","2020",45,128924,34.9,25.5,46.7
,"Erie County, NY","36029","Black or African American","2054-5","2021","2021",54,131105,41.2,30.9,53.7
,"Erie County, NY","36029","Black or African American","2054-5","2022","2022",79,133578,59.1,46.8,73.7
,"Erie County, NY","36029","Black or African American","2054-5","2023","2023",104,131223,79.3,64.0,94.5
,"Erie County, NY","36029","Black or African American","2054-5","2024 ","2024",84,132176,63.6,50.7,78.7
,"Erie County, NY","36029","White","2106-3","2018","2018",55,730860,7.5,5.7,9.8
,"Erie County, NY","36029","White","2106-3","2019","2019",69,728560,9.5,7.4,12.0
,"Erie County, NY","36029","White","2106-3","2020","2020",88,723413,12.2,9.8,15.0
,"Erie County, NY","36029","White","2106-3","2021","2021",86,749190,11.5,9.2,14.2
,"Erie County, NY","36029","White","2106-3","2022","2022",118,740673,15.9,13.1,18.8
,"Erie County, NY","36029","White","2106-3","2023","2023",162,736180,22.0,18.6,25.4
,"Erie County, NY","36029","White","2106-3","2024 ","2024",115,733192,15.7,12.8,18.6
,"Fulton County, NY","36035","White","2106-3","2022","2022",13,49608,26.2,14.0,44.8
,"Fulton County, NY","36035","White","2106-3","2023","2023",14,49379,28.4,15.5,47.6
,"Fulton County, NY","36035","White","2106-3","2024 ","2024",12,49057,24.5,12.6,42.7
,"Genesee County, NY","36037","White","2106-3","2020","2020",10,52912,18.9,9.1,34.8
,"Genesee County, NY","36037","White","2106-3","2023","2023",10,53246,18.8,9.0,34.5
,"Kings County, NY","36047","Black or African American","2054-5","2018","2018",54,881296,6.1,4.6,8.0
,"Kings County, NY","36047","Black or African American","2054-5","2019","2019",57,864840,6.6,5.0,8.5
,"Kings County, NY","36047","Black or African American","2054-5","2020","2020",95,850352,11.2,9.0,13.7
,"Kings County, NY","36047","Black or African American","2054-5","2021","2021",125,878809,14.2,11.7,16.7
,"Kings County, NY","36047","Black or African American","2054-5","2022","2022",192,861132,22.3,19.1,25.5
,"Kings County, NY","36047","Black or African American","2054-5","2023","2023",196,839054,23.4,20.1,26.6
,"Kings County, NY","36047","Black or African American","2054-5","2024 ","2024",135,844153,16.0,13.3,18.7
,"Kings County, NY","36047","White","2106-3","2018","2018",73,1278770,5.7,4.5,7.2
,"Kings County, NY","36047","White","2106-3","2019","2019",62,1274321,4.9,3.7,6.2
,"Kings County, NY","36047","White","2106-3","2020","2020",75,1263004,5.9,4.7,7.4
,"Kings County, NY","36047","White","2106-3","2021","2021",126,1317619,9.6,7.9,11.2
,"Kings County, NY","36047","White","2106-3","2022","2022",162,1284028,12.6,10.7,14.6
,"Kings County, NY","36047","White","2106-3","2023","2023",169,1281100,13.2,11.2,15.2
,"Kings County, NY","36047","White","2106-3","2024 ","2024",105,1311539,8.0,6.5,9.5
,"Livingston County, NY","36051","White","2106-3","2018","2018",10,59194,16.9,8.1,31.1
,"Monroe County, NY","36055","Black or African American","2054-5","2018","2018",28,120581,23.2,15.4,33.6
,"Monroe County, NY","36055","Black or African American","2054-5","2019","2019",35,120501,29.0,20.2,40.4
,"Monroe County, NY","36055","Black or African American","2054-5","2020","2020",44,121229,36.3,26.4,48.7
,"Monroe County, NY","36055","Black or African American","2054-5","2021","2021",29,121897,23.8,15.9,34.2
,"Monroe County, NY","36055","Black or African American","2054-5","2022","2022",87,124908,69.7,55.8,85.9
,"Monroe County, NY","36055","Black or African American","2054-5","2023","2023",140,123642,113.2,94.5,132.0
,"Monroe County, NY","36055","Black or African American","2054-5","2024 ","2024",64,124414,51.4,39.6,65.7
,"Monroe County, NY","36055","White","2106-3","2018","2018",84,570700,14.7,11.7,18.2
,"Monroe County, NY","36055","White","2106-3","2019","2019",79,569934,13.9,11.0,17.3
,"Monroe County, NY","36055","White","2106-3","2020","2020",98,566893,17.3,14.0,21.1
,"Monroe County, NY","36055","White","2106-3","2021","2021",80,579132,13.8,11.0,17.2
,"Monroe County, NY","36055","White","2106-3","2022","2022",144,571388,25.2,21.1,29.3
,"Monroe County, NY","36055","White","2106-3","2023","2023",195,568687,34.3,29.5,39.1
,"Monroe County, NY","36055","White","2106-3","2024 ","2024",129,568684,22.7,18.8,26.6
,"Nassau County, NY","36059","Black or African American","2054-5","2019","2019",12,177429,6.8,3.5,11.8
,"Nassau County, NY","36059","Black or African American","2054-5","2020","2020",14,178435,7.8,4.3,13.2
,"Nassau County, NY","36059","Black or African American","2054-5","2021","2021",21,181947,11.5,7.1,17.6
,"Nassau County, NY","36059","Black or African American","2054-5","2022","2022",30,185170,16.2,10.9,23.1
,"Nassau County, NY","36059","Black or African American","2054-5","2023","2023",30,184656,16.2,11.0,23.2
,"Nassau County, NY","36059","Black or African American","2054-5","2024 ","2024",23,187652,12.3,7.8,18.4
,"Nassau County, NY","36059","White","2106-3","2018","2018",46,1004774,4.6,3.4,6.1
,"Nassau County, NY","36059","White","2106-3","2019","2019",54,995821,5.4,4.1,7.1
,"Nassau County, NY","36059","White","2106-3","2020","2020",85,979024,8.7,6.9,10.7
,"Nassau County, NY","36059","White","2106-3","2021","2021",83,1004353,8.3,6.6,10.2
,"Nassau County, NY","36059","White","2106-3","2022","2022",80,979534,8.2,6.5,10.2
,"Nassau County, NY","36059","White","2106-3","2023","2023",71,970592,7.3,5.7,9.2
,"Nassau County, NY","36059","White","2106-3","2024 ","2024",74,965144,7.7,6.0,9.6
,"New York County, NY","36061","Black or African American","2054-5","2018","2018",53,292091,18.1,13.6,23.7
,"New York County, NY","36061","Black or African American","2054-5","2019","2019",58,289723,20.0,15.2,25.9
,"New York County, NY","36061","Black or African American","2054-5","2020","2020",59,288483,20.5,15.6,26.4
,"New York County, NY","36061","Black or African American","2054-5","2021","2021",99,291068,34.0,27.6,41.4
,"New York County, NY","36061","Black or African American","2054-5","2022","2022",109,297975,36.6,29.7,43.4
,"New York County, NY","36061","Black or African American","2054-5","2023","2023",133,293617,45.3,37.6,53.0
,"New York County, NY","36061","Black or African American","2054-5","2024 ","2024",107,307980,34.7,28.2,41.3
,"New York County, NY","36061","White","2106-3","2018","2018",75,1050536,7.1,5.6,8.9
,"New York County, NY","36061","White","2106-3","2019","2019",79,1051724,7.5,5.9,9.4
,"New York County, NY","36061","White","2106-3","2020","2020",76,1034917,7.3,5.8,9.2
,"New York County, NY","36061","White","2106-3","2021","2021",100,1001547,10.0,8.0,11.9
,"New York County, NY","36061","White","2106-3","2022","2022",129,1003924,12.8,10.6,15.1
,"New York County, NY","36061","White","2106-3","2023","2023",122,1005316,12.1,10.0,14.3
,"New York County, NY","36061","White","2106-3","2024 ","2024",106,1035494,10.2,8.3,12.2
,"Niagara County, NY","36063","Black or African American","2054-5","2021","2021",10,15709,63.7,30.5,117.1
,"Niagara County, NY","36063","Black or African American","2054-5","2022","2022",12,16344,73.4,37.9,128.3
,"Niagara County, NY","36063","White","2106-3","2018","2018",10,184685,5.4,2.6,10.0
,"Niagara County, NY","36063","White","2106-3","2019","2019",14,183207,7.6,4.2,12.8
,"Niagara County, NY","36063","White","2106-3","2020","2020",23,181989,12.6,8.0,19.0
,"Niagara County, NY","36063","White","2106-3","2021","2021",27,184593,14.6,9.6,21.3
,"Niagara County, NY","36063","White","2106-3","2022","2022",33,182754,18.1,12.4,25.4
,"Niagara County, NY","36063","White","2106-3","2023","2023",30,181187,16.6,11.2,23.6
,"Niagara County, NY","36063","White","2106-3","2024 ","2024",34,180551,18.8,13.0,26.3
,"Oneida County, NY","36065","Black or African American","2054-5","2022","2022",11,17007,64.7,32.3,115.7
,"Oneida County, NY","36065","White","2106-3","2019","2019",11,196567,5.6,2.8,10.0
,"Oneida County, NY","36065","White","2106-3","2020","2020",19,194852,9.8,5.9,15.2
,"Oneida County, NY","36065","White","2106-3","2021","2021",16,197091,8.1,4.6,13.2
,"Oneida County, NY","36065","White","2106-3","2022","2022",28,194440,14.4,9.6,20.8
,"Oneida County, NY","36065","White","2106-3","2023","2023",20,193046,10.4,6.3,16.0
,"Oneida County, NY","36065","White","2106-3","2024 ","2024",18,192037,9.4,5.6,14.8
,"Onondaga County, NY","36067","Black or African American","2054-5","2019","2019",10,55314,18.1,8.7,33.2
,"Onondaga County, NY","36067","Black or African American","2054-5","2020","2020",12,55598,21.6,11.2,37.7
,"Onondaga County, NY","36067","Black or African American","2054-5","2021","2021",21,56952,36.9,22.8,56.4
,"Onondaga County, NY","36067","Black or African American","2054-5","2022","2022",31,58530,53.0,36.0,75.2
,"Onondaga County, NY","36067","Black or African American","2054-5","2023","2023",26,58863,44.2,28.9,64.7
,"Onondaga County, NY","36067","Black or African American","2054-5","2024 ","2024",16,60209,26.6,15.2,43.2
,"Onondaga County, NY","36067","White","2106-3","2018","2018",20,369656,5.4,3.3,8.4
,"Onondaga County, NY","36067","White","2106-3","2019","2019",31,368250,8.4,5.7,11.9
,"Onondaga County, NY","36067","White","2106-3","2020","2020",26,365952,7.1,4.6,10.4
,"Onondaga County, NY","36067","White","2106-3","2021","2021",47,377455,12.5,9.1,16.6
,"Onondaga County, NY","36067","White","2106-3","2022","2022",54,370063,14.6,11.0,19.0
,"Onondaga County, NY","36067","White","2106-3","2023","2023",47,368752,12.7,9.4,16.9
,"Onondaga County, NY","36067","White","2106-3","2024 ","2024",35,367396,9.5,6.6,13.2
,"Ontario County, NY","36069","White","2106-3","2023","2023",13,104459,12.4,6.6,21.3
,"Orange County, NY","36071","Black or African American","2054-5","2021","2021",12,56318,21.3,11.0,37.2
,"Orange County, NY","36071","White","2106-3","2018","2018",21,306377,6.9,4.2,10.5
,"Orange County, NY","36071","White","2106-3","2019","2019",19,307278,6.2,3.7,9.7
,"Orange County, NY","36071","White","2106-3","2020","2020",20,304456,6.6,4.0,10.1
,"Orange County, NY","36071","White","2106-3","2021","2021",28,318272,8.8,5.8,12.7
,"Orange County, NY","36071","White","2106-3","2022","2022",24,314915,7.6,4.9,11.3
,"Orange County, NY","36071","White","2106-3","2023","2023",42,314929,13.3,9.6,18.0
,"Orange County, NY","36071","White","2106-3","2024 ","2024",29,315486,9.2,6.2,13.2
,"Oswego County, NY","36075","White","2106-3","2024 ","2024",12,112572,10.7,5.5,18.6
,"Queens County, NY","36081","Asian","A","2022","2022",10,635906,1.6,0.8,2.9
,"Queens County, NY","36081","Asian","A","2023","2023",12,630363,1.9,1.0,3.3
,"Queens County, NY","36081","Asian","A","2024 ","2024",11,651471,1.7,0.8,3.0
,"Queens County, NY","36081","Black or African American","2054-5","2018","2018",30,471907,6.4,4.3,9.1
,"Queens County, NY","36081","Black or African American","2054-5","2019","2019",30,466215,6.4,4.3,9.2
,"Queens County, NY","36081","Black or African American","2054-5","2020","2020",44,461357,9.5,6.9,12.8
,"Queens County, NY","36081","Black or African American","2054-5","2021","2021",72,481931,14.9,11.7,18.8
,"Queens County, NY","36081","Black or African American","2054-5","2022","2022",100,473653,21.1,17.0,25.3
,"Queens County, NY","36081","Black or African American","2054-5","2023","2023",120,467302,25.7,21.1,30.3
,"Queens County, NY","36081","Black or African American","2054-5","2024 ","2024",70,482086,14.5,11.3,18.3
,"Queens County, NY","36081","White","2106-3","2018","2018",70,1092235,6.4,5.0,8.1
,"Queens County, NY","36081","White","2106-3","2019","2019",61,1078155,5.7,4.3,7.3
,"Queens County, NY","36081","White","2106-3","2020","2020",104,1051097,9.9,8.0,11.8
,"Queens County, NY","36081","White","2106-3","2021","2021",98,1102098,8.9,7.2,10.8
,"Queens County, NY","36081","White","2106-3","2022","2022",130,1059701,12.3,10.2,14.4
,"Queens County, NY","36081","White","2106-3","2023","2023",143,1044749,13.7,11.4,15.9
,"Queens County, NY","36081","White","2106-3","2024 ","2024",106,1065008,10.0,8.1,11.8
,"Rensselaer County, NY","36083","White","2106-3","2019","2019",10,136812,7.3,3.5,13.4
,"Rensselaer County, NY","36083","White","2106-3","2020","2020",12,135763,8.8,4.6,15.4
,"Rensselaer County, NY","36083","White","2106-3","2022","2022",12,135704,8.8,4.6,15.4
,"Rensselaer County, NY","36083","White","2106-3","2023","2023",13,134954,9.6,5.1,16.5
,"Rensselaer County, NY","36083","White","2106-3","2024 ","2024",21,135204,15.5,9.6,23.7
,"Richmond County, NY","36085","Black or African American","2054-5","2020","2020",10,55693,18.0,8.6,33.0
,"Richmond County, NY","36085","Black or African American","2054-5","2021","2021",12,57244,21.0,10.8,36.6
,"Richmond County, NY","36085","Black or African American","2054-5","2022","2022",21,57177,36.7,22.7,56.1
,"Richmond County, NY","36085","Black or African American","2054-5","2023","2023",15,56377,26.6,14.9,43.9
,"Richmond County, NY","36085","Black or African American","2054-5","2024 ","2024",11,57050,19.3,9.6,34.5
,"Richmond County, NY","36085","White","2106-3","2018","2018",36,358197,10.1,7.0,13.9
,"Richmond County, NY","36085","White","2106-3","2019","2019",39,354562,11.0,7.8,15.0
,"Richmond County, NY","36085","White","2106-3","2020","2020",47,349060,13.5,9.9,17.9
,"Richmond County, NY","36085","White","2106-3","2021","2021",41,360289,11.4,8.2,15.4
,"Richmond County, NY","36085","White","2106-3","2022","2022",58,350645,16.5,12.6,21.4
,"Richmond County, NY","36085","White","2106-3","2023","2023",52,347014,15.0,11.2,19.7
,"Richmond County, NY","36085","White","2106-3","2024 ","2024",37,347820,10.6,7.5,14.7
,"Rockland County, NY","36087","White","2106-3","2018","2018",14,252907,5.5,3.0,9.3
,"Rockland County, NY","36087","White","2106-3","2019","2019",14,253660,5.5,3.0,9.3
,"Rockland County, NY","36087","White","2106-3","2020","2020",14,253503,5.5,3.0,9.3
,"Rockland County, NY","36087","White","2106-3","2021","2021",20,264490,7.6,4.6,11.7
,"Rockland County, NY","36087","White","2106-3","2022","2022",12,263143,4.6,2.4,8.0
,"Rockland County, NY","36087","White","2106-3","2023","2023",17,264808,6.4,3.7,10.3
,"Schenectady County, NY","36093","Black or African American","2054-5","2022","2022",12,22299,53.8,27.8,94.0
,"Schenectady County, NY","36093","White","2106-3","2018","2018",11,121303,9.1,4.5,16.2
,"Schenectady County, NY","36093","White","2106-3","2019","2019",12,120338,10.0,5.2,17.4
,"Schenectady County, NY","36093","White","2106-3","2020","2020",13,119393,10.9,5.8,18.6
,"Schenectady County, NY","36093","White","2106-3","2021","2021",16,120771,13.2,7.6,21.5
,"Schenectady County, NY","36093","White","2106-3","2022","2022",23,120544,19.1,12.1,28.6
,"Schenectady County, NY","36093","White","2106-3","2023","2023",28,119370,23.5,15.6,33.9
,"Schenectady County, NY","36093","White","2106-3","2024 ","2024",16,119593,13.4,7.6,21.7
,"Suffolk County, NY","36103","Black or African American","2054-5","2019","2019",13,130177,10.0,5.3,17.1
,"Suffolk County, NY","36103","Black or African American","2054-5","2020","2020",22,133544,16.5,10.3,24.9
,"Suffolk County, NY","36103","Black or African American","2054-5","2021","2021",32,138021,23.2,15.9,32.7
,"Suffolk County, NY","36103","Black or African American","2054-5","2022","2022",35,144422,24.2,16.9,33.7
,"Suffolk County, NY","36103","Black or African American","2054-5","2023","2023",41,145969,28.1,20.2,38.1
,"Suffolk County, NY","36103","Black or African American","2054-5","2024 ","2024",35,150624,23.2,16.2,32.3
,"Suffolk County, NY","36103","White","2106-3","2018","2018",125,1250098,10.0,8.2,11.8
,"Suffolk County, NY","36103","White","2106-3","2019","2019",108,1243639,8.7,7.0,10.3
,"Suffolk County, NY","36103","White","2106-3","2020","2020",146,1234377,11.8,9.9,13.7
,"Suffolk County, NY","36103","White","2106-3","2021","2021",204,1276782,16.0,13.8,18.2
,"Suffolk County, NY","36103","White","2106-3","2022","2022",217,1262814,17.2,14.9,19.5
,"Suffolk County, NY","36103","White","2106-3","2023","2023",227,1255939,18.1,15.7,20.4
,"Suffolk County, NY","36103","White","2106-3","2024 ","2024",152,1257058,12.1,10.2,14.0
,"Sullivan County, NY","36105","White","2106-3","2022","2022",16,65800,24.3,13.9,39.5
,"Sullivan County, NY","36105","White","2106-3","2023","2023",15,65873,22.8,12.7,37.6
,"Sullivan County, NY","36105","White","2106-3","2024 ","2024",10,65828,15.2,7.3,27.9
,"Tompkins County, NY","36109","White","2106-3","2022","2022",11,84796,13.0,6.5,23.2
,"Ulster County, NY","36111","White","2106-3","2019","2019",11,155067,7.1,3.5,12.7
,"Ulster County, NY","36111","White","2106-3","2022","2022",15,157975,9.5,5.3,15.7
,"Ulster County, NY","36111","White","2106-3","2023","2023",19,157481,12.1,7.3,18.8
,"Ulster County, NY","36111","White","2106-3","2024 ","2024",19,156875,12.1,7.3,18.9
,"Wayne County, NY","36117","White","2106-3","2022","2022",11,84877,13.0,6.5,23.2
,"Wayne County, NY","36117","White","2106-3","2023","2023",12,84386,14.2,7.3,24.8
,"Westchester County, NY","36119","Black or African American","2054-5","2018","2018",15,160896,9.3,5.2,15.4
,"Westchester County, NY","36119","Black or African American","2054-5","2020","2020",20,163239,12.3,7.5,18.9
,"Westchester County, NY","36119","Black or African American","2054-5","2021","2021",31,166920,18.6,12.6,26.4
,"Westchester County, NY","36119","Black or African American","2054-5","2022","2022",33,168470,19.6,13.5,27.5
,"Westchester County, NY","36119","Black or African American","2054-5","2023","2023",26,167752,15.5,10.1,22.7
,"Westchester County, NY","36119","Black or African American","2054-5","2024 ","2024",12,171996,7.0,3.6,12.2
,"Westchester County, NY","36119","White","2106-3","2018","2018",31,709793,4.4,3.0,6.2
,"Westchester County, NY","36119","White","2106-3","2019","2019",34,708026,4.8,3.3,6.7
,"Westchester County, NY","36119","White","2106-3","2020","2020",31,702005,4.4,3.0,6.3
,"Westchester County, NY","36119","White","2106-3","2021","2021",28,727163,3.9,2.6,5.6
,"Westchester County, NY","36119","White","2106-3","2022","2022",35,714943,4.9,3.4,6.8
,"Westchester County, NY","36119","White","2106-3","2023","2023",47,714148,6.6,4.8,8.8
,"Westchester County, NY","36119","White","2106-3","2024 ","2024",29,719199,4.0,2.7,5.8
,"Alamance County, NC","37001","Black or African American","2054-5","2021","2021",13,38118,34.1,18.2,58.3
,"Alamance County, NC","37001","Black or African American","2054-5","2024 ","2024",10,41637,24.0,11.5,44.2
,"Alamance County, NC","37001","White","2106-3","2018","2018",15,122985,12.2,6.8,20.1
,"Alamance County, NC","37001","White","2106-3","2021","2021",15,125507,12.0,6.7,19.7
,"Alamance County, NC","37001","White","2106-3","2022","2022",15,126076,11.9,6.7,19.6
,"Alamance County, NC","37001","White","2106-3","2023","2023",18,127397,14.1,8.4,22.3
,"Alamance County, NC","37001","White","2106-3","2024 ","2024",11,128757,8.5,4.3,15.3
,"Brunswick County, NC","37019","White","2106-3","2020","2020",16,129389,12.4,7.1,20.1
,"Brunswick County, NC","37019","White","2106-3","2021","2021",13,125137,10.4,5.5,17.8
,"Brunswick County, NC","37019","White","2106-3","2022","2022",16,133195,12.0,6.9,19.5
,"Brunswick County, NC","37019","White","2106-3","2023","2023",17,139442,12.2,7.1,19.5
,"Brunswick County, NC","37019","White","2106-3","2024 ","2024",12,145442,8.3,4.3,14.4
,"Buncombe County, NC","37021","Black or African American","2054-5","2023","2023",13,16441,79.1,42.1,135.2
,"Buncombe County, NC","37021","White","2106-3","2018","2018",10,231758,4.3,2.1,7.9
,"Buncombe County, NC","37021","White","2106-3","2019","2019",25,233615,10.7,6.9,15.8
,"Buncombe County, NC","37021","White","2106-3","2020","2020",15,235573,6.4,3.6,10.5
,"Buncombe County, NC","37021","White","2106-3","2021","2021",12,242462,4.9,2.6,8.6
,"Buncombe County, NC","37021","White","2106-3","2022","2022",25,244458,10.2,6.6,15.1
,"Buncombe County, NC","37021","White","2106-3","2023","2023",18,246688,7.3,4.3,11.5
,"Buncombe County, NC","37021","White","2106-3","2024 ","2024",23,249045,9.2,5.9,13.9
,"Cabarrus County, NC","37025","White","2106-3","2018","2018",10,155132,6.4,3.1,11.9
,"Cabarrus County, NC","37025","White","2106-3","2020","2020",19,157379,12.1,7.3,18.9
,"Cabarrus County, NC","37025","White","2106-3","2021","2021",13,161055,8.1,4.3,13.8
,"Cabarrus County, NC","37025","White","2106-3","2022","2022",16,160778,10.0,5.7,16.2
,"Cabarrus County, NC","37025","White","2106-3","2023","2023",10,160975,6.2,3.0,11.4
,"Catawba County, NC","37035","White","2106-3","2021","2021",10,134597,7.4,3.6,13.7
,"Columbus County, NC","37047","White","2106-3","2021","2021",15,31504,47.6,26.6,78.5
,"Craven County, NC","37049","Black or African American","2054-5","2022","2022",10,20982,47.7,22.9,87.6
,"Craven County, NC","37049","White","2106-3","2018","2018",10,73759,13.6,6.5,24.9
,"Craven County, NC","37049","White","2106-3","2021","2021",12,72268,16.6,8.6,29.0
,"Craven County, NC","37049","White","2106-3","2022","2022",18,72500,24.8,14.7,39.2
,"Cumberland County, NC","37051","Black or African American","2054-5","2018","2018",10,129708,7.7,3.7,14.2
