"Notes","County","County Code","Education","Education Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Miami-Dade County, FL","12086","High school graduate or GED completed","3","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","High school graduate or GED completed","3","2023","2023",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","High school graduate or GED completed","3","2024 ","2024",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","Not Available","10","2018","2018",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","Not Available","10","2019","2019",60,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Miami-Dade County, FL","12086","Not Available","10","2020","2020",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, FL","12087","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Nassau County, FL","12089","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Okaloosa County, FL","12091","Not Available","10","2018","2018",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Okaloosa County, FL","12091","Not Available","10","2019","2019",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Okaloosa County, FL","12091","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","9th through 12th grade with no diploma","2","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","High school graduate or GED completed","3","2021","2021",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","High school graduate or GED completed","3","2022","2022",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","High school graduate or GED completed","3","2023","2023",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","High school graduate or GED completed","3","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","Not Available","10","2018","2018",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","Not Available","10","2019","2019",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, FL","12095","Not Available","10","2020","2020",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Osceola County, FL","12097","Not Available","10","2018","2018",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Osceola County, FL","12097","Not Available","10","2020","2020",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","9th through 12th grade with no diploma","2","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","High school graduate or GED completed","3","2021","2021",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","High school graduate or GED completed","3","2022","2022",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","High school graduate or GED completed","3","2023","2023",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","High school graduate or GED completed","3","2024 ","2024",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Some college credit, but not a degree.","4","2021","2021",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Some college credit, but not a degree.","4","2022","2022",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Some college credit, but not a degree.","4","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Some college credit, but not a degree.","4","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Associate degree (AA,AS)","5","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Associate degree (AA,AS)","5","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Bachelor?s degree (BA, AB, BS)","6","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Bachelor?s degree (BA, AB, BS)","6","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Not Available","10","2018","2018",101,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Not Available","10","2019","2019",114,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Palm Beach County, FL","12099","Not Available","10","2020","2020",80,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pasco County, FL","12101","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pasco County, FL","12101","High school graduate or GED completed","3","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pasco County, FL","12101","Not Available","10","2018","2018",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pasco County, FL","12101","Not Available","10","2019","2019",48,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pasco County, FL","12101","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinellas County, FL","12103","High school graduate or GED completed","3","2021","2021",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinellas County, FL","12103","High school graduate or GED completed","3","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinellas County, FL","12103","Not Available","10","2018","2018",87,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinellas County, FL","12103","Not Available","10","2019","2019",97,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pinellas County, FL","12103","Not Available","10","2020","2020",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","High school graduate or GED completed","3","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","High school graduate or GED completed","3","2024 ","2024",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","Not Available","10","2018","2018",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","Not Available","10","2019","2019",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, FL","12105","Not Available","10","2020","2020",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Johns County, FL","12109","Not Available","10","2018","2018",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Johns County, FL","12109","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Lucie County, FL","12111","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Lucie County, FL","12111","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Lucie County, FL","12111","Not Available","10","2020","2020",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Rosa County, FL","12113","Not Available","10","2019","2019",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Santa Rosa County, FL","12113","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sarasota County, FL","12115","High school graduate or GED completed","3","2021","2021",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sarasota County, FL","12115","Not Available","10","2018","2018",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sarasota County, FL","12115","Not Available","10","2019","2019",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sarasota County, FL","12115","Not Available","10","2020","2020",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Seminole County, FL","12117","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Seminole County, FL","12117","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Seminole County, FL","12117","Not Available","10","2018","2018",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Seminole County, FL","12117","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Seminole County, FL","12117","Not Available","10","2020","2020",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","9th through 12th grade with no diploma","2","2021","2021",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","High school graduate or GED completed","3","2021","2021",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","High school graduate or GED completed","3","2022","2022",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","High school graduate or GED completed","3","2023","2023",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","High school graduate or GED completed","3","2024 ","2024",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","Some college credit, but not a degree.","4","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","Not Available","10","2018","2018",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","Not Available","10","2019","2019",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Volusia County, FL","12127","Not Available","10","2020","2020",61,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bartow County, GA","13015","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Bartow County, GA","13015","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carroll County, GA","13045","Not Available","10","2019","2019",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carroll County, GA","13045","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cherokee County, GA","13057","Not Available","10","2018","2018",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cherokee County, GA","13057","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cherokee County, GA","13057","Not Available","10","2020","2020",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","High school graduate or GED completed","3","2021","2021",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","High school graduate or GED completed","3","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","High school graduate or GED completed","3","2024 ","2024",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","Some college credit, but not a degree.","4","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","Not Available","10","2018","2018",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","Not Available","10","2019","2019",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cobb County, GA","13067","Not Available","10","2020","2020",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DeKalb County, GA","13089","High school graduate or GED completed","3","2021","2021",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DeKalb County, GA","13089","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DeKalb County, GA","13089","Not Available","10","2019","2019",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DeKalb County, GA","13089","Not Available","10","2020","2020",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Forsyth County, GA","13117","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","High school graduate or GED completed","3","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","High school graduate or GED completed","3","2022","2022",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","High school graduate or GED completed","3","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","High school graduate or GED completed","3","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","Bachelor?s degree (BA, AB, BS)","6","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","Not Available","10","2018","2018",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","Not Available","10","2019","2019",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","Not Available","10","2020","2020",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","High school graduate or GED completed","3","2021","2021",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","High school graduate or GED completed","3","2023","2023",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","Not Available","10","2018","2018",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","Not Available","10","2019","2019",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","Not Available","10","2020","2020",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hall County, GA","13139","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Henry County, GA","13151","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Paulding County, GA","13223","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","Not Available","10","2018","2018",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","Not Available","10","2019","2019",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","Not Available","10","2020","2020",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","Not Available","10","2018","2018",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","Not Available","10","2019","2019",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","Not Available","10","2020","2020",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Maui County, HI","15009","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ada County, ID","16001","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ada County, ID","16001","High school graduate or GED completed","3","2024 ","2024",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ada County, ID","16001","Some college credit, but not a degree.","4","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ada County, ID","16001","Not Available","10","2018","2018",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ada County, ID","16001","Not Available","10","2019","2019",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ada County, ID","16001","Not Available","10","2020","2020",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kootenai County, ID","16055","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kootenai County, ID","16055","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Twin Falls County, ID","16083","Not Available","10","2020","2020",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","8th grade or less","1","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2021","2021",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2022","2022",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2023","2023",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2021","2021",129,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2022","2022",109,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2023","2023",90,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2024 ","2024",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2021","2021",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2022","2022",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2023","2023",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2024 ","2024",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Associate degree (AA,AS)","5","2021","2021",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Associate degree (AA,AS)","5","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Bachelor?s degree (BA, AB, BS)","6","2021","2021",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Bachelor?s degree (BA, AB, BS)","6","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Unknown or Not Stated","9","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Unknown or Not Stated","9","2023","2023",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Unknown or Not Stated","9","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Not Available","10","2018","2018",134,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Not Available","10","2019","2019",192,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Not Available","10","2020","2020",250,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","High school graduate or GED completed","3","2021","2021",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","High school graduate or GED completed","3","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","High school graduate or GED completed","3","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","Not Available","10","2018","2018",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","Not Available","10","2019","2019",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","Not Available","10","2020","2020",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","High school graduate or GED completed","3","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","High school graduate or GED completed","3","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Not Available","10","2018","2018",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Not Available","10","2020","2020",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"LaSalle County, IL","17099","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"McHenry County, IL","17111","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"McHenry County, IL","17111","Not Available","10","2020","2020",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IL","17119","Not Available","10","2018","2018",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IL","17119","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IL","17119","Not Available","10","2020","2020",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Peoria County, IL","17143","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","Not Available","10","2018","2018",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Not Available","10","2019","2019",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Not Available","10","2020","2020",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","Not Available","10","2018","2018",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","Not Available","10","2019","2019",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","Not Available","10","2020","2020",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Clark County, IN","18019","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Delaware County, IN","18035","9th through 12th grade with no diploma","2","2021","2021",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Delaware County, IN","18035","High school graduate or GED completed","3","2021","2021",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Delaware County, IN","18035","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Delaware County, IN","18035","Not Available","10","2020","2020",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, IN","18057","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, IN","18057","Not Available","10","2020","2020",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Johnson County, IN","18081","Not Available","10","2020","2020",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Not Available","10","2018","2018",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Not Available","10","2019","2019",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Not Available","10","2020","2020",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IN","18095","High school graduate or GED completed","3","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IN","18095","High school graduate or GED completed","3","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IN","18095","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IN","18095","Not Available","10","2019","2019",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","9th through 12th grade with no diploma","2","2021","2021",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","9th through 12th grade with no diploma","2","2022","2022",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","9th through 12th grade with no diploma","2","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2021","2021",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2022","2022",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2023","2023",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2024 ","2024",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Some college credit, but not a degree.","4","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Some college credit, but not a degree.","4","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Not Available","10","2018","2018",71,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Not Available","10","2019","2019",81,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Not Available","10","2020","2020",93,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Monroe County, IN","18105","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Morgan County, IN","18109","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Porter County, IN","18127","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","Not Available","10","2020","2020",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tippecanoe County, IN","18157","Not Available","10","2018","2018",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tippecanoe County, IN","18157","Not Available","10","2019","2019",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tippecanoe County, IN","18157","Not Available","10","2020","2020",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Vanderburgh County, IN","18163","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Wayne County, IN","18177","Not Available","10","2019","2019",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, IA","19153","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, IA","19153","Not Available","10","2018","2018",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, IA","19153","Not Available","10","2019","2019",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Johnson County, KS","20091","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Johnson County, KS","20091","Not Available","10","2018","2018",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Johnson County, KS","20091","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Johnson County, KS","20091","Not Available","10","2020","2020",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","High school graduate or GED completed","3","2022","2022",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
