"Notes","County","County Code","Education","Education Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Fulton County, GA","13121","Not Available","10","2019","2019",79,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fulton County, GA","13121","Not Available","10","2020","2020",87,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","High school graduate or GED completed","3","2021","2021",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","High school graduate or GED completed","3","2022","2022",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","High school graduate or GED completed","3","2023","2023",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","High school graduate or GED completed","3","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","Some college credit, but not a degree.","4","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","Not Available","10","2018","2018",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","Not Available","10","2019","2019",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Gwinnett County, GA","13135","Not Available","10","2020","2020",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","9th through 12th grade with no diploma","2","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","High school graduate or GED completed","3","2021","2021",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","High school graduate or GED completed","3","2022","2022",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","High school graduate or GED completed","3","2023","2023",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","High school graduate or GED completed","3","2024 ","2024",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","Not Available","10","2018","2018",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, GA","13245","Not Available","10","2020","2020",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","High school graduate or GED completed","3","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","High school graduate or GED completed","3","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","High school graduate or GED completed","3","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Honolulu County, HI","15003","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Champaign County, IL","17019","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Champaign County, IL","17019","High school graduate or GED completed","3","2022","2022",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Champaign County, IL","17019","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Champaign County, IL","17019","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Champaign County, IL","17019","Not Available","10","2020","2020",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","8th grade or less","1","2021","2021",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","8th grade or less","1","2022","2022",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","8th grade or less","1","2023","2023",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","8th grade or less","1","2024 ","2024",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2021","2021",139,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2022","2022",143,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2023","2023",147,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","9th through 12th grade with no diploma","2","2024 ","2024",95,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2021","2021",418,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2022","2022",485,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2023","2023",476,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","High school graduate or GED completed","3","2024 ","2024",319,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2021","2021",109,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2022","2022",129,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2023","2023",117,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Some college credit, but not a degree.","4","2024 ","2024",93,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Associate degree (AA,AS)","5","2021","2021",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Associate degree (AA,AS)","5","2022","2022",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Associate degree (AA,AS)","5","2023","2023",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Associate degree (AA,AS)","5","2024 ","2024",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Bachelor?s degree (BA, AB, BS)","6","2021","2021",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Bachelor?s degree (BA, AB, BS)","6","2022","2022",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Bachelor?s degree (BA, AB, BS)","6","2023","2023",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Bachelor?s degree (BA, AB, BS)","6","2024 ","2024",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Unknown or Not Stated","9","2021","2021",56,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Unknown or Not Stated","9","2022","2022",85,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Unknown or Not Stated","9","2023","2023",73,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Unknown or Not Stated","9","2024 ","2024",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Not Available","10","2018","2018",437,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Not Available","10","2019","2019",528,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cook County, IL","17031","Not Available","10","2020","2020",714,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","High school graduate or GED completed","3","2021","2021",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","High school graduate or GED completed","3","2022","2022",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","High school graduate or GED completed","3","2023","2023",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","High school graduate or GED completed","3","2024 ","2024",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","Some college credit, but not a degree.","4","2023","2023",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","Not Available","10","2018","2018",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","Not Available","10","2019","2019",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"DuPage County, IL","17043","Not Available","10","2020","2020",50,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","9th through 12th grade with no diploma","2","2023","2023",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","High school graduate or GED completed","3","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","High school graduate or GED completed","3","2022","2022",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","High school graduate or GED completed","3","2023","2023",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","Not Available","10","2018","2018",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","Not Available","10","2019","2019",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kane County, IL","17089","Not Available","10","2020","2020",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kankakee County, IL","17091","High school graduate or GED completed","3","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kankakee County, IL","17091","High school graduate or GED completed","3","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kankakee County, IL","17091","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kankakee County, IL","17091","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kankakee County, IL","17091","Not Available","10","2020","2020",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","High school graduate or GED completed","3","2021","2021",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","High school graduate or GED completed","3","2022","2022",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","High school graduate or GED completed","3","2023","2023",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","High school graduate or GED completed","3","2024 ","2024",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Some college credit, but not a degree.","4","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Some college credit, but not a degree.","4","2023","2023",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Not Available","10","2018","2018",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Not Available","10","2019","2019",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IL","17097","Not Available","10","2020","2020",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"LaSalle County, IL","17099","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"McHenry County, IL","17111","High school graduate or GED completed","3","2024 ","2024",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"McHenry County, IL","17111","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"McHenry County, IL","17111","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"McLean County, IL","17113","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Macon County, IL","17115","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Macon County, IL","17115","Not Available","10","2019","2019",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Macon County, IL","17115","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IL","17119","Not Available","10","2018","2018",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IL","17119","Not Available","10","2019","2019",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Madison County, IL","17119","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Peoria County, IL","17143","High school graduate or GED completed","3","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Peoria County, IL","17143","High school graduate or GED completed","3","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Peoria County, IL","17143","High school graduate or GED completed","3","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Peoria County, IL","17143","Not Available","10","2018","2018",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Peoria County, IL","17143","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Peoria County, IL","17143","Not Available","10","2020","2020",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, IL","17163","High school graduate or GED completed","3","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, IL","17163","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, IL","17163","Not Available","10","2019","2019",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Clair County, IL","17163","Not Available","10","2020","2020",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","High school graduate or GED completed","3","2021","2021",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","High school graduate or GED completed","3","2022","2022",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","High school graduate or GED completed","3","2023","2023",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","High school graduate or GED completed","3","2024 ","2024",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","Not Available","10","2019","2019",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sangamon County, IL","17167","Not Available","10","2020","2020",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","9th through 12th grade with no diploma","2","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","High school graduate or GED completed","3","2021","2021",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","High school graduate or GED completed","3","2022","2022",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","High school graduate or GED completed","3","2023","2023",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","High school graduate or GED completed","3","2024 ","2024",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Some college credit, but not a degree.","4","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Some college credit, but not a degree.","4","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Some college credit, but not a degree.","4","2023","2023",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Not Available","10","2018","2018",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Not Available","10","2019","2019",63,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Will County, IL","17197","Not Available","10","2020","2020",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","High school graduate or GED completed","3","2021","2021",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","High school graduate or GED completed","3","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","High school graduate or GED completed","3","2023","2023",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","Not Available","10","2018","2018",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","Not Available","10","2019","2019",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Winnebago County, IL","17201","Not Available","10","2020","2020",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Allen County, IN","18003","High school graduate or GED completed","3","2021","2021",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Allen County, IN","18003","High school graduate or GED completed","3","2022","2022",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Allen County, IN","18003","High school graduate or GED completed","3","2024 ","2024",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Allen County, IN","18003","Some college credit, but not a degree.","4","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Allen County, IN","18003","Not Available","10","2018","2018",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Allen County, IN","18003","Not Available","10","2019","2019",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Allen County, IN","18003","Not Available","10","2020","2020",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Delaware County, IN","18035","Not Available","10","2020","2020",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Hamilton County, IN","18057","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","9th through 12th grade with no diploma","2","2021","2021",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","9th through 12th grade with no diploma","2","2022","2022",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","9th through 12th grade with no diploma","2","2023","2023",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","9th through 12th grade with no diploma","2","2024 ","2024",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","High school graduate or GED completed","3","2021","2021",59,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","High school graduate or GED completed","3","2022","2022",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","High school graduate or GED completed","3","2023","2023",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","High school graduate or GED completed","3","2024 ","2024",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Some college credit, but not a degree.","4","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Some college credit, but not a degree.","4","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Some college credit, but not a degree.","4","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Not Available","10","2018","2018",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Not Available","10","2019","2019",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lake County, IN","18089","Not Available","10","2020","2020",56,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","8th grade or less","1","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","9th through 12th grade with no diploma","2","2021","2021",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","9th through 12th grade with no diploma","2","2022","2022",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","9th through 12th grade with no diploma","2","2023","2023",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","9th through 12th grade with no diploma","2","2024 ","2024",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2021","2021",83,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2022","2022",91,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2023","2023",80,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","High school graduate or GED completed","3","2024 ","2024",63,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Some college credit, but not a degree.","4","2021","2021",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Some college credit, but not a degree.","4","2022","2022",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Some college credit, but not a degree.","4","2023","2023",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Some college credit, but not a degree.","4","2024 ","2024",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Bachelor?s degree (BA, AB, BS)","6","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Not Available","10","2018","2018",90,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Not Available","10","2019","2019",81,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Marion County, IN","18097","Not Available","10","2020","2020",102,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Porter County, IN","18127","High school graduate or GED completed","3","2021","2021",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Porter County, IN","18127","High school graduate or GED completed","3","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Porter County, IN","18127","High school graduate or GED completed","3","2023","2023",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","9th through 12th grade with no diploma","2","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","High school graduate or GED completed","3","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","High school graduate or GED completed","3","2022","2022",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","High school graduate or GED completed","3","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","Not Available","10","2018","2018",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"St. Joseph County, IN","18141","Not Available","10","2020","2020",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Wayne County, IN","18177","Not Available","10","2018","2018",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, IA","19153","High school graduate or GED completed","3","2022","2022",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Polk County, IA","19153","High school graduate or GED completed","3","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","High school graduate or GED completed","3","2021","2021",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","High school graduate or GED completed","3","2022","2022",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","High school graduate or GED completed","3","2023","2023",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","High school graduate or GED completed","3","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","Not Available","10","2018","2018",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sedgwick County, KS","20173","Not Available","10","2020","2020",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Campbell County, KY","21037","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","9th through 12th grade with no diploma","2","2021","2021",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","High school graduate or GED completed","3","2021","2021",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","High school graduate or GED completed","3","2022","2022",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","High school graduate or GED completed","3","2023","2023",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","High school graduate or GED completed","3","2024 ","2024",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","Not Available","10","2018","2018",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","Not Available","10","2019","2019",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Fayette County, KY","21067","Not Available","10","2020","2020",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","9th through 12th grade with no diploma","2","2021","2021",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","9th through 12th grade with no diploma","2","2022","2022",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","9th through 12th grade with no diploma","2","2023","2023",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","9th through 12th grade with no diploma","2","2024 ","2024",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","High school graduate or GED completed","3","2021","2021",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","High school graduate or GED completed","3","2022","2022",60,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","High school graduate or GED completed","3","2023","2023",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","High school graduate or GED completed","3","2024 ","2024",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","Some college credit, but not a degree.","4","2021","2021",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","Some college credit, but not a degree.","4","2022","2022",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","Some college credit, but not a degree.","4","2023","2023",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","Some college credit, but not a degree.","4","2024 ","2024",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","Not Available","10","2018","2018",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","Not Available","10","2019","2019",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson County, KY","21111","Not Available","10","2020","2020",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kenton County, KY","21117","High school graduate or GED completed","3","2021","2021",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kenton County, KY","21117","High school graduate or GED completed","3","2023","2023",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kenton County, KY","21117","Not Available","10","2018","2018",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kenton County, KY","21117","Not Available","10","2019","2019",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Kenton County, KY","21117","Not Available","10","2020","2020",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"East Baton Rouge Parish, LA","22033","Not Available","10","2020","2020",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson Parish, LA","22051","9th through 12th grade with no diploma","2","2021","2021",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson Parish, LA","22051","9th through 12th grade with no diploma","2","2022","2022",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson Parish, LA","22051","9th through 12th grade with no diploma","2","2023","2023",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Jefferson Parish, LA","22051","9th through 12th grade with no diploma","2","2024 ","2024",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
