"Notes","County","County Code","Single-Year Ages","Single-Year Ages Code",Deaths
,"Jefferson County, AL","01073","27 years","27",11
,"Jefferson County, AL","01073","31 years","31",11
,"Jefferson County, AL","01073","32 years","32",13
,"Jefferson County, AL","01073","33 years","33",19
,"Jefferson County, AL","01073","34 years","34",16
,"Jefferson County, AL","01073","35 years","35",18
,"Jefferson County, AL","01073","36 years","36",10
,"Jefferson County, AL","01073","37 years","37",15
,"Jefferson County, AL","01073","38 years","38",19
,"Jefferson County, AL","01073","39 years","39",17
,"Jefferson County, AL","01073","40 years","40",15
,"Jefferson County, AL","01073","41 years","41",21
,"Jefferson County, AL","01073","42 years","42",16
,"Jefferson County, AL","01073","43 years","43",15
,"Jefferson County, AL","01073","44 years","44",18
,"Jefferson County, AL","01073","45 years","45",26
,"Jefferson County, AL","01073","46 years","46",17
,"Jefferson County, AL","01073","47 years","47",17
,"Jefferson County, AL","01073","48 years","48",11
,"Jefferson County, AL","01073","49 years","49",17
,"Jefferson County, AL","01073","50 years","50",14
,"Jefferson County, AL","01073","51 years","51",21
,"Jefferson County, AL","01073","52 years","52",13
,"Jefferson County, AL","01073","53 years","53",16
,"Jefferson County, AL","01073","57 years","57",11
,"Jefferson County, AL","01073","58 years","58",20
,"Jefferson County, AL","01073","59 years","59",11
,"Jefferson County, AL","01073","60 years","60",18
,"Jefferson County, AL","01073","61 years","61",11
,"Jefferson County, AL","01073","62 years","62",16
,"Jefferson County, AL","01073","63 years","63",10
,"Jefferson County, AL","01073","64 years","64",11
,"Jefferson County, AL","01073","66 years","66",11
,"Maricopa County, AZ","04013","20 years","20",17
,"Maricopa County, AZ","04013","21 years","21",16
,"Maricopa County, AZ","04013","22 years","22",15
,"Maricopa County, AZ","04013","23 years","23",26
,"Maricopa County, AZ","04013","24 years","24",25
,"Maricopa County, AZ","04013","25 years","25",20
,"Maricopa County, AZ","04013","26 years","26",26
,"Maricopa County, AZ","04013","27 years","27",27
,"Maricopa County, AZ","04013","28 years","28",25
,"Maricopa County, AZ","04013","29 years","29",34
,"Maricopa County, AZ","04013","30 years","30",27
,"Maricopa County, AZ","04013","31 years","31",27
,"Maricopa County, AZ","04013","32 years","32",34
,"Maricopa County, AZ","04013","33 years","33",33
,"Maricopa County, AZ","04013","34 years","34",26
,"Maricopa County, AZ","04013","35 years","35",24
,"Maricopa County, AZ","04013","36 years","36",30
,"Maricopa County, AZ","04013","37 years","37",29
,"Maricopa County, AZ","04013","38 years","38",20
,"Maricopa County, AZ","04013","39 years","39",21
,"Maricopa County, AZ","04013","40 years","40",21
,"Maricopa County, AZ","04013","41 years","41",15
,"Maricopa County, AZ","04013","42 years","42",18
,"Maricopa County, AZ","04013","43 years","43",20
,"Maricopa County, AZ","04013","44 years","44",19
,"Maricopa County, AZ","04013","45 years","45",19
,"Maricopa County, AZ","04013","46 years","46",13
,"Maricopa County, AZ","04013","47 years","47",18
,"Maricopa County, AZ","04013","48 years","48",15
,"Maricopa County, AZ","04013","49 years","49",15
,"Maricopa County, AZ","04013","50 years","50",22
,"Maricopa County, AZ","04013","51 years","51",14
,"Maricopa County, AZ","04013","52 years","52",18
,"Maricopa County, AZ","04013","53 years","53",16
,"Maricopa County, AZ","04013","54 years","54",19
,"Maricopa County, AZ","04013","55 years","55",16
,"Maricopa County, AZ","04013","56 years","56",19
,"Maricopa County, AZ","04013","57 years","57",13
,"Maricopa County, AZ","04013","58 years","58",14
,"Maricopa County, AZ","04013","59 years","59",13
,"Maricopa County, AZ","04013","60 years","60",20
,"Maricopa County, AZ","04013","61 years","61",11
,"Maricopa County, AZ","04013","62 years","62",10
,"Pima County, AZ","04019","31 years","31",14
,"Pima County, AZ","04019","38 years","38",12
,"Pima County, AZ","04019","52 years","52",10
,"Pima County, AZ","04019","55 years","55",10
,"Pima County, AZ","04019","57 years","57",12
,"Pima County, AZ","04019","58 years","58",10
,"Pima County, AZ","04019","60 years","60",10
,"Alameda County, CA","06001","29 years","29",10
,"Alameda County, CA","06001","32 years","32",10
,"Alameda County, CA","06001","34 years","34",10
,"Alameda County, CA","06001","35 years","35",10
,"Alameda County, CA","06001","36 years","36",13
,"Alameda County, CA","06001","40 years","40",11
,"Alameda County, CA","06001","44 years","44",13
,"Alameda County, CA","06001","46 years","46",11
,"Alameda County, CA","06001","50 years","50",10
,"Alameda County, CA","06001","51 years","51",11
,"Alameda County, CA","06001","52 years","52",10
,"Alameda County, CA","06001","54 years","54",10
,"Alameda County, CA","06001","55 years","55",10
,"Alameda County, CA","06001","58 years","58",16
,"Alameda County, CA","06001","59 years","59",14
,"Alameda County, CA","06001","60 years","60",15
,"Alameda County, CA","06001","61 years","61",14
,"Alameda County, CA","06001","62 years","62",15
,"Alameda County, CA","06001","63 years","63",11
,"Alameda County, CA","06001","66 years","66",13
,"Alameda County, CA","06001","67 years","67",10
,"Contra Costa County, CA","06013","28 years","28",10
,"Kern County, CA","06029","27 years","27",10
,"Kern County, CA","06029","34 years","34",10
,"Kern County, CA","06029","35 years","35",11
,"Los Angeles County, CA","06037","18 years","18",13
,"Los Angeles County, CA","06037","19 years","19",14
,"Los Angeles County, CA","06037","20 years","20",17
,"Los Angeles County, CA","06037","21 years","21",26
,"Los Angeles County, CA","06037","22 years","22",24
,"Los Angeles County, CA","06037","23 years","23",35
,"Los Angeles County, CA","06037","24 years","24",43
,"Los Angeles County, CA","06037","25 years","25",38
,"Los Angeles County, CA","06037","26 years","26",53
,"Los Angeles County, CA","06037","27 years","27",43
,"Los Angeles County, CA","06037","28 years","28",41
,"Los Angeles County, CA","06037","29 years","29",57
,"Los Angeles County, CA","06037","30 years","30",55
,"Los Angeles County, CA","06037","31 years","31",68
,"Los Angeles County, CA","06037","32 years","32",51
,"Los Angeles County, CA","06037","33 years","33",48
,"Los Angeles County, CA","06037","34 years","34",45
,"Los Angeles County, CA","06037","35 years","35",33
,"Los Angeles County, CA","06037","36 years","36",43
,"Los Angeles County, CA","06037","37 years","37",50
,"Los Angeles County, CA","06037","38 years","38",34
,"Los Angeles County, CA","06037","39 years","39",39
,"Los Angeles County, CA","06037","40 years","40",37
,"Los Angeles County, CA","06037","41 years","41",39
,"Los Angeles County, CA","06037","42 years","42",24
,"Los Angeles County, CA","06037","43 years","43",38
,"Los Angeles County, CA","06037","44 years","44",39
,"Los Angeles County, CA","06037","45 years","45",37
,"Los Angeles County, CA","06037","46 years","46",38
,"Los Angeles County, CA","06037","47 years","47",45
,"Los Angeles County, CA","06037","48 years","48",45
,"Los Angeles County, CA","06037","49 years","49",32
,"Los Angeles County, CA","06037","50 years","50",34
,"Los Angeles County, CA","06037","51 years","51",40
,"Los Angeles County, CA","06037","52 years","52",48
,"Los Angeles County, CA","06037","53 years","53",44
,"Los Angeles County, CA","06037","54 years","54",53
,"Los Angeles County, CA","06037","55 years","55",45
,"Los Angeles County, CA","06037","56 years","56",67
,"Los Angeles County, CA","06037","57 years","57",62
,"Los Angeles County, CA","06037","58 years","58",50
,"Los Angeles County, CA","06037","59 years","59",65
,"Los Angeles County, CA","06037","60 years","60",50
,"Los Angeles County, CA","06037","61 years","61",53
,"Los Angeles County, CA","06037","62 years","62",46
,"Los Angeles County, CA","06037","63 years","63",51
,"Los Angeles County, CA","06037","64 years","64",52
,"Los Angeles County, CA","06037","65 years","65",54
,"Los Angeles County, CA","06037","66 years","66",47
,"Los Angeles County, CA","06037","67 years","67",29
,"Los Angeles County, CA","06037","68 years","68",23
,"Los Angeles County, CA","06037","69 years","69",29
,"Los Angeles County, CA","06037","70 years","70",13
,"Los Angeles County, CA","06037","71 years","71",15
,"Los Angeles County, CA","06037","72 years","72",11
,"Orange County, CA","06059","21 years","21",11
,"Orange County, CA","06059","23 years","23",11
,"Orange County, CA","06059","24 years","24",11
,"Orange County, CA","06059","25 years","25",14
,"Orange County, CA","06059","26 years","26",20
,"Orange County, CA","06059","28 years","28",13
,"Orange County, CA","06059","29 years","29",16
,"Orange County, CA","06059","31 years","31",13
,"Orange County, CA","06059","33 years","33",13
,"Orange County, CA","06059","34 years","34",17
,"Orange County, CA","06059","35 years","35",12
,"Orange County, CA","06059","36 years","36",17
,"Orange County, CA","06059","37 years","37",17
,"Orange County, CA","06059","38 years","38",11
,"Orange County, CA","06059","39 years","39",11
,"Orange County, CA","06059","41 years","41",10
,"Orange County, CA","06059","42 years","42",13
,"Orange County, CA","06059","43 years","43",12
,"Orange County, CA","06059","44 years","44",13
,"Orange County, CA","06059","59 years","59",13
,"Riverside County, CA","06065","20 years","20",11
,"Riverside County, CA","06065","22 years","22",14
,"Riverside County, CA","06065","23 years","23",11
,"Riverside County, CA","06065","24 years","24",13
,"Riverside County, CA","06065","25 years","25",14
,"Riverside County, CA","06065","26 years","26",14
,"Riverside County, CA","06065","27 years","27",14
,"Riverside County, CA","06065","28 years","28",18
,"Riverside County, CA","06065","29 years","29",12
,"Riverside County, CA","06065","30 years","30",23
,"Riverside County, CA","06065","31 years","31",19
,"Riverside County, CA","06065","32 years","32",14
,"Riverside County, CA","06065","33 years","33",16
,"Riverside County, CA","06065","34 years","34",13
,"Riverside County, CA","06065","35 years","35",12
,"Riverside County, CA","06065","37 years","37",11
,"Riverside County, CA","06065","38 years","38",10
,"Riverside County, CA","06065","53 years","53",11
,"Riverside County, CA","06065","59 years","59",11
,"Riverside County, CA","06065","62 years","62",12
,"Sacramento County, CA","06067","27 years","27",15
,"Sacramento County, CA","06067","28 years","28",12
,"Sacramento County, CA","06067","29 years","29",15
,"Sacramento County, CA","06067","30 years","30",11
,"Sacramento County, CA","06067","35 years","35",11
,"Sacramento County, CA","06067","37 years","37",11
,"Sacramento County, CA","06067","41 years","41",10
,"Sacramento County, CA","06067","65 years","65",10
,"San Bernardino County, CA","06071","24 years","24",11
,"San Bernardino County, CA","06071","27 years","27",12
,"San Bernardino County, CA","06071","31 years","31",10
,"San Diego County, CA","06073","20 years","20",13
,"San Diego County, CA","06073","21 years","21",13
,"San Diego County, CA","06073","22 years","22",16
,"San Diego County, CA","06073","23 years","23",14
,"San Diego County, CA","06073","24 years","24",18
,"San Diego County, CA","06073","25 years","25",19
,"San Diego County, CA","06073","26 years","26",21
,"San Diego County, CA","06073","27 years","27",24
,"San Diego County, CA","06073","28 years","28",14
,"San Diego County, CA","06073","29 years","29",16
,"San Diego County, CA","06073","30 years","30",24
,"San Diego County, CA","06073","31 years","31",14
,"San Diego County, CA","06073","32 years","32",19
,"San Diego County, CA","06073","33 years","33",18
,"San Diego County, CA","06073","34 years","34",17
,"San Diego County, CA","06073","35 years","35",21
,"San Diego County, CA","06073","37 years","37",15
,"San Diego County, CA","06073","38 years","38",13
,"San Diego County, CA","06073","39 years","39",14
,"San Diego County, CA","06073","40 years","40",18
,"San Diego County, CA","06073","43 years","43",10
,"San Diego County, CA","06073","44 years","44",11
,"San Diego County, CA","06073","53 years","53",12
,"San Diego County, CA","06073","54 years","54",10
,"San Diego County, CA","06073","56 years","56",11
,"San Diego County, CA","06073","58 years","58",12
,"San Diego County, CA","06073","59 years","59",16
,"San Diego County, CA","06073","60 years","60",11
,"San Diego County, CA","06073","61 years","61",11
,"San Diego County, CA","06073","62 years","62",10
,"San Diego County, CA","06073","65 years","65",11
,"San Francisco County, CA","06075","26 years","26",11
,"San Francisco County, CA","06075","27 years","27",11
,"San Francisco County, CA","06075","28 years","28",11
,"San Francisco County, CA","06075","29 years","29",17
,"San Francisco County, CA","06075","30 years","30",19
,"San Francisco County, CA","06075","31 years","31",17
,"San Francisco County, CA","06075","32 years","32",18
,"San Francisco County, CA","06075","33 years","33",11
,"San Francisco County, CA","06075","34 years","34",20
,"San Francisco County, CA","06075","35 years","35",11
,"San Francisco County, CA","06075","36 years","36",15
,"San Francisco County, CA","06075","37 years","37",20
,"San Francisco County, CA","06075","38 years","38",21
,"San Francisco County, CA","06075","39 years","39",24
,"San Francisco County, CA","06075","40 years","40",25
,"San Francisco County, CA","06075","41 years","41",23
,"San Francisco County, CA","06075","42 years","42",17
,"San Francisco County, CA","06075","43 years","43",33
,"San Francisco County, CA","06075","44 years","44",20
,"San Francisco County, CA","06075","45 years","45",18
,"San Francisco County, CA","06075","46 years","46",27
,"San Francisco County, CA","06075","47 years","47",29
,"San Francisco County, CA","06075","48 years","48",24
,"San Francisco County, CA","06075","49 years","49",23
,"San Francisco County, CA","06075","50 years","50",27
,"San Francisco County, CA","06075","51 years","51",26
,"San Francisco County, CA","06075","52 years","52",31
,"San Francisco County, CA","06075","53 years","53",34
,"San Francisco County, CA","06075","54 years","54",39
,"San Francisco County, CA","06075","55 years","55",44
,"San Francisco County, CA","06075","56 years","56",51
,"San Francisco County, CA","06075","57 years","57",48
,"San Francisco County, CA","06075","58 years","58",46
,"San Francisco County, CA","06075","59 years","59",57
,"San Francisco County, CA","06075","60 years","60",61
,"San Francisco County, CA","06075","61 years","61",52
,"San Francisco County, CA","06075","62 years","62",41
,"San Francisco County, CA","06075","63 years","63",45
,"San Francisco County, CA","06075","64 years","64",37
,"San Francisco County, CA","06075","65 years","65",34
,"San Francisco County, CA","06075","66 years","66",47
,"San Francisco County, CA","06075","67 years","67",34
,"San Francisco County, CA","06075","68 years","68",36
,"San Francisco County, CA","06075","69 years","69",21
,"San Francisco County, CA","06075","70 years","70",22
,"San Francisco County, CA","06075","71 years","71",17
,"San Francisco County, CA","06075","72 years","72",11
,"San Francisco County, CA","06075","73 years","73",13
,"San Francisco County, CA","06075","74 years","74",13
,"Santa Clara County, CA","06085","29 years","29",11
,"Arapahoe County, CO","08005","30 years","30",13
,"Arapahoe County, CO","08005","33 years","33",12
,"Denver County, CO","08031","27 years","27",12
,"Denver County, CO","08031","28 years","28",12
,"Denver County, CO","08031","29 years","29",10
,"Denver County, CO","08031","30 years","30",10
,"Denver County, CO","08031","31 years","31",16
,"Denver County, CO","08031","35 years","35",15
,"Denver County, CO","08031","36 years","36",10
,"Denver County, CO","08031","38 years","38",10
,"Denver County, CO","08031","41 years","41",12
,"Denver County, CO","08031","43 years","43",13
,"Denver County, CO","08031","50 years","50",10
,"Denver County, CO","08031","53 years","53",15
,"Denver County, CO","08031","59 years","59",15
,"Denver County, CO","08031","60 years","60",11
,"Denver County, CO","08031","62 years","62",10
,"Denver County, CO","08031","63 years","63",10
,"Denver County, CO","08031","64 years","64",12
,"Fairfield County, CT","09001","27 years","27",10
,"Fairfield County, CT","09001","28 years","28",13
,"Fairfield County, CT","09001","29 years","29",10
,"Fairfield County, CT","09001","30 years","30",12
,"Fairfield County, CT","09001","31 years","31",11
,"Fairfield County, CT","09001","32 years","32",15
,"Fairfield County, CT","09001","33 years","33",14
,"Fairfield County, CT","09001","34 years","34",10
,"Fairfield County, CT","09001","35 years","35",17
,"Fairfield County, CT","09001","36 years","36",15
,"Fairfield County, CT","09001","37 years","37",14
,"Fairfield County, CT","09001","38 years","38",13
,"Fairfield County, CT","09001","39 years","39",13
,"Fairfield County, CT","09001","40 years","40",14
,"Fairfield County, CT","09001","41 years","41",18
,"Fairfield County, CT","09001","42 years","42",10
,"Fairfield County, CT","09001","43 years","43",10
,"Fairfield County, CT","09001","44 years","44",19
,"Fairfield County, CT","09001","45 years","45",11
,"Fairfield County, CT","09001","46 years","46",12
,"Fairfield County, CT","09001","48 years","48",10
,"Fairfield County, CT","09001","49 years","49",16
,"Fairfield County, CT","09001","51 years","51",10
,"Fairfield County, CT","09001","52 years","52",26
,"Fairfield County, CT","09001","53 years","53",22
,"Fairfield County, CT","09001","54 years","54",13
,"Fairfield County, CT","09001","55 years","55",20
,"Fairfield County, CT","09001","56 years","56",19
,"Fairfield County, CT","09001","57 years","57",14
,"Fairfield County, CT","09001","58 years","58",13
,"Fairfield County, CT","09001","60 years","60",11
,"Fairfield County, CT","09001","62 years","62",10
,"Fairfield County, CT","09001","64 years","64",11
,"Fairfield County, CT","09001","66 years","66",10
,"Hartford County, CT","09003","27 years","27",12
,"Hartford County, CT","09003","28 years","28",18
,"Hartford County, CT","09003","29 years","29",15
,"Hartford County, CT","09003","30 years","30",10
,"Hartford County, CT","09003","31 years","31",19
,"Hartford County, CT","09003","32 years","32",19
,"Hartford County, CT","09003","33 years","33",18
,"Hartford County, CT","09003","34 years","34",27
,"Hartford County, CT","09003","35 years","35",30
,"Hartford County, CT","09003","36 years","36",24
,"Hartford County, CT","09003","37 years","37",29
,"Hartford County, CT","09003","38 years","38",29
,"Hartford County, CT","09003","39 years","39",29
,"Hartford County, CT","09003","40 years","40",25
,"Hartford County, CT","09003","41 years","41",27
,"Hartford County, CT","09003","42 years","42",22
,"Hartford County, CT","09003","43 years","43",23
,"Hartford County, CT","09003","44 years","44",31
,"Hartford County, CT","09003","45 years","45",14
,"Hartford County, CT","09003","46 years","46",21
,"Hartford County, CT","09003","47 years","47",19
,"Hartford County, CT","09003","48 years","48",19
,"Hartford County, CT","09003","49 years","49",16
,"Hartford County, CT","09003","50 years","50",25
,"Hartford County, CT","09003","51 years","51",15
,"Hartford County, CT","09003","52 years","52",27
,"Hartford County, CT","09003","53 years","53",31
,"Hartford County, CT","09003","54 years","54",32
,"Hartford County, CT","09003","55 years","55",23
,"Hartford County, CT","09003","56 years","56",21
,"Hartford County, CT","09003","57 years","57",34
,"Hartford County, CT","09003","58 years","58",19
,"Hartford County, CT","09003","59 years","59",29
,"Hartford County, CT","09003","60 years","60",29
,"Hartford County, CT","09003","61 years","61",27
,"Hartford County, CT","09003","62 years","62",11
,"Hartford County, CT","09003","63 years","63",16
,"Hartford County, CT","09003","64 years","64",23
,"Hartford County, CT","09003","65 years","65",16
,"Hartford County, CT","09003","66 years","66",10
,"Hartford County, CT","09003","68 years","68",10
,"Litchfield County, CT","09005","38 years","38",10
,"New Haven County, CT","09009","27 years","27",15
,"New Haven County, CT","09009","29 years","29",12
,"New Haven County, CT","09009","30 years","30",22
,"New Haven County, CT","09009","31 years","31",20
,"New Haven County, CT","09009","32 years","32",20
,"New Haven County, CT","09009","33 years","33",28
,"New Haven County, CT","09009","34 years","34",21
,"New Haven County, CT","09009","35 years","35",16
,"New Haven County, CT","09009","36 years","36",30
,"New Haven County, CT","09009","37 years","37",32
,"New Haven County, CT","09009","38 years","38",33
,"New Haven County, CT","09009","39 years","39",31
,"New Haven County, CT","09009","40 years","40",32
,"New Haven County, CT","09009","41 years","41",24
,"New Haven County, CT","09009","42 years","42",30
,"New Haven County, CT","09009","43 years","43",22
,"New Haven County, CT","09009","44 years","44",16
,"New Haven County, CT","09009","45 years","45",25
,"New Haven County, CT","09009","46 years","46",28
,"New Haven County, CT","09009","47 years","47",33
,"New Haven County, CT","09009","48 years","48",34
,"New Haven County, CT","09009","49 years","49",37
,"New Haven County, CT","09009","50 years","50",31
,"New Haven County, CT","09009","51 years","51",36
,"New Haven County, CT","09009","52 years","52",31
,"New Haven County, CT","09009","53 years","53",30
,"New Haven County, CT","09009","54 years","54",30
,"New Haven County, CT","09009","55 years","55",28
,"New Haven County, CT","09009","56 years","56",28
,"New Haven County, CT","09009","57 years","57",27
,"New Haven County, CT","09009","58 years","58",31
,"New Haven County, CT","09009","59 years","59",32
,"New Haven County, CT","09009","60 years","60",27
,"New Haven County, CT","09009","61 years","61",30
,"New Haven County, CT","09009","62 years","62",29
,"New Haven County, CT","09009","63 years","63",25
,"New Haven County, CT","09009","64 years","64",21
,"New Haven County, CT","09009","65 years","65",17
,"New Haven County, CT","09009","66 years","66",12
,"New Haven County, CT","09009","68 years","68",10
,"New London County, CT","09011","33 years","33",10
,"New London County, CT","09011","35 years","35",11
,"New London County, CT","09011","39 years","39",11
,"New London County, CT","09011","56 years","56",12
,"New Castle County, DE","10003","25 years","25",16
,"New Castle County, DE","10003","26 years","26",12
,"New Castle County, DE","10003","27 years","27",13
,"New Castle County, DE","10003","30 years","30",18
,"New Castle County, DE","10003","31 years","31",24
,"New Castle County, DE","10003","32 years","32",18
,"New Castle County, DE","10003","33 years","33",19
,"New Castle County, DE","10003","34 years","34",13
,"New Castle County, DE","10003","35 years","35",23
,"New Castle County, DE","10003","37 years","37",29
,"New Castle County, DE","10003","38 years","38",20
,"New Castle County, DE","10003","39 years","39",19
,"New Castle County, DE","10003","40 years","40",32
,"New Castle County, DE","10003","41 years","41",20
,"New Castle County, DE","10003","42 years","42",19
,"New Castle County, DE","10003","43 years","43",22
,"New Castle County, DE","10003","44 years","44",19
,"New Castle County, DE","10003","45 years","45",18
,"New Castle County, DE","10003","46 years","46",18
,"New Castle County, DE","10003","47 years","47",15
,"New Castle County, DE","10003","48 years","48",12
,"New Castle County, DE","10003","49 years","49",18
,"New Castle County, DE","10003","50 years","50",22
,"New Castle County, DE","10003","51 years","51",26
,"New Castle County, DE","10003","52 years","52",18
,"New Castle County, DE","10003","53 years","53",23
,"New Castle County, DE","10003","54 years","54",22
,"New Castle County, DE","10003","55 years","55",26
,"New Castle County, DE","10003","56 years","56",15
,"New Castle County, DE","10003","57 years","57",18
,"New Castle County, DE","10003","58 years","58",23
,"New Castle County, DE","10003","59 years","59",21
,"New Castle County, DE","10003","60 years","60",15
,"New Castle County, DE","10003","61 years","61",20
,"New Castle County, DE","10003","62 years","62",10
,"New Castle County, DE","10003","63 years","63",18
,"New Castle County, DE","10003","64 years","64",18
,"New Castle County, DE","10003","65 years","65",13
,"Sussex County, DE","10005","30 years","30",11
,"Sussex County, DE","10005","34 years","34",10
,"Sussex County, DE","10005","37 years","37",10
,"Sussex County, DE","10005","39 years","39",10
,"Sussex County, DE","10005","41 years","41",11
,"Sussex County, DE","10005","44 years","44",11
,"Sussex County, DE","10005","56 years","56",11
,"Sussex County, DE","10005","57 years","57",14
,"District of Columbia, DC","11001","29 years","29",10
,"District of Columbia, DC","11001","31 years","31",16
,"District of Columbia, DC","11001","32 years","32",16
,"District of Columbia, DC","11001","33 years","33",13
,"District of Columbia, DC","11001","34 years","34",12
,"District of Columbia, DC","11001","35 years","35",13
,"District of Columbia, DC","11001","36 years","36",14
,"District of Columbia, DC","11001","37 years","37",14
,"District of Columbia, DC","11001","38 years","38",20
,"District of Columbia, DC","11001","39 years","39",16
,"District of Columbia, DC","11001","40 years","40",16
,"District of Columbia, DC","11001","41 years","41",13
,"District of Columbia, DC","11001","42 years","42",19
,"District of Columbia, DC","11001","43 years","43",24
,"District of Columbia, DC","11001","44 years","44",14
,"District of Columbia, DC","11001","45 years","45",17
,"District of Columbia, DC","11001","46 years","46",16
,"District of Columbia, DC","11001","47 years","47",14
,"District of Columbia, DC","11001","48 years","48",11
,"District of Columbia, DC","11001","49 years","49",22
,"District of Columbia, DC","11001","50 years","50",20
,"District of Columbia, DC","11001","51 years","51",23
,"District of Columbia, DC","11001","52 years","52",39
,"District of Columbia, DC","11001","53 years","53",30
,"District of Columbia, DC","11001","54 years","54",31
,"District of Columbia, DC","11001","55 years","55",51
,"District of Columbia, DC","11001","56 years","56",55
,"District of Columbia, DC","11001","57 years","57",53
,"District of Columbia, DC","11001","58 years","58",53
,"District of Columbia, DC","11001","59 years","59",57
,"District of Columbia, DC","11001","60 years","60",51
,"District of Columbia, DC","11001","61 years","61",53
,"District of Columbia, DC","11001","62 years","62",56
,"District of Columbia, DC","11001","63 years","63",43
,"District of Columbia, DC","11001","64 years","64",41
,"District of Columbia, DC","11001","65 years","65",30
,"District of Columbia, DC","11001","66 years","66",32
,"District of Columbia, DC","11001","67 years","67",31
,"District of Columbia, DC","11001","68 years","68",35
,"District of Columbia, DC","11001","69 years","69",15
,"District of Columbia, DC","11001","70 years","70",16
,"District of Columbia, DC","11001","71 years","71",11
,"District of Columbia, DC","11001","72 years","72",10
,"District of Columbia, DC","11001","73 years","73",10
,"Brevard County, FL","12009","28 years","28",14
,"Brevard County, FL","12009","29 years","29",12
,"Brevard County, FL","12009","32 years","32",16
,"Brevard County, FL","12009","33 years","33",20
,"Brevard County, FL","12009","34 years","34",17
,"Brevard County, FL","12009","35 years","35",15
,"Brevard County, FL","12009","36 years","36",11
,"Brevard County, FL","12009","37 years","37",15
,"Brevard County, FL","12009","38 years","38",21
,"Brevard County, FL","12009","39 years","39",18
,"Brevard County, FL","12009","40 years","40",19
,"Brevard County, FL","12009","42 years","42",16
,"Brevard County, FL","12009","43 years","43",11
,"Brevard County, FL","12009","44 years","44",14
,"Brevard County, FL","12009","45 years","45",13
,"Brevard County, FL","12009","46 years","46",11
,"Brevard County, FL","12009","47 years","47",11
,"Brevard County, FL","12009","49 years","49",13
,"Brevard County, FL","12009","50 years","50",10
,"Brevard County, FL","12009","51 years","51",12
,"Brevard County, FL","12009","52 years","52",16
,"Brevard County, FL","12009","53 years","53",17
,"Brevard County, FL","12009","54 years","54",24
,"Brevard County, FL","12009","55 years","55",13
,"Brevard County, FL","12009","56 years","56",20
,"Brevard County, FL","12009","57 years","57",17
,"Brevard County, FL","12009","58 years","58",20
,"Brevard County, FL","12009","59 years","59",14
,"Brevard County, FL","12009","60 years","60",10
,"Brevard County, FL","12009","61 years","61",13
,"Brevard County, FL","12009","64 years","64",15
,"Brevard County, FL","12009","66 years","66",10
,"Broward County, FL","12011","24 years","24",10
,"Broward County, FL","12011","25 years","25",15
,"Broward County, FL","12011","26 years","26",12
,"Broward County, FL","12011","27 years","27",19
,"Broward County, FL","12011","28 years","28",28
,"Broward County, FL","12011","29 years","29",23
,"Broward County, FL","12011","30 years","30",21
,"Broward County, FL","12011","31 years","31",29
,"Broward County, FL","12011","32 years","32",33
,"Broward County, FL","12011","33 years","33",35
,"Broward County, FL","12011","34 years","34",41
,"Broward County, FL","12011","35 years","35",43
,"Broward County, FL","12011","36 years","36",40
,"Broward County, FL","12011","37 years","37",31
,"Broward County, FL","12011","38 years","38",41
,"Broward County, FL","12011","39 years","39",41
,"Broward County, FL","12011","40 years","40",54
,"Broward County, FL","12011","41 years","41",37
,"Broward County, FL","12011","42 years","42",32
,"Broward County, FL","12011","43 years","43",31
,"Broward County, FL","12011","44 years","44",38
,"Broward County, FL","12011","45 years","45",33
,"Broward County, FL","12011","46 years","46",38
,"Broward County, FL","12011","47 years","47",28
,"Broward County, FL","12011","48 years","48",31
,"Broward County, FL","12011","49 years","49",38
,"Broward County, FL","12011","50 years","50",42
,"Broward County, FL","12011","51 years","51",32
,"Broward County, FL","12011","52 years","52",32
,"Broward County, FL","12011","53 years","53",30
,"Broward County, FL","12011","54 years","54",30
,"Broward County, FL","12011","55 years","55",39
,"Broward County, FL","12011","56 years","56",47
,"Broward County, FL","12011","57 years","57",32
,"Broward County, FL","12011","58 years","58",32
,"Broward County, FL","12011","59 years","59",31
,"Broward County, FL","12011","60 years","60",28
,"Broward County, FL","12011","61 years","61",27
,"Broward County, FL","12011","62 years","62",28
,"Broward County, FL","12011","63 years","63",20
,"Broward County, FL","12011","64 years","64",25
,"Broward County, FL","12011","65 years","65",19
,"Broward County, FL","12011","66 years","66",13
,"Broward County, FL","12011","67 years","67",23
,"Clay County, FL","12019","41 years","41",10
,"Collier County, FL","12021","30 years","30",10
,"Collier County, FL","12021","35 years","35",11
,"Collier County, FL","12021","39 years","39",11
,"Collier County, FL","12021","45 years","45",10
,"Collier County, FL","12021","50 years","50",12
,"Duval County, FL","12031","25 years","25",12
,"Duval County, FL","12031","26 years","26",16
,"Duval County, FL","12031","27 years","27",14
,"Duval County, FL","12031","28 years","28",17
,"Duval County, FL","12031","29 years","29",26
,"Duval County, FL","12031","30 years","30",23
,"Duval County, FL","12031","31 years","31",21
,"Duval County, FL","12031","32 years","32",25
,"Duval County, FL","12031","33 years","33",30
,"Duval County, FL","12031","34 years","34",28
,"Duval County, FL","12031","35 years","35",31
,"Duval County, FL","12031","36 years","36",27
,"Duval County, FL","12031","37 years","37",30
,"Duval County, FL","12031","38 years","38",28
,"Duval County, FL","12031","39 years","39",28
,"Duval County, FL","12031","40 years","40",36
