"Notes","County","County Code","Single-Year Ages","Single-Year Ages Code",Deaths
,"Baldwin County, AL","01003","33 years","33",11
,"Baldwin County, AL","01003","34 years","34",10
,"Baldwin County, AL","01003","36 years","36",14
,"Baldwin County, AL","01003","38 years","38",10
,"Baldwin County, AL","01003","42 years","42",10
,"Jefferson County, AL","01073","23 years","23",19
,"Jefferson County, AL","01073","24 years","24",11
,"Jefferson County, AL","01073","25 years","25",19
,"Jefferson County, AL","01073","26 years","26",25
,"Jefferson County, AL","01073","27 years","27",22
,"Jefferson County, AL","01073","28 years","28",33
,"Jefferson County, AL","01073","29 years","29",30
,"Jefferson County, AL","01073","30 years","30",38
,"Jefferson County, AL","01073","31 years","31",37
,"Jefferson County, AL","01073","32 years","32",37
,"Jefferson County, AL","01073","33 years","33",56
,"Jefferson County, AL","01073","34 years","34",47
,"Jefferson County, AL","01073","35 years","35",39
,"Jefferson County, AL","01073","36 years","36",47
,"Jefferson County, AL","01073","37 years","37",49
,"Jefferson County, AL","01073","38 years","38",59
,"Jefferson County, AL","01073","39 years","39",43
,"Jefferson County, AL","01073","40 years","40",36
,"Jefferson County, AL","01073","41 years","41",61
,"Jefferson County, AL","01073","42 years","42",59
,"Jefferson County, AL","01073","43 years","43",53
,"Jefferson County, AL","01073","44 years","44",46
,"Jefferson County, AL","01073","45 years","45",47
,"Jefferson County, AL","01073","46 years","46",31
,"Jefferson County, AL","01073","47 years","47",37
,"Jefferson County, AL","01073","48 years","48",36
,"Jefferson County, AL","01073","49 years","49",32
,"Jefferson County, AL","01073","50 years","50",34
,"Jefferson County, AL","01073","51 years","51",32
,"Jefferson County, AL","01073","52 years","52",33
,"Jefferson County, AL","01073","53 years","53",23
,"Jefferson County, AL","01073","54 years","54",23
,"Jefferson County, AL","01073","55 years","55",23
,"Jefferson County, AL","01073","56 years","56",20
,"Jefferson County, AL","01073","57 years","57",23
,"Jefferson County, AL","01073","58 years","58",27
,"Jefferson County, AL","01073","59 years","59",20
,"Jefferson County, AL","01073","60 years","60",23
,"Jefferson County, AL","01073","61 years","61",21
,"Jefferson County, AL","01073","62 years","62",24
,"Jefferson County, AL","01073","63 years","63",16
,"Jefferson County, AL","01073","64 years","64",13
,"Jefferson County, AL","01073","66 years","66",12
,"Madison County, AL","01089","25 years","25",11
,"Madison County, AL","01089","27 years","27",12
,"Madison County, AL","01089","28 years","28",10
,"Madison County, AL","01089","29 years","29",16
,"Madison County, AL","01089","30 years","30",15
,"Madison County, AL","01089","31 years","31",17
,"Madison County, AL","01089","32 years","32",16
,"Madison County, AL","01089","33 years","33",14
,"Madison County, AL","01089","34 years","34",14
,"Madison County, AL","01089","35 years","35",15
,"Madison County, AL","01089","36 years","36",12
,"Madison County, AL","01089","37 years","37",10
,"Madison County, AL","01089","38 years","38",16
,"Madison County, AL","01089","39 years","39",11
,"Madison County, AL","01089","41 years","41",14
,"Madison County, AL","01089","42 years","42",10
,"Madison County, AL","01089","43 years","43",10
,"Madison County, AL","01089","44 years","44",17
,"Madison County, AL","01089","54 years","54",13
,"Mobile County, AL","01097","31 years","31",11
,"Mobile County, AL","01097","33 years","33",11
,"Mobile County, AL","01097","34 years","34",12
,"Mobile County, AL","01097","35 years","35",13
,"Mobile County, AL","01097","36 years","36",12
,"Mobile County, AL","01097","37 years","37",14
,"Mobile County, AL","01097","40 years","40",13
,"Mobile County, AL","01097","41 years","41",12
,"Mobile County, AL","01097","42 years","42",12
,"Mobile County, AL","01097","43 years","43",10
,"Mobile County, AL","01097","46 years","46",11
,"Anchorage Borough, AK","02020","22 years","22",10
,"Anchorage Borough, AK","02020","23 years","23",12
,"Anchorage Borough, AK","02020","28 years","28",13
,"Anchorage Borough, AK","02020","29 years","29",10
,"Anchorage Borough, AK","02020","30 years","30",20
,"Anchorage Borough, AK","02020","31 years","31",20
,"Anchorage Borough, AK","02020","32 years","32",19
,"Anchorage Borough, AK","02020","33 years","33",21
,"Anchorage Borough, AK","02020","34 years","34",15
,"Anchorage Borough, AK","02020","35 years","35",24
,"Anchorage Borough, AK","02020","37 years","37",23
,"Anchorage Borough, AK","02020","38 years","38",16
,"Anchorage Borough, AK","02020","39 years","39",16
,"Anchorage Borough, AK","02020","40 years","40",13
,"Anchorage Borough, AK","02020","41 years","41",23
,"Anchorage Borough, AK","02020","42 years","42",12
,"Anchorage Borough, AK","02020","43 years","43",13
,"Anchorage Borough, AK","02020","44 years","44",13
,"Anchorage Borough, AK","02020","45 years","45",13
,"Anchorage Borough, AK","02020","46 years","46",12
,"Anchorage Borough, AK","02020","47 years","47",11
,"Anchorage Borough, AK","02020","49 years","49",10
,"Anchorage Borough, AK","02020","51 years","51",11
,"Anchorage Borough, AK","02020","52 years","52",13
,"Anchorage Borough, AK","02020","53 years","53",15
,"Anchorage Borough, AK","02020","57 years","57",11
,"Maricopa County, AZ","04013","1 year","1",17
,"Maricopa County, AZ","04013","15 years","15",20
,"Maricopa County, AZ","04013","16 years","16",30
,"Maricopa County, AZ","04013","17 years","17",60
,"Maricopa County, AZ","04013","18 years","18",60
,"Maricopa County, AZ","04013","19 years","19",94
,"Maricopa County, AZ","04013","20 years","20",112
,"Maricopa County, AZ","04013","21 years","21",109
,"Maricopa County, AZ","04013","22 years","22",120
,"Maricopa County, AZ","04013","23 years","23",153
,"Maricopa County, AZ","04013","24 years","24",172
,"Maricopa County, AZ","04013","25 years","25",146
,"Maricopa County, AZ","04013","26 years","26",169
,"Maricopa County, AZ","04013","27 years","27",199
,"Maricopa County, AZ","04013","28 years","28",201
,"Maricopa County, AZ","04013","29 years","29",232
,"Maricopa County, AZ","04013","30 years","30",200
,"Maricopa County, AZ","04013","31 years","31",225
,"Maricopa County, AZ","04013","32 years","32",200
,"Maricopa County, AZ","04013","33 years","33",210
,"Maricopa County, AZ","04013","34 years","34",179
,"Maricopa County, AZ","04013","35 years","35",220
,"Maricopa County, AZ","04013","36 years","36",213
,"Maricopa County, AZ","04013","37 years","37",191
,"Maricopa County, AZ","04013","38 years","38",148
,"Maricopa County, AZ","04013","39 years","39",158
,"Maricopa County, AZ","04013","40 years","40",153
,"Maricopa County, AZ","04013","41 years","41",149
,"Maricopa County, AZ","04013","42 years","42",139
,"Maricopa County, AZ","04013","43 years","43",127
,"Maricopa County, AZ","04013","44 years","44",135
,"Maricopa County, AZ","04013","45 years","45",121
,"Maricopa County, AZ","04013","46 years","46",100
,"Maricopa County, AZ","04013","47 years","47",100
,"Maricopa County, AZ","04013","48 years","48",85
,"Maricopa County, AZ","04013","49 years","49",115
,"Maricopa County, AZ","04013","50 years","50",106
,"Maricopa County, AZ","04013","51 years","51",106
,"Maricopa County, AZ","04013","52 years","52",95
,"Maricopa County, AZ","04013","53 years","53",95
,"Maricopa County, AZ","04013","54 years","54",103
,"Maricopa County, AZ","04013","55 years","55",84
,"Maricopa County, AZ","04013","56 years","56",95
,"Maricopa County, AZ","04013","57 years","57",80
,"Maricopa County, AZ","04013","58 years","58",88
,"Maricopa County, AZ","04013","59 years","59",91
,"Maricopa County, AZ","04013","60 years","60",92
,"Maricopa County, AZ","04013","61 years","61",72
,"Maricopa County, AZ","04013","62 years","62",53
,"Maricopa County, AZ","04013","63 years","63",58
,"Maricopa County, AZ","04013","64 years","64",58
,"Maricopa County, AZ","04013","65 years","65",44
,"Maricopa County, AZ","04013","66 years","66",23
,"Maricopa County, AZ","04013","67 years","67",29
,"Maricopa County, AZ","04013","68 years","68",11
,"Maricopa County, AZ","04013","69 years","69",12
,"Maricopa County, AZ","04013","70 years","70",18
,"Maricopa County, AZ","04013","71 years","71",11
,"Mohave County, AZ","04015","31 years","31",10
,"Mohave County, AZ","04015","34 years","34",10
,"Pima County, AZ","04019","17 years","17",10
,"Pima County, AZ","04019","18 years","18",14
,"Pima County, AZ","04019","19 years","19",21
,"Pima County, AZ","04019","20 years","20",22
,"Pima County, AZ","04019","21 years","21",24
,"Pima County, AZ","04019","22 years","22",27
,"Pima County, AZ","04019","23 years","23",25
,"Pima County, AZ","04019","24 years","24",33
,"Pima County, AZ","04019","25 years","25",32
,"Pima County, AZ","04019","26 years","26",40
,"Pima County, AZ","04019","27 years","27",23
,"Pima County, AZ","04019","28 years","28",25
,"Pima County, AZ","04019","29 years","29",31
,"Pima County, AZ","04019","30 years","30",34
,"Pima County, AZ","04019","31 years","31",52
,"Pima County, AZ","04019","32 years","32",35
,"Pima County, AZ","04019","33 years","33",49
,"Pima County, AZ","04019","34 years","34",39
,"Pima County, AZ","04019","35 years","35",37
,"Pima County, AZ","04019","36 years","36",40
,"Pima County, AZ","04019","37 years","37",53
,"Pima County, AZ","04019","38 years","38",44
,"Pima County, AZ","04019","39 years","39",34
,"Pima County, AZ","04019","40 years","40",27
,"Pima County, AZ","04019","41 years","41",34
,"Pima County, AZ","04019","42 years","42",29
,"Pima County, AZ","04019","43 years","43",41
,"Pima County, AZ","04019","44 years","44",25
,"Pima County, AZ","04019","45 years","45",30
,"Pima County, AZ","04019","46 years","46",20
,"Pima County, AZ","04019","47 years","47",21
,"Pima County, AZ","04019","48 years","48",29
,"Pima County, AZ","04019","49 years","49",15
,"Pima County, AZ","04019","50 years","50",23
,"Pima County, AZ","04019","51 years","51",35
,"Pima County, AZ","04019","52 years","52",26
,"Pima County, AZ","04019","53 years","53",20
,"Pima County, AZ","04019","54 years","54",22
,"Pima County, AZ","04019","55 years","55",29
,"Pima County, AZ","04019","56 years","56",27
,"Pima County, AZ","04019","57 years","57",27
,"Pima County, AZ","04019","58 years","58",25
,"Pima County, AZ","04019","59 years","59",18
,"Pima County, AZ","04019","60 years","60",17
,"Pima County, AZ","04019","61 years","61",15
,"Pima County, AZ","04019","62 years","62",17
,"Pima County, AZ","04019","63 years","63",23
,"Pima County, AZ","04019","64 years","64",12
,"Pima County, AZ","04019","65 years","65",10
,"Pima County, AZ","04019","66 years","66",16
,"Pima County, AZ","04019","67 years","67",15
,"Pinal County, AZ","04021","19 years","19",10
,"Pinal County, AZ","04021","20 years","20",10
,"Pinal County, AZ","04021","25 years","25",12
,"Pinal County, AZ","04021","26 years","26",10
,"Pinal County, AZ","04021","27 years","27",19
,"Pinal County, AZ","04021","28 years","28",12
,"Pinal County, AZ","04021","29 years","29",18
,"Pinal County, AZ","04021","30 years","30",12
,"Pinal County, AZ","04021","31 years","31",13
,"Pinal County, AZ","04021","32 years","32",10
,"Pinal County, AZ","04021","33 years","33",18
,"Pinal County, AZ","04021","34 years","34",14
,"Pinal County, AZ","04021","35 years","35",16
,"Pinal County, AZ","04021","36 years","36",10
,"Pinal County, AZ","04021","37 years","37",14
,"Pinal County, AZ","04021","40 years","40",12
,"Pinal County, AZ","04021","50 years","50",10
,"Pinal County, AZ","04021","52 years","52",10
,"Yavapai County, AZ","04025","28 years","28",10
,"Yavapai County, AZ","04025","33 years","33",10
,"Yavapai County, AZ","04025","37 years","37",10
,"Pulaski County, AR","05119","26 years","26",15
,"Pulaski County, AR","05119","28 years","28",11
,"Pulaski County, AR","05119","29 years","29",13
,"Pulaski County, AR","05119","31 years","31",11
,"Pulaski County, AR","05119","32 years","32",18
,"Pulaski County, AR","05119","33 years","33",23
,"Pulaski County, AR","05119","34 years","34",15
,"Pulaski County, AR","05119","35 years","35",18
,"Pulaski County, AR","05119","36 years","36",13
,"Pulaski County, AR","05119","37 years","37",15
,"Pulaski County, AR","05119","38 years","38",16
,"Pulaski County, AR","05119","39 years","39",12
,"Pulaski County, AR","05119","40 years","40",10
,"Pulaski County, AR","05119","41 years","41",11
,"Pulaski County, AR","05119","42 years","42",13
,"Pulaski County, AR","05119","44 years","44",12
,"Pulaski County, AR","05119","45 years","45",10
,"Pulaski County, AR","05119","46 years","46",11
,"Pulaski County, AR","05119","48 years","48",10
,"Alameda County, CA","06001","18 years","18",12
,"Alameda County, CA","06001","21 years","21",13
,"Alameda County, CA","06001","22 years","22",12
,"Alameda County, CA","06001","23 years","23",18
,"Alameda County, CA","06001","24 years","24",20
,"Alameda County, CA","06001","25 years","25",20
,"Alameda County, CA","06001","26 years","26",20
,"Alameda County, CA","06001","27 years","27",26
,"Alameda County, CA","06001","28 years","28",28
,"Alameda County, CA","06001","29 years","29",32
,"Alameda County, CA","06001","30 years","30",28
,"Alameda County, CA","06001","31 years","31",28
,"Alameda County, CA","06001","32 years","32",33
,"Alameda County, CA","06001","33 years","33",36
,"Alameda County, CA","06001","34 years","34",29
,"Alameda County, CA","06001","35 years","35",30
,"Alameda County, CA","06001","36 years","36",30
,"Alameda County, CA","06001","37 years","37",34
,"Alameda County, CA","06001","38 years","38",31
,"Alameda County, CA","06001","39 years","39",28
,"Alameda County, CA","06001","40 years","40",30
,"Alameda County, CA","06001","41 years","41",17
,"Alameda County, CA","06001","42 years","42",23
,"Alameda County, CA","06001","43 years","43",23
,"Alameda County, CA","06001","44 years","44",24
,"Alameda County, CA","06001","45 years","45",14
,"Alameda County, CA","06001","46 years","46",29
,"Alameda County, CA","06001","47 years","47",20
,"Alameda County, CA","06001","48 years","48",16
,"Alameda County, CA","06001","49 years","49",12
,"Alameda County, CA","06001","50 years","50",16
,"Alameda County, CA","06001","51 years","51",20
,"Alameda County, CA","06001","52 years","52",20
,"Alameda County, CA","06001","53 years","53",15
,"Alameda County, CA","06001","54 years","54",25
,"Alameda County, CA","06001","55 years","55",17
,"Alameda County, CA","06001","56 years","56",14
,"Alameda County, CA","06001","57 years","57",19
,"Alameda County, CA","06001","58 years","58",21
,"Alameda County, CA","06001","59 years","59",20
,"Alameda County, CA","06001","60 years","60",17
,"Alameda County, CA","06001","61 years","61",18
,"Alameda County, CA","06001","62 years","62",17
,"Alameda County, CA","06001","63 years","63",15
,"Butte County, CA","06007","60 years","60",10
,"Contra Costa County, CA","06013","20 years","20",12
,"Contra Costa County, CA","06013","22 years","22",10
,"Contra Costa County, CA","06013","23 years","23",21
,"Contra Costa County, CA","06013","24 years","24",15
,"Contra Costa County, CA","06013","25 years","25",23
,"Contra Costa County, CA","06013","26 years","26",27
,"Contra Costa County, CA","06013","27 years","27",21
,"Contra Costa County, CA","06013","28 years","28",24
,"Contra Costa County, CA","06013","29 years","29",30
,"Contra Costa County, CA","06013","30 years","30",21
,"Contra Costa County, CA","06013","31 years","31",26
,"Contra Costa County, CA","06013","32 years","32",31
,"Contra Costa County, CA","06013","33 years","33",26
,"Contra Costa County, CA","06013","34 years","34",25
,"Contra Costa County, CA","06013","35 years","35",27
,"Contra Costa County, CA","06013","36 years","36",12
,"Contra Costa County, CA","06013","37 years","37",24
,"Contra Costa County, CA","06013","38 years","38",24
,"Contra Costa County, CA","06013","39 years","39",14
,"Contra Costa County, CA","06013","40 years","40",21
,"Contra Costa County, CA","06013","42 years","42",22
,"Contra Costa County, CA","06013","43 years","43",11
,"Contra Costa County, CA","06013","44 years","44",16
,"Contra Costa County, CA","06013","45 years","45",20
,"Contra Costa County, CA","06013","46 years","46",15
,"Contra Costa County, CA","06013","47 years","47",16
,"Contra Costa County, CA","06013","48 years","48",12
,"Contra Costa County, CA","06013","49 years","49",13
,"Contra Costa County, CA","06013","52 years","52",11
,"Contra Costa County, CA","06013","53 years","53",11
,"Contra Costa County, CA","06013","54 years","54",13
,"Contra Costa County, CA","06013","55 years","55",14
,"Contra Costa County, CA","06013","58 years","58",14
,"Contra Costa County, CA","06013","59 years","59",10
,"Contra Costa County, CA","06013","61 years","61",10
,"Contra Costa County, CA","06013","62 years","62",13
,"Fresno County, CA","06019","20 years","20",14
,"Fresno County, CA","06019","22 years","22",16
,"Fresno County, CA","06019","25 years","25",10
,"Fresno County, CA","06019","26 years","26",12
,"Fresno County, CA","06019","27 years","27",12
,"Fresno County, CA","06019","28 years","28",12
,"Fresno County, CA","06019","29 years","29",10
,"Fresno County, CA","06019","30 years","30",13
,"Fresno County, CA","06019","31 years","31",12
,"Fresno County, CA","06019","32 years","32",12
,"Fresno County, CA","06019","33 years","33",12
,"Fresno County, CA","06019","34 years","34",15
,"Fresno County, CA","06019","35 years","35",18
,"Fresno County, CA","06019","36 years","36",10
,"Fresno County, CA","06019","37 years","37",12
,"Fresno County, CA","06019","38 years","38",14
,"Fresno County, CA","06019","39 years","39",13
,"Fresno County, CA","06019","40 years","40",10
,"Fresno County, CA","06019","41 years","41",13
,"Fresno County, CA","06019","43 years","43",15
,"Fresno County, CA","06019","60 years","60",10
,"Humboldt County, CA","06023","45 years","45",11
,"Kern County, CA","06029","17 years","17",13
,"Kern County, CA","06029","18 years","18",12
,"Kern County, CA","06029","19 years","19",17
,"Kern County, CA","06029","20 years","20",20
,"Kern County, CA","06029","21 years","21",19
,"Kern County, CA","06029","22 years","22",28
,"Kern County, CA","06029","23 years","23",24
,"Kern County, CA","06029","24 years","24",25
,"Kern County, CA","06029","25 years","25",25
,"Kern County, CA","06029","26 years","26",17
,"Kern County, CA","06029","27 years","27",29
,"Kern County, CA","06029","28 years","28",26
,"Kern County, CA","06029","29 years","29",27
,"Kern County, CA","06029","30 years","30",39
,"Kern County, CA","06029","31 years","31",43
,"Kern County, CA","06029","32 years","32",27
,"Kern County, CA","06029","33 years","33",38
,"Kern County, CA","06029","34 years","34",37
,"Kern County, CA","06029","35 years","35",33
,"Kern County, CA","06029","36 years","36",27
,"Kern County, CA","06029","37 years","37",35
,"Kern County, CA","06029","38 years","38",22
,"Kern County, CA","06029","39 years","39",33
,"Kern County, CA","06029","40 years","40",24
,"Kern County, CA","06029","41 years","41",15
,"Kern County, CA","06029","42 years","42",25
,"Kern County, CA","06029","43 years","43",27
,"Kern County, CA","06029","44 years","44",25
,"Kern County, CA","06029","45 years","45",22
,"Kern County, CA","06029","46 years","46",17
,"Kern County, CA","06029","47 years","47",19
,"Kern County, CA","06029","48 years","48",26
,"Kern County, CA","06029","49 years","49",16
,"Kern County, CA","06029","50 years","50",19
,"Kern County, CA","06029","51 years","51",26
,"Kern County, CA","06029","52 years","52",22
,"Kern County, CA","06029","53 years","53",22
,"Kern County, CA","06029","54 years","54",16
,"Kern County, CA","06029","55 years","55",17
,"Kern County, CA","06029","56 years","56",18
,"Kern County, CA","06029","57 years","57",24
,"Kern County, CA","06029","58 years","58",19
,"Kern County, CA","06029","59 years","59",22
,"Kern County, CA","06029","60 years","60",16
,"Kern County, CA","06029","61 years","61",17
,"Kern County, CA","06029","62 years","62",19
,"Kern County, CA","06029","63 years","63",15
,"Kern County, CA","06029","65 years","65",10
,"Los Angeles County, CA","06037","14 years","14",12
,"Los Angeles County, CA","06037","15 years","15",12
,"Los Angeles County, CA","06037","16 years","16",23
,"Los Angeles County, CA","06037","17 years","17",44
,"Los Angeles County, CA","06037","18 years","18",66
,"Los Angeles County, CA","06037","19 years","19",77
,"Los Angeles County, CA","06037","20 years","20",103
,"Los Angeles County, CA","06037","21 years","21",105
,"Los Angeles County, CA","06037","22 years","22",134
,"Los Angeles County, CA","06037","23 years","23",136
,"Los Angeles County, CA","06037","24 years","24",144
,"Los Angeles County, CA","06037","25 years","25",186
,"Los Angeles County, CA","06037","26 years","26",210
,"Los Angeles County, CA","06037","27 years","27",187
,"Los Angeles County, CA","06037","28 years","28",239
,"Los Angeles County, CA","06037","29 years","29",240
,"Los Angeles County, CA","06037","30 years","30",238
,"Los Angeles County, CA","06037","31 years","31",263
,"Los Angeles County, CA","06037","32 years","32",226
,"Los Angeles County, CA","06037","33 years","33",189
,"Los Angeles County, CA","06037","34 years","34",208
,"Los Angeles County, CA","06037","35 years","35",216
,"Los Angeles County, CA","06037","36 years","36",195
,"Los Angeles County, CA","06037","37 years","37",194
,"Los Angeles County, CA","06037","38 years","38",160
,"Los Angeles County, CA","06037","39 years","39",185
,"Los Angeles County, CA","06037","40 years","40",175
,"Los Angeles County, CA","06037","41 years","41",162
,"Los Angeles County, CA","06037","42 years","42",146
,"Los Angeles County, CA","06037","43 years","43",148
,"Los Angeles County, CA","06037","44 years","44",141
,"Los Angeles County, CA","06037","45 years","45",134
,"Los Angeles County, CA","06037","46 years","46",134
,"Los Angeles County, CA","06037","47 years","47",133
,"Los Angeles County, CA","06037","48 years","48",119
,"Los Angeles County, CA","06037","49 years","49",113
,"Los Angeles County, CA","06037","50 years","50",119
,"Los Angeles County, CA","06037","51 years","51",119
,"Los Angeles County, CA","06037","52 years","52",116
,"Los Angeles County, CA","06037","53 years","53",108
,"Los Angeles County, CA","06037","54 years","54",116
,"Los Angeles County, CA","06037","55 years","55",101
,"Los Angeles County, CA","06037","56 years","56",133
,"Los Angeles County, CA","06037","57 years","57",91
,"Los Angeles County, CA","06037","58 years","58",86
,"Los Angeles County, CA","06037","59 years","59",94
,"Los Angeles County, CA","06037","60 years","60",86
,"Los Angeles County, CA","06037","61 years","61",73
,"Los Angeles County, CA","06037","62 years","62",76
,"Los Angeles County, CA","06037","63 years","63",61
,"Los Angeles County, CA","06037","64 years","64",58
,"Los Angeles County, CA","06037","65 years","65",59
,"Los Angeles County, CA","06037","66 years","66",52
,"Los Angeles County, CA","06037","67 years","67",35
,"Los Angeles County, CA","06037","68 years","68",27
,"Los Angeles County, CA","06037","69 years","69",27
,"Los Angeles County, CA","06037","70 years","70",18
,"Los Angeles County, CA","06037","71 years","71",12
,"Orange County, CA","06059","16 years","16",17
,"Orange County, CA","06059","17 years","17",22
,"Orange County, CA","06059","18 years","18",27
,"Orange County, CA","06059","19 years","19",29
,"Orange County, CA","06059","20 years","20",35
,"Orange County, CA","06059","21 years","21",55
,"Orange County, CA","06059","22 years","22",39
,"Orange County, CA","06059","23 years","23",51
,"Orange County, CA","06059","24 years","24",63
,"Orange County, CA","06059","25 years","25",71
,"Orange County, CA","06059","26 years","26",71
,"Orange County, CA","06059","27 years","27",75
,"Orange County, CA","06059","28 years","28",74
,"Orange County, CA","06059","29 years","29",96
,"Orange County, CA","06059","30 years","30",92
,"Orange County, CA","06059","31 years","31",84
,"Orange County, CA","06059","32 years","32",84
,"Orange County, CA","06059","33 years","33",88
,"Orange County, CA","06059","34 years","34",94
,"Orange County, CA","06059","35 years","35",82
,"Orange County, CA","06059","36 years","36",89
,"Orange County, CA","06059","37 years","37",77
,"Orange County, CA","06059","38 years","38",68
,"Orange County, CA","06059","39 years","39",69
,"Orange County, CA","06059","40 years","40",64
,"Orange County, CA","06059","41 years","41",60
,"Orange County, CA","06059","42 years","42",66
,"Orange County, CA","06059","43 years","43",50
,"Orange County, CA","06059","44 years","44",53
,"Orange County, CA","06059","45 years","45",50
,"Orange County, CA","06059","46 years","46",40
,"Orange County, CA","06059","47 years","47",45
,"Orange County, CA","06059","48 years","48",46
,"Orange County, CA","06059","49 years","49",55
,"Orange County, CA","06059","50 years","50",49
,"Orange County, CA","06059","51 years","51",49
,"Orange County, CA","06059","52 years","52",51
,"Orange County, CA","06059","53 years","53",38
,"Orange County, CA","06059","54 years","54",54
,"Orange County, CA","06059","55 years","55",42
,"Orange County, CA","06059","56 years","56",50
,"Orange County, CA","06059","57 years","57",44
,"Orange County, CA","06059","58 years","58",39
,"Orange County, CA","06059","59 years","59",52
,"Orange County, CA","06059","60 years","60",34
,"Orange County, CA","06059","61 years","61",30
,"Orange County, CA","06059","62 years","62",30
,"Orange County, CA","06059","63 years","63",35
,"Orange County, CA","06059","64 years","64",22
,"Orange County, CA","06059","65 years","65",16
,"Orange County, CA","06059","66 years","66",17
,"Orange County, CA","06059","67 years","67",19
,"Riverside County, CA","06065","17 years","17",19
,"Riverside County, CA","06065","18 years","18",28
,"Riverside County, CA","06065","19 years","19",27
,"Riverside County, CA","06065","20 years","20",39
,"Riverside County, CA","06065","21 years","21",43
,"Riverside County, CA","06065","22 years","22",51
,"Riverside County, CA","06065","23 years","23",47
,"Riverside County, CA","06065","24 years","24",39
,"Riverside County, CA","06065","25 years","25",48
,"Riverside County, CA","06065","26 years","26",53
,"Riverside County, CA","06065","27 years","27",65
,"Riverside County, CA","06065","28 years","28",65
,"Riverside County, CA","06065","29 years","29",64
,"Riverside County, CA","06065","30 years","30",77
,"Riverside County, CA","06065","31 years","31",71
,"Riverside County, CA","06065","32 years","32",76
,"Riverside County, CA","06065","33 years","33",84
,"Riverside County, CA","06065","34 years","34",69
,"Riverside County, CA","06065","35 years","35",63
,"Riverside County, CA","06065","36 years","36",53
,"Riverside County, CA","06065","37 years","37",58
,"Riverside County, CA","06065","38 years","38",55
,"Riverside County, CA","06065","39 years","39",52
,"Riverside County, CA","06065","40 years","40",54
,"Riverside County, CA","06065","41 years","41",59
,"Riverside County, CA","06065","42 years","42",35
,"Riverside County, CA","06065","43 years","43",39
,"Riverside County, CA","06065","44 years","44",38
,"Riverside County, CA","06065","45 years","45",45
,"Riverside County, CA","06065","46 years","46",29
,"Riverside County, CA","06065","47 years","47",49
,"Riverside County, CA","06065","48 years","48",34
,"Riverside County, CA","06065","49 years","49",39
,"Riverside County, CA","06065","50 years","50",26
,"Riverside County, CA","06065","51 years","51",32
,"Riverside County, CA","06065","52 years","52",37
,"Riverside County, CA","06065","53 years","53",44
,"Riverside County, CA","06065","54 years","54",36
,"Riverside County, CA","06065","55 years","55",35
,"Riverside County, CA","06065","56 years","56",39
,"Riverside County, CA","06065","57 years","57",37
,"Riverside County, CA","06065","58 years","58",33
,"Riverside County, CA","06065","59 years","59",39
,"Riverside County, CA","06065","60 years","60",41
,"Riverside County, CA","06065","61 years","61",30
,"Riverside County, CA","06065","62 years","62",22
,"Riverside County, CA","06065","63 years","63",25
,"Riverside County, CA","06065","64 years","64",24
,"Riverside County, CA","06065","65 years","65",25
,"Riverside County, CA","06065","66 years","66",15
,"Riverside County, CA","06065","67 years","67",21
,"Riverside County, CA","06065","69 years","69",10
,"Sacramento County, CA","06067","18 years","18",14
,"Sacramento County, CA","06067","19 years","19",16
,"Sacramento County, CA","06067","20 years","20",23
,"Sacramento County, CA","06067","21 years","21",23
,"Sacramento County, CA","06067","22 years","22",16
,"Sacramento County, CA","06067","23 years","23",11
,"Sacramento County, CA","06067","24 years","24",20
,"Sacramento County, CA","06067","25 years","25",27
,"Sacramento County, CA","06067","26 years","26",17
,"Sacramento County, CA","06067","27 years","27",30
,"Sacramento County, CA","06067","28 years","28",25
,"Sacramento County, CA","06067","29 years","29",28
,"Sacramento County, CA","06067","30 years","30",38
,"Sacramento County, CA","06067","31 years","31",29
,"Sacramento County, CA","06067","32 years","32",26
,"Sacramento County, CA","06067","33 years","33",45
,"Sacramento County, CA","06067","34 years","34",26
,"Sacramento County, CA","06067","35 years","35",34
,"Sacramento County, CA","06067","36 years","36",20
,"Sacramento County, CA","06067","37 years","37",30
,"Sacramento County, CA","06067","38 years","38",23
,"Sacramento County, CA","06067","39 years","39",30
,"Sacramento County, CA","06067","40 years","40",36
,"Sacramento County, CA","06067","41 years","41",28
,"Sacramento County, CA","06067","42 years","42",12
,"Sacramento County, CA","06067","43 years","43",16
,"Sacramento County, CA","06067","44 years","44",13
,"Sacramento County, CA","06067","45 years","45",14
,"Sacramento County, CA","06067","46 years","46",24
,"Sacramento County, CA","06067","47 years","47",16
,"Sacramento County, CA","06067","48 years","48",16
,"Sacramento County, CA","06067","49 years","49",15
,"Sacramento County, CA","06067","51 years","51",15
,"Sacramento County, CA","06067","52 years","52",11
,"Sacramento County, CA","06067","53 years","53",13
,"Sacramento County, CA","06067","54 years","54",14
,"Sacramento County, CA","06067","55 years","55",16
,"Sacramento County, CA","06067","56 years","56",12
,"Sacramento County, CA","06067","57 years","57",16
,"Sacramento County, CA","06067","58 years","58",14
,"Sacramento County, CA","06067","59 years","59",12
,"Sacramento County, CA","06067","60 years","60",14
,"Sacramento County, CA","06067","61 years","61",10
,"Sacramento County, CA","06067","66 years","66",14
,"Sacramento County, CA","06067","67 years","67",10
,"San Bernardino County, CA","06071","16 years","16",12
,"San Bernardino County, CA","06071","17 years","17",21
,"San Bernardino County, CA","06071","18 years","18",23
