"Notes","County","County Code","Sex","Sex Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Orange County, FL","12095","Male","M","2020","2020",25,688448,3.6,2.4,5.4
,"Orange County, FL","12095","Male","M","2021","2021",14,701392,2.0,1.1,3.3
,"Orange County, FL","12095","Male","M","2022","2022",10,716680,1.4,0.7,2.6
,"Osceola County, FL","12097","Male","M","2018","2018",13,181463,7.2,3.8,12.3
,"Osceola County, FL","12097","Male","M","2019","2019",14,185592,7.5,4.1,12.7
,"Palm Beach County, FL","12099","Female","F","2018","2018",14,765179,1.8,1.0,3.1
,"Palm Beach County, FL","12099","Female","F","2019","2019",17,771325,2.2,1.3,3.5
,"Palm Beach County, FL","12099","Female","F","2020","2020",16,777231,2.1,1.2,3.3
,"Palm Beach County, FL","12099","Female","F","2021","2021",11,767558,1.4,0.7,2.6
,"Palm Beach County, FL","12099","Male","M","2018","2018",57,720762,7.9,6.0,10.2
,"Palm Beach County, FL","12099","Male","M","2019","2019",54,725445,7.4,5.6,9.7
,"Palm Beach County, FL","12099","Male","M","2020","2020",39,730369,5.3,3.8,7.3
,"Palm Beach County, FL","12099","Male","M","2021","2021",24,730429,3.3,2.1,4.9
,"Pasco County, FL","12101","Male","M","2019","2019",11,269315,4.1,2.0,7.3
,"Pinellas County, FL","12103","Male","M","2019","2019",22,468101,4.7,2.9,7.1
,"Polk County, FL","12105","Male","M","2019","2019",10,355420,2.8,1.3,5.2
,"Polk County, FL","12105","Male","M","2020","2020",12,364953,3.3,1.7,5.7
,"Sarasota County, FL","12115","Male","M","2020","2020",10,211296,4.7,2.3,8.7
,"Seminole County, FL","12117","Male","M","2018","2018",17,226010,7.5,4.4,12.0
,"Seminole County, FL","12117","Male","M","2019","2019",13,228175,5.7,3.0,9.7
,"Seminole County, FL","12117","Male","M","2020","2020",14,229394,6.1,3.3,10.2
,"Volusia County, FL","12127","Female","F","2018","2018",10,280321,3.6,1.7,6.6
,"Volusia County, FL","12127","Male","M","2018","2018",41,267217,15.3,11.0,20.8
,"Volusia County, FL","12127","Male","M","2019","2019",26,269803,9.6,6.3,14.1
,"Volusia County, FL","12127","Male","M","2020","2020",34,273478,12.4,8.6,17.4
,"Volusia County, FL","12127","Male","M","2021","2021",16,276566,5.8,3.3,9.4
,"Chatham County, GA","13051","Male","M","2019","2019",12,139068,8.6,4.5,15.1
,"Cobb County, GA","13067","Female","F","2018","2018",10,390265,2.6,1.2,4.7
,"Cobb County, GA","13067","Female","F","2020","2020",13,393192,3.3,1.8,5.7
,"Cobb County, GA","13067","Male","M","2018","2018",27,366600,7.4,4.9,10.7
,"Cobb County, GA","13067","Male","M","2019","2019",28,368461,7.6,5.0,11.0
