"Notes","County","County Code","Sex","Sex Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Santa Clara County, CA","06085","Male","M","2021","2021",26,960462,2.7,1.8,4.0
,"Santa Clara County, CA","06085","Male","M","2022","2022",24,955195,2.5,1.6,3.7
,"Santa Clara County, CA","06085","Male","M","2023","2023",32,955978,3.3,2.3,4.7
,"Santa Clara County, CA","06085","Male","M","2024 ","2024",29,980940,3.0,2.0,4.2
,"Santa Cruz County, CA","06087","Male","M","2023","2023",13,130355,10.0,5.3,17.1
,"Solano County, CA","06095","Male","M","2021","2021",11,226650,4.9,2.4,8.7
,"Solano County, CA","06095","Male","M","2022","2022",10,224222,4.5,2.1,8.2
,"Solano County, CA","06095","Male","M","2023","2023",11,224172,4.9,2.4,8.8
,"Sonoma County, CA","06097","Male","M","2020","2020",15,239269,6.3,3.5,10.3
,"Sonoma County, CA","06097","Male","M","2022","2022",10,237789,4.2,2.0,7.7
,"Stanislaus County, CA","06099","Male","M","2021","2021",10,276067,3.6,1.7,6.7
,"Stanislaus County, CA","06099","Male","M","2022","2022",15,275524,5.4,3.0,9.0
,"Stanislaus County, CA","06099","Male","M","2023","2023",15,274874,5.5,3.1,9.0
,"Ventura County, CA","06111","Male","M","2021","2021",19,418064,4.5,2.7,7.1
,"Ventura County, CA","06111","Male","M","2023","2023",21,412112,5.1,3.2,7.8
,"Adams County, CO","08001","Male","M","2018","2018",15,258470,5.8,3.2,9.6
,"Adams County, CO","08001","Male","M","2020","2020",10,262601,3.8,1.8,7.0
,"Adams County, CO","08001","Male","M","2021","2021",19,265179,7.2,4.3,11.2
,"Adams County, CO","08001","Male","M","2022","2022",29,268719,10.8,7.2,15.5
,"Adams County, CO","08001","Male","M","2023","2023",32,270868,11.8,8.1,16.7
,"Adams County, CO","08001","Male","M","2024 ","2024",17,275838,6.2,3.6,9.9
,"Arapahoe County, CO","08005","Female","F","2021","2021",12,327466,3.7,1.9,6.4
,"Arapahoe County, CO","08005","Male","M","2018","2018",19,322713,5.9,3.5,9.2
,"Arapahoe County, CO","08005","Male","M","2019","2019",14,325857,4.3,2.3,7.2
,"Arapahoe County, CO","08005","Male","M","2020","2020",37,326642,11.3,8.0,15.6
,"Arapahoe County, CO","08005","Male","M","2021","2021",33,327434,10.1,6.9,14.2
,"Arapahoe County, CO","08005","Male","M","2022","2022",27,328180,8.2,5.4,12.0
,"Arapahoe County, CO","08005","Male","M","2023","2023",29,327086,8.9,5.9,12.7
,"Arapahoe County, CO","08005","Male","M","2024 ","2024",29,332561,8.7,5.8,12.5
,"Boulder County, CO","08013","Male","M","2023","2023",12,164663,7.3,3.8,12.7
,"Denver County, CO","08031","Female","F","2020","2020",15,366671,4.1,2.3,6.7
,"Denver County, CO","08031","Female","F","2021","2021",17,353082,4.8,2.8,7.7
,"Denver County, CO","08031","Female","F","2022","2022",14,352227,4.0,2.2,6.7
,"Denver County, CO","08031","Female","F","2023","2023",20,355110,5.6,3.4,8.7
,"Denver County, CO","08031","Female","F","2024 ","2024",14,360708,3.9,2.1,6.5
,"Denver County, CO","08031","Male","M","2018","2018",18,359590,5.0,3.0,7.9
,"Denver County, CO","08031","Male","M","2019","2019",14,364478,3.8,2.1,6.4
,"Denver County, CO","08031","Male","M","2020","2020",44,368867,11.9,8.7,16.0
,"Denver County, CO","08031","Male","M","2021","2021",48,358381,13.4,9.9,17.8
,"Denver County, CO","08031","Male","M","2022","2022",53,361025,14.7,11.0,19.2
,"Denver County, CO","08031","Male","M","2023","2023",71,361467,19.6,15.3,24.8
