"Notes","County","County Code","Sex","Sex Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Hartford County, CT","09003","Female","F","2023","2023",14,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Male","M","2018","2018",20,434117,4.6,2.8,7.1
,"Hartford County, CT","09003","Male","M","2019","2019",33,433204,7.6,5.2,10.7
,"Hartford County, CT","09003","Male","M","2020","2020",34,431892,7.9,5.5,11.0
,"Hartford County, CT","09003","Male","M","2021","2021",28,438422,6.4,4.2,9.2
,"Hartford County, CT","09003","Male","M","2022","2022",31,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Male","M","2023","2023",20,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Male","M","2024 ","2024",11,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","Male","M","2018","2018",10,79242,12.6,6.1,23.2
,"Middlesex County, CT","09007","Male","M","2019","2019",11,79060,13.9,6.9,24.9
,"New Haven County, CT","09009","Female","F","2018","2018",23,444126,5.2,3.3,7.8
,"New Haven County, CT","09009","Female","F","2019","2019",19,442668,4.3,2.6,6.7
,"New Haven County, CT","09009","Female","F","2020","2020",26,441551,5.9,3.8,8.6
,"New Haven County, CT","09009","Female","F","2021","2021",22,445297,4.9,3.1,7.5
,"New Haven County, CT","09009","Female","F","2022","2022",18,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Female","F","2023","2023",18,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Female","F","2024 ","2024",15,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Male","M","2018","2018",32,413494,7.7,5.3,10.9
,"New Haven County, CT","09009","Male","M","2019","2019",48,412089,11.6,8.6,15.4
,"New Haven County, CT","09009","Male","M","2020","2020",37,410397,9.0,6.3,12.4
,"New Haven County, CT","09009","Male","M","2021","2021",33,418403,7.9,5.4,11.1
,"New Haven County, CT","09009","Male","M","2022","2022",45,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Male","M","2023","2023",32,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Male","M","2024 ","2024",18,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011","Female","F","2021","2021",11,133294,8.3,4.1,14.8
,"New London County, CT","09011","Male","M","2019","2019",12,133006,9.0,4.7,15.8
,"New London County, CT","09011","Male","M","2020","2020",12,132685,9.0,4.7,15.8
,"New London County, CT","09011","Male","M","2021","2021",11,135511,8.1,4.1,14.5
,"New London County, CT","09011","Male","M","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"New Castle County, DE","10003","Female","F","2018","2018",14,288212,4.9,2.7,8.2
,"New Castle County, DE","10003","Female","F","2019","2019",16,288297,5.5,3.2,9.0
,"New Castle County, DE","10003","Female","F","2020","2020",13,289705,4.5,2.4,7.7
,"New Castle County, DE","10003","Female","F","2021","2021",14,293432,4.8,2.6,8.0
,"New Castle County, DE","10003","Female","F","2022","2022",12,295667,4.1,2.1,7.1
,"New Castle County, DE","10003","Male","M","2018","2018",25,271123,9.2,6.0,13.6
,"New Castle County, DE","10003","Male","M","2019","2019",13,270456,4.8,2.6,8.2
,"New Castle County, DE","10003","Male","M","2020","2020",21,271826,7.7,4.8,11.8
,"New Castle County, DE","10003","Male","M","2021","2021",16,278276,5.7,3.3,9.3
,"New Castle County, DE","10003","Male","M","2022","2022",12,279827,4.3,2.2,7.5
,"New Castle County, DE","10003","Male","M","2023","2023",10,280456,3.6,1.7,6.6
,"New Castle County, DE","10003","Male","M","2024 ","2024",13,284999,4.6,2.4,7.8
,"District of Columbia, DC","11001","Female","F","2020","2020",16,374884,4.3,2.4,6.9
,"District of Columbia, DC","11001","Female","F","2022","2022",10,352121,2.8,1.4,5.2
,"District of Columbia, DC","11001","Female","F","2023","2023",12,357257,3.4,1.7,5.9
,"District of Columbia, DC","11001","Male","M","2018","2018",23,333307,6.9,4.4,10.4
,"District of Columbia, DC","11001","Male","M","2019","2019",17,334711,5.1,3.0,8.1
,"District of Columbia, DC","11001","Male","M","2020","2020",21,337932,6.2,3.8,9.5
,"District of Columbia, DC","11001","Male","M","2021","2021",21,318904,6.6,4.1,10.1
,"District of Columbia, DC","11001","Male","M","2022","2022",21,319682,6.6,4.1,10.0
,"District of Columbia, DC","11001","Male","M","2023","2023",10,321715,3.1,1.5,5.7
,"District of Columbia, DC","11001","Male","M","2024 ","2024",17,332803,5.1,3.0,8.2
,"Bay County, FL","12005","Male","M","2019","2019",11,86622,12.7,6.3,22.7
,"Bay County, FL","12005","Male","M","2024 ","2024",10,98949,10.1,4.8,18.6
,"Brevard County, FL","12009","Female","F","2018","2018",26,304946,8.5,5.6,12.5
,"Brevard County, FL","12009","Female","F","2019","2019",30,307558,9.8,6.6,13.9
,"Brevard County, FL","12009","Female","F","2020","2020",31,310905,10.0,6.8,14.2
,"Brevard County, FL","12009","Female","F","2021","2021",29,312670,9.3,6.2,13.3
,"Brevard County, FL","12009","Female","F","2023","2023",18,326305,5.5,3.3,8.7
,"Brevard County, FL","12009","Female","F","2024 ","2024",11,333852,3.3,1.6,5.9
,"Brevard County, FL","12009","Male","M","2018","2018",39,291903,13.4,9.5,18.3
,"Brevard County, FL","12009","Male","M","2019","2019",57,294384,19.4,14.7,25.1
,"Brevard County, FL","12009","Male","M","2020","2020",45,297554,15.1,11.0,20.2
,"Brevard County, FL","12009","Male","M","2021","2021",35,303958,11.5,8.0,16.0
,"Brevard County, FL","12009","Male","M","2022","2022",23,311159,7.4,4.7,11.1
,"Brevard County, FL","12009","Male","M","2023","2023",32,317674,10.1,6.9,14.2
,"Brevard County, FL","12009","Male","M","2024 ","2024",22,324595,6.8,4.2,10.3
,"Broward County, FL","12011","Female","F","2018","2018",14,1000692,1.4,0.8,2.3
,"Broward County, FL","12011","Female","F","2019","2019",19,1001908,1.9,1.1,3.0
,"Broward County, FL","12011","Female","F","2020","2020",35,1003500,3.5,2.4,4.9
,"Broward County, FL","12011","Female","F","2021","2021",35,983558,3.6,2.5,4.9
,"Broward County, FL","12011","Female","F","2022","2022",27,989711,2.7,1.8,4.0
,"Broward County, FL","12011","Female","F","2023","2023",28,999413,2.8,1.9,4.0
,"Broward County, FL","12011","Female","F","2024 ","2024",19,1036040,1.8,1.1,2.9
,"Broward County, FL","12011","Male","M","2018","2018",32,950568,3.4,2.3,4.8
,"Broward County, FL","12011","Male","M","2019","2019",29,950870,3.0,2.0,4.4
,"Broward County, FL","12011","Male","M","2020","2020",68,954605,7.1,5.5,9.0
,"Broward County, FL","12011","Male","M","2021","2021",64,947425,6.8,5.2,8.6
,"Broward County, FL","12011","Male","M","2022","2022",55,957315,5.7,4.3,7.5
,"Broward County, FL","12011","Male","M","2023","2023",44,963118,4.6,3.3,6.1
,"Broward County, FL","12011","Male","M","2024 ","2024",31,1001432,3.1,2.1,4.4
,"Citrus County, FL","12017","Male","M","2019","2019",11,72571,15.2,7.6,27.1
,"Citrus County, FL","12017","Male","M","2021","2021",12,77135,15.6,8.0,27.2
,"Clay County, FL","12019","Female","F","2018","2018",10,109512,9.1,4.4,16.8
,"Collier County, FL","12021","Male","M","2018","2018",13,186769,7.0,3.7,11.9
,"Collier County, FL","12021","Male","M","2019","2019",11,189649,5.8,2.9,10.4
,"Collier County, FL","12021","Male","M","2020","2020",11,193490,5.7,2.8,10.2
,"Duval County, FL","12031","Female","F","2018","2018",43,489747,8.8,6.4,11.8
,"Duval County, FL","12031","Female","F","2019","2019",28,493530,5.7,3.8,8.2
,"Duval County, FL","12031","Female","F","2020","2020",34,498477,6.8,4.7,9.5
,"Duval County, FL","12031","Female","F","2021","2021",24,513403,4.7,3.0,7.0
,"Duval County, FL","12031","Female","F","2022","2022",20,522642,3.8,2.3,5.9
,"Duval County, FL","12031","Female","F","2023","2023",20,531295,3.8,2.3,5.8
,"Duval County, FL","12031","Female","F","2024 ","2024",12,543756,2.2,1.1,3.9
,"Duval County, FL","12031","Male","M","2018","2018",63,460434,13.7,10.5,17.5
,"Duval County, FL","12031","Male","M","2019","2019",53,464225,11.4,8.6,14.9
,"Duval County, FL","12031","Male","M","2020","2020",68,468251,14.5,11.3,18.4
,"Duval County, FL","12031","Male","M","2021","2021",38,486532,7.8,5.5,10.7
,"Duval County, FL","12031","Male","M","2022","2022",42,493894,8.5,6.1,11.5
,"Duval County, FL","12031","Male","M","2023","2023",25,499527,5.0,3.2,7.4
,"Duval County, FL","12031","Male","M","2024 ","2024",13,511403,2.5,1.4,4.3
,"Escambia County, FL","12033","Female","F","2021","2021",11,162760,6.8,3.4,12.1
,"Escambia County, FL","12033","Female","F","2022","2022",17,164306,10.3,6.0,16.6
,"Escambia County, FL","12033","Male","M","2018","2018",14,156179,9.0,4.9,15.0
,"Escambia County, FL","12033","Male","M","2019","2019",13,157221,8.3,4.4,14.1
,"Escambia County, FL","12033","Male","M","2020","2020",17,158917,10.7,6.2,17.1
,"Escambia County, FL","12033","Male","M","2021","2021",19,159630,11.9,7.2,18.6
,"Escambia County, FL","12033","Male","M","2022","2022",24,160572,14.9,9.6,22.2
,"Escambia County, FL","12033","Male","M","2023","2023",14,161010,8.7,4.8,14.6
,"Hernando County, FL","12053","Male","M","2018","2018",10,91975,10.9,5.2,20.0
,"Hernando County, FL","12053","Male","M","2021","2021",14,97509,14.4,7.8,24.1
,"Hillsborough County, FL","12057","Female","F","2018","2018",34,733948,4.6,3.2,6.5
,"Hillsborough County, FL","12057","Female","F","2019","2019",31,751639,4.1,2.8,5.9
,"Hillsborough County, FL","12057","Female","F","2020","2020",43,764482,5.6,4.1,7.6
,"Hillsborough County, FL","12057","Female","F","2021","2021",32,750461,4.3,2.9,6.0
,"Hillsborough County, FL","12057","Female","F","2022","2022",31,766538,4.0,2.7,5.7
,"Hillsborough County, FL","12057","Female","F","2023","2023",28,778704,3.6,2.4,5.2
,"Hillsborough County, FL","12057","Female","F","2024 ","2024",19,799924,2.4,1.4,3.7
,"Hillsborough County, FL","12057","Male","M","2018","2018",41,702940,5.8,4.2,7.9
,"Hillsborough County, FL","12057","Male","M","2019","2019",35,720329,4.9,3.4,6.8
,"Hillsborough County, FL","12057","Male","M","2020","2020",53,733475,7.2,5.4,9.5
,"Hillsborough County, FL","12057","Male","M","2021","2021",44,727733,6.0,4.4,8.1
,"Hillsborough County, FL","12057","Male","M","2022","2022",55,746763,7.4,5.5,9.6
,"Hillsborough County, FL","12057","Male","M","2023","2023",34,756860,4.5,3.1,6.3
,"Hillsborough County, FL","12057","Male","M","2024 ","2024",26,781502,3.3,2.2,4.9
,"Lake County, FL","12069","Female","F","2019","2019",11,189331,5.8,2.9,10.4
,"Lake County, FL","12069","Male","M","2020","2020",12,181748,6.6,3.4,11.5
,"Lake County, FL","12069","Male","M","2021","2021",11,193039,5.7,2.8,10.2
,"Lee County, FL","12071","Female","F","2018","2018",21,385238,5.5,3.4,8.3
,"Lee County, FL","12071","Female","F","2020","2020",19,403754,4.7,2.8,7.3
,"Lee County, FL","12071","Female","F","2021","2021",11,400010,2.7,1.4,4.9
,"Lee County, FL","12071","Female","F","2022","2022",19,417382,4.6,2.7,7.1
,"Lee County, FL","12071","Female","F","2023","2023",22,424047,5.2,3.3,7.9
,"Lee County, FL","12071","Female","F","2024 ","2024",19,437480,4.3,2.6,6.8
,"Lee County, FL","12071","Male","M","2018","2018",14,369372,3.8,2.1,6.4
,"Lee County, FL","12071","Male","M","2019","2019",20,377301,5.3,3.2,8.2
,"Lee County, FL","12071","Male","M","2020","2020",18,387013,4.7,2.8,7.4
,"Lee County, FL","12071","Male","M","2021","2021",13,387966,3.4,1.8,5.7
,"Lee County, FL","12071","Male","M","2022","2022",30,405071,7.4,5.0,10.6
,"Lee County, FL","12071","Male","M","2023","2023",23,410526,5.6,3.6,8.4
,"Lee County, FL","12071","Male","M","2024 ","2024",12,423479,2.8,1.5,4.9
,"Manatee County, FL","12081","Female","F","2018","2018",15,204208,7.3,4.1,12.1
,"Manatee County, FL","12081","Female","F","2019","2019",10,208446,4.8,2.3,8.8
,"Manatee County, FL","12081","Male","M","2019","2019",20,194807,10.3,6.3,15.9
,"Manatee County, FL","12081","Male","M","2021","2021",10,200506,5.0,2.4,9.2
,"Manatee County, FL","12081","Male","M","2022","2022",10,208368,4.8,2.3,8.8
,"Manatee County, FL","12081","Male","M","2023","2023",11,213976,5.1,2.6,9.2
,"Marion County, FL","12083","Female","F","2018","2018",16,187335,8.5,4.9,13.9
,"Marion County, FL","12083","Female","F","2019","2019",14,190395,7.4,4.0,12.3
,"Marion County, FL","12083","Female","F","2020","2020",17,194382,8.7,5.1,14.0
,"Marion County, FL","12083","Female","F","2022","2022",16,204925,7.8,4.5,12.7
,"Marion County, FL","12083","Female","F","2023","2023",10,212004,4.7,2.3,8.7
,"Marion County, FL","12083","Male","M","2018","2018",25,172642,14.5,9.4,21.4
,"Marion County, FL","12083","Male","M","2019","2019",16,175184,9.1,5.2,14.8
,"Marion County, FL","12083","Male","M","2020","2020",17,179131,9.5,5.5,15.2
,"Marion County, FL","12083","Male","M","2021","2021",20,186194,10.7,6.6,16.6
,"Marion County, FL","12083","Male","M","2022","2022",10,191490,5.2,2.5,9.6
,"Marion County, FL","12083","Male","M","2023","2023",11,197955,5.6,2.8,9.9
,"Miami-Dade County, FL","12086","Female","F","2018","2018",21,1420863,1.5,0.9,2.3
,"Miami-Dade County, FL","12086","Female","F","2019","2019",21,1396760,1.5,0.9,2.3
,"Miami-Dade County, FL","12086","Female","F","2020","2020",21,1390004,1.5,0.9,2.3
,"Miami-Dade County, FL","12086","Female","F","2021","2021",11,1357438,0.8,0.4,1.4
,"Miami-Dade County, FL","12086","Female","F","2022","2022",11,1359746,0.8,0.4,1.4
,"Miami-Dade County, FL","12086","Female","F","2023","2023",15,1366655,1.1,0.6,1.8
,"Miami-Dade County, FL","12086","Male","M","2018","2018",34,1340718,2.5,1.8,3.5
,"Miami-Dade County, FL","12086","Male","M","2019","2019",39,1320180,3.0,2.1,4.0
,"Miami-Dade County, FL","12086","Male","M","2020","2020",31,1317299,2.4,1.6,3.3
,"Miami-Dade County, FL","12086","Male","M","2021","2021",24,1305339,1.8,1.2,2.7
,"Miami-Dade County, FL","12086","Male","M","2022","2022",22,1314091,1.7,1.0,2.5
,"Miami-Dade County, FL","12086","Male","M","2023","2023",15,1320212,1.1,0.6,1.9
,"Miami-Dade County, FL","12086","Male","M","2024 ","2024",20,1396109,1.4,0.9,2.2
,"Okaloosa County, FL","12091","Male","M","2018","2018",13,104997,12.4,6.6,21.2
,"Orange County, FL","12095","Female","F","2018","2018",17,703300,2.4,1.4,3.9
,"Orange County, FL","12095","Female","F","2019","2019",12,709659,1.7,0.9,3.0
,"Orange County, FL","12095","Female","F","2021","2021",11,721354,1.5,0.8,2.7
,"Orange County, FL","12095","Female","F","2022","2022",12,736046,1.6,0.8,2.8
,"Orange County, FL","12095","Female","F","2023","2023",16,747288,2.1,1.2,3.5
,"Orange County, FL","12095","Female","F","2024 ","2024",13,779737,1.7,0.9,2.9
,"Orange County, FL","12095","Male","M","2018","2018",36,677345,5.3,3.7,7.4
,"Orange County, FL","12095","Male","M","2019","2019",30,683793,4.4,3.0,6.3
,"Orange County, FL","12095","Male","M","2020","2020",32,688448,4.6,3.2,6.6
,"Orange County, FL","12095","Male","M","2021","2021",32,701392,4.6,3.1,6.4
,"Orange County, FL","12095","Male","M","2022","2022",23,716680,3.2,2.0,4.8
,"Orange County, FL","12095","Male","M","2023","2023",29,724128,4.0,2.7,5.8
,"Orange County, FL","12095","Male","M","2024 ","2024",16,753909,2.1,1.2,3.4
,"Osceola County, FL","12097","Female","F","2018","2018",10,186527,5.4,2.6,9.9
,"Osceola County, FL","12097","Male","M","2020","2020",13,190152,6.8,3.6,11.7
,"Palm Beach County, FL","12099","Female","F","2018","2018",44,765179,5.8,4.2,7.7
,"Palm Beach County, FL","12099","Female","F","2019","2019",36,771325,4.7,3.3,6.5
,"Palm Beach County, FL","12099","Female","F","2020","2020",29,777231,3.7,2.5,5.4
,"Palm Beach County, FL","12099","Female","F","2021","2021",33,767558,4.3,3.0,6.0
,"Palm Beach County, FL","12099","Female","F","2022","2022",26,777022,3.3,2.2,4.9
,"Palm Beach County, FL","12099","Female","F","2023","2023",36,785432,4.6,3.2,6.3
,"Palm Beach County, FL","12099","Female","F","2024 ","2024",18,809216,2.2,1.3,3.5
,"Palm Beach County, FL","12099","Male","M","2018","2018",57,720762,7.9,6.0,10.2
,"Palm Beach County, FL","12099","Male","M","2019","2019",78,725445,10.8,8.5,13.4
,"Palm Beach County, FL","12099","Male","M","2020","2020",51,730369,7.0,5.2,9.2
,"Palm Beach County, FL","12099","Male","M","2021","2021",63,730429,8.6,6.6,11.0
,"Palm Beach County, FL","12099","Male","M","2022","2022",53,741455,7.1,5.4,9.3
,"Palm Beach County, FL","12099","Male","M","2023","2023",49,748369,6.5,4.8,8.7
,"Palm Beach County, FL","12099","Male","M","2024 ","2024",25,772839,3.2,2.1,4.8
,"Pasco County, FL","12101","Female","F","2018","2018",14,277224,5.1,2.8,8.5
,"Pasco County, FL","12101","Female","F","2019","2019",18,284632,6.3,3.7,10.0
,"Pasco County, FL","12101","Female","F","2022","2022",13,310235,4.2,2.2,7.2
,"Pasco County, FL","12101","Male","M","2018","2018",31,262406,11.8,8.0,16.8
,"Pasco County, FL","12101","Male","M","2019","2019",30,269315,11.1,7.5,15.9
,"Pasco County, FL","12101","Male","M","2021","2021",14,285365,4.9,2.7,8.2
,"Pasco County, FL","12101","Male","M","2022","2022",16,298559,5.4,3.1,8.7
,"Pasco County, FL","12101","Male","M","2023","2023",11,310120,3.5,1.8,6.3
,"Pinellas County, FL","12103","Female","F","2018","2018",32,507452,6.3,4.3,8.9
,"Pinellas County, FL","12103","Female","F","2019","2019",36,506895,7.1,5.0,9.8
,"Pinellas County, FL","12103","Female","F","2021","2021",16,494635,3.2,1.8,5.3
,"Pinellas County, FL","12103","Male","M","2018","2018",55,467828,11.8,8.9,15.3
,"Pinellas County, FL","12103","Male","M","2019","2019",61,468101,13.0,10.0,16.7
,"Pinellas County, FL","12103","Male","M","2020","2020",15,468464,3.2,1.8,5.3
,"Pinellas County, FL","12103","Male","M","2021","2021",22,461980,4.8,3.0,7.2
,"Pinellas County, FL","12103","Male","M","2022","2022",23,465057,4.9,3.1,7.4
,"Polk County, FL","12105","Female","F","2018","2018",21,361080,5.8,3.6,8.9
,"Polk County, FL","12105","Female","F","2019","2019",13,369357,3.5,1.9,6.0
,"Polk County, FL","12105","Female","F","2020","2020",12,379599,3.2,1.6,5.5
,"Polk County, FL","12105","Female","F","2022","2022",15,398368,3.8,2.1,6.2
,"Polk County, FL","12105","Female","F","2023","2023",12,414577,2.9,1.5,5.1
,"Polk County, FL","12105","Female","F","2024 ","2024",10,432313,2.3,1.1,4.3
,"Polk County, FL","12105","Male","M","2018","2018",19,346929,5.5,3.3,8.6
,"Polk County, FL","12105","Male","M","2019","2019",14,355420,3.9,2.2,6.6
,"Polk County, FL","12105","Male","M","2020","2020",17,364953,4.7,2.7,7.5
,"Polk County, FL","12105","Male","M","2021","2021",10,371507,2.7,1.3,5.0
,"Polk County, FL","12105","Male","M","2022","2022",10,389036,2.6,1.2,4.7
,"Polk County, FL","12105","Male","M","2023","2023",10,403753,2.5,1.2,4.6
,"Polk County, FL","12105","Male","M","2024 ","2024",11,420565,2.6,1.3,4.7
,"St. Lucie County, FL","12111","Male","M","2020","2020",15,164604,9.1,5.1,15.0
,"St. Lucie County, FL","12111","Male","M","2021","2021",10,168805,5.9,2.8,10.9
,"St. Lucie County, FL","12111","Male","M","2022","2022",16,176604,9.1,5.2,14.7
,"St. Lucie County, FL","12111","Male","M","2023","2023",10,183458,5.5,2.6,10.0
,"St. Lucie County, FL","12111","Male","M","2024 ","2024",13,192075,6.8,3.6,11.6
,"Sarasota County, FL","12115","Female","F","2018","2018",10,223376,4.5,2.1,8.2
,"Sarasota County, FL","12115","Female","F","2019","2019",15,227167,6.6,3.7,10.9
,"Sarasota County, FL","12115","Female","F","2020","2020",11,232169,4.7,2.4,8.5
,"Sarasota County, FL","12115","Female","F","2021","2021",12,232464,5.2,2.7,9.0
,"Sarasota County, FL","12115","Male","M","2018","2018",19,203342,9.3,5.6,14.6
,"Sarasota County, FL","12115","Male","M","2019","2019",12,206575,5.8,3.0,10.1
,"Sarasota County, FL","12115","Male","M","2020","2020",14,211296,6.6,3.6,11.1
,"Sarasota County, FL","12115","Male","M","2021","2021",16,214593,7.5,4.3,12.1
,"Sarasota County, FL","12115","Male","M","2024 ","2024",11,228882,4.8,2.4,8.6
,"Seminole County, FL","12117","Female","F","2020","2020",12,244777,4.9,2.5,8.6
,"Seminole County, FL","12117","Female","F","2022","2022",10,245169,4.1,2.0,7.5
,"Seminole County, FL","12117","Male","M","2018","2018",16,226010,7.1,4.0,11.5
,"Seminole County, FL","12117","Male","M","2019","2019",10,228175,4.4,2.1,8.1
,"Seminole County, FL","12117","Male","M","2020","2020",18,229394,7.8,4.7,12.4
,"Seminole County, FL","12117","Male","M","2021","2021",13,228868,5.7,3.0,9.7
,"Seminole County, FL","12117","Male","M","2022","2022",10,233603,4.3,2.1,7.9
,"Volusia County, FL","12127","Female","F","2018","2018",15,280321,5.4,3.0,8.8
,"Volusia County, FL","12127","Female","F","2020","2020",22,288019,7.6,4.8,11.6
,"Volusia County, FL","12127","Female","F","2021","2021",16,287846,5.6,3.2,9.0
,"Volusia County, FL","12127","Female","F","2022","2022",12,295168,4.1,2.1,7.1
,"Volusia County, FL","12127","Female","F","2023","2023",13,301445,4.3,2.3,7.4
,"Volusia County, FL","12127","Female","F","2024 ","2024",13,307660,4.2,2.2,7.2
,"Volusia County, FL","12127","Male","M","2018","2018",22,267217,8.2,5.2,12.5
,"Volusia County, FL","12127","Male","M","2019","2019",22,269803,8.2,5.1,12.3
,"Volusia County, FL","12127","Male","M","2020","2020",39,273478,14.3,10.1,19.5
,"Volusia County, FL","12127","Male","M","2021","2021",40,276566,14.5,10.3,19.7
,"Volusia County, FL","12127","Male","M","2022","2022",27,284024,9.5,6.3,13.8
,"Volusia County, FL","12127","Male","M","2023","2023",26,288912,9.0,5.9,13.2
,"Volusia County, FL","12127","Male","M","2024 ","2024",14,295112,4.7,2.6,8.0
,"Bartow County, GA","13015","Male","M","2021","2021",10,54900,18.2,8.7,33.5
,"Cherokee County, GA","13057","Female","F","2018","2018",11,128981,8.5,4.3,15.3
,"Cherokee County, GA","13057","Male","M","2018","2018",11,125168,8.8,4.4,15.7
,"Cherokee County, GA","13057","Male","M","2020","2020",12,130629,9.2,4.7,16.0
,"Cobb County, GA","13067","Female","F","2018","2018",14,390265,3.6,2.0,6.0
,"Cobb County, GA","13067","Female","F","2020","2020",20,393192,5.1,3.1,7.9
,"Cobb County, GA","13067","Female","F","2021","2021",16,393183,4.1,2.3,6.6
,"Cobb County, GA","13067","Female","F","2024 ","2024",10,403164,2.5,1.2,4.6
,"Cobb County, GA","13067","Male","M","2018","2018",24,366600,6.5,4.2,9.7
,"Cobb County, GA","13067","Male","M","2019","2019",19,368461,5.2,3.1,8.1
,"Cobb County, GA","13067","Male","M","2020","2020",14,369752,3.8,2.1,6.4
,"Cobb County, GA","13067","Male","M","2021","2021",32,373619,8.6,5.9,12.1
,"Cobb County, GA","13067","Male","M","2022","2022",25,376750,6.6,4.3,9.8
,"Cobb County, GA","13067","Male","M","2023","2023",15,378633,4.0,2.2,6.5
,"Cobb County, GA","13067","Male","M","2024 ","2024",11,384374,2.9,1.4,5.1
,"DeKalb County, GA","13089","Female","F","2019","2019",12,400852,3.0,1.5,5.2
,"DeKalb County, GA","13089","Female","F","2020","2020",12,402455,3.0,1.5,5.2
,"DeKalb County, GA","13089","Male","M","2019","2019",10,358445,2.8,1.3,5.1
,"DeKalb County, GA","13089","Male","M","2020","2020",15,359554,4.2,2.3,6.9
,"DeKalb County, GA","13089","Male","M","2021","2021",19,359174,5.3,3.2,8.3
,"DeKalb County, GA","13089","Male","M","2022","2022",14,361534,3.9,2.1,6.5
,"Fulton County, GA","13121","Female","F","2018","2018",12,541587,2.2,1.1,3.9
,"Fulton County, GA","13121","Female","F","2020","2020",15,556823,2.7,1.5,4.4
,"Fulton County, GA","13121","Female","F","2021","2021",12,548679,2.2,1.1,3.8
,"Fulton County, GA","13121","Female","F","2022","2022",20,551293,3.6,2.2,5.6
,"Fulton County, GA","13121","Female","F","2023","2023",13,555014,2.3,1.2,4.0
,"Fulton County, GA","13121","Female","F","2024 ","2024",11,561991,2.0,1.0,3.5
,"Fulton County, GA","13121","Male","M","2018","2018",21,508527,4.1,2.6,6.3
,"Fulton County, GA","13121","Male","M","2019","2019",18,514494,3.5,2.1,5.5
,"Fulton County, GA","13121","Male","M","2020","2020",23,520579,4.4,2.8,6.6
,"Fulton County, GA","13121","Male","M","2021","2021",28,516655,5.4,3.6,7.8
,"Fulton County, GA","13121","Male","M","2022","2022",32,523341,6.1,4.2,8.6
,"Fulton County, GA","13121","Male","M","2023","2023",23,524091,4.4,2.8,6.6
,"Fulton County, GA","13121","Male","M","2024 ","2024",21,528363,4.0,2.5,6.1
,"Gwinnett County, GA","13135","Female","F","2018","2018",17,474795,3.6,2.1,5.7
,"Gwinnett County, GA","13135","Female","F","2019","2019",10,479554,2.1,1.0,3.8
,"Gwinnett County, GA","13135","Female","F","2021","2021",13,491826,2.6,1.4,4.5
,"Gwinnett County, GA","13135","Female","F","2022","2022",12,496449,2.4,1.2,4.2
,"Gwinnett County, GA","13135","Female","F","2023","2023",10,501238,2.0,1.0,3.7
,"Gwinnett County, GA","13135","Female","F","2024 ","2024",14,511036,2.7,1.5,4.6
,"Gwinnett County, GA","13135","Male","M","2018","2018",18,452986,4.0,2.4,6.3
,"Gwinnett County, GA","13135","Male","M","2020","2020",23,459560,5.0,3.2,7.5
,"Gwinnett County, GA","13135","Male","M","2021","2021",25,472720,5.3,3.4,7.8
,"Gwinnett County, GA","13135","Male","M","2022","2022",17,478904,3.5,2.1,5.7
,"Gwinnett County, GA","13135","Male","M","2023","2023",20,482288,4.1,2.5,6.4
,"Gwinnett County, GA","13135","Male","M","2024 ","2024",11,492833,2.2,1.1,4.0
,"Hall County, GA","13139","Male","M","2022","2022",10,106493,9.4,4.5,17.3
,"Paulding County, GA","13223","Female","F","2023","2023",10,93685,10.7,5.1,19.6
,"Richmond County, GA","13245","Female","F","2019","2019",10,104293,9.6,4.6,17.6
,"Richmond County, GA","13245","Male","M","2018","2018",10,97624,10.2,4.9,18.8
,"Richmond County, GA","13245","Male","M","2022","2022",12,100149,12.0,6.2,20.9
,"Richmond County, GA","13245","Male","M","2023","2023",10,99066,10.1,4.8,18.6
,"Honolulu County, HI","15003","Male","M","2020","2020",10,484870,2.1,1.0,3.8
,"Honolulu County, HI","15003","Male","M","2024 ","2024",11,502477,2.2,1.1,3.9
,"Ada County, ID","16001","Female","F","2018","2018",10,234700,4.3,2.0,7.8
,"Ada County, ID","16001","Female","F","2019","2019",16,240455,6.7,3.8,10.8
,"Ada County, ID","16001","Female","F","2020","2020",11,246900,4.5,2.2,8.0
,"Ada County, ID","16001","Female","F","2022","2022",17,256563,6.6,3.9,10.6
,"Ada County, ID","16001","Female","F","2024 ","2024",10,266079,3.8,1.8,6.9
,"Ada County, ID","16001","Male","M","2018","2018",18,235266,7.7,4.5,12.1
,"Ada County, ID","16001","Male","M","2019","2019",14,241132,5.8,3.2,9.7
,"Ada County, ID","16001","Male","M","2020","2020",16,247499,6.5,3.7,10.5
,"Ada County, ID","16001","Male","M","2021","2021",15,257707,5.8,3.3,9.6
