"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Madison County, TN","47113","2022","2022",12,99245,12.1,6.2,21.1
,"Madison County, TN","47113","2023","2023",13,99193,13.1,7.0,22.4
,"Maury County, TN","47119","2021","2021",11,104760,10.5,5.2,18.8
,"Montgomery County, TN","47125","2021","2021",19,227900,8.3,5.0,13.0
,"Montgomery County, TN","47125","2022","2022",19,235201,8.1,4.9,12.6
,"Montgomery County, TN","47125","2023","2023",20,239872,8.3,5.1,12.9
,"Robertson County, TN","47147","2023","2023",12,76776,15.6,8.1,27.3
,"Rutherford County, TN","47149","2019","2019",13,332285,3.9,2.1,6.7
,"Rutherford County, TN","47149","2020","2020",11,339261,3.2,1.6,5.8
,"Rutherford County, TN","47149","2021","2021",20,352182,5.7,3.5,8.8
,"Rutherford County, TN","47149","2022","2022",27,360619,7.5,4.9,10.9
,"Rutherford County, TN","47149","2023","2023",35,367101,9.5,6.6,13.3
,"Rutherford County, TN","47149","2024 ","2024",29,376996,7.7,5.2,11.0
,"Shelby County, TN","47157","2018","2018",56,935764,6.0,4.5,7.8
,"Shelby County, TN","47157","2019","2019",91,937166,9.7,7.8,11.9
,"Shelby County, TN","47157","2020","2020",121,936017,12.9,10.6,15.2
,"Shelby County, TN","47157","2021","2021",220,924454,23.8,20.7,26.9
,"Shelby County, TN","47157","2022","2022",220,916371,24.0,20.8,27.2
