"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Baldwin County, AL","01003","2021","2021",10,239294,4.2,2.0,7.7
,"Baldwin County, AL","01003","2022","2022",11,246435,4.5,2.2,8.0
,"Baldwin County, AL","01003","2024 ","2024",14,261608,5.4,2.9,9.0
,"Jefferson County, AL","01073","2018","2018",42,659300,6.4,4.6,8.6
,"Jefferson County, AL","01073","2019","2019",47,658573,7.1,5.2,9.5
,"Jefferson County, AL","01073","2020","2020",60,655342,9.2,7.0,11.8
,"Jefferson County, AL","01073","2021","2021",111,667820,16.6,13.5,19.7
,"Jefferson County, AL","01073","2022","2022",128,665409,19.2,15.9,22.6
,"Jefferson County, AL","01073","2023","2023",132,662895,19.9,16.5,23.3
,"Jefferson County, AL","01073","2024 ","2024",96,664744,14.4,11.7,17.6
,"Madison County, AL","01089","2021","2021",12,395211,3.0,1.6,5.3
,"Madison County, AL","01089","2023","2023",14,412600,3.4,1.9,5.7
,"Madison County, AL","01089","2024 ","2024",10,423355,2.4,1.1,4.3
,"Mobile County, AL","01097","2020","2020",18,412716,4.4,2.6,6.9
,"Mobile County, AL","01097","2021","2021",21,413073,5.1,3.1,7.8
,"Mobile County, AL","01097","2022","2022",24,411411,5.8,3.7,8.7
,"Mobile County, AL","01097","2023","2023",29,411640,7.0,4.7,10.1
,"Mobile County, AL","01097","2024 ","2024",24,412339,5.8,3.7,8.7
,"Montgomery County, AL","01101","2020","2020",10,224639,4.5,2.1,8.2
,"Montgomery County, AL","01101","2023","2023",12,224980,5.3,2.8,9.3
,"Montgomery County, AL","01101","2024 ","2024",12,225894,5.3,2.7,9.3
,"Shelby County, AL","01117","2024 ","2024",10,235969,4.2,2.0,7.8
,"Tuscaloosa County, AL","01125","2023","2023",11,237373,4.6,2.3,8.3
,"Anchorage Borough, AK","02020","2020","2020",13,287095,4.5,2.4,7.7
,"Anchorage Borough, AK","02020","2022","2022",18,287145,6.3,3.7,9.9
,"Anchorage Borough, AK","02020","2023","2023",19,286075,6.6,4.0,10.4
,"Anchorage Borough, AK","02020","2024 ","2024",24,289600,8.3,5.3,12.3
,"Maricopa County, AZ","04013","2018","2018",135,4410824,3.1,2.5,3.6
,"Maricopa County, AZ","04013","2019","2019",108,4485414,2.4,2.0,2.9
,"Maricopa County, AZ","04013","2020","2020",115,4579081,2.5,2.1,3.0
,"Maricopa County, AZ","04013","2021","2021",125,4496588,2.8,2.3,3.3
,"Maricopa County, AZ","04013","2022","2022",147,4551524,3.2,2.7,3.8
,"Maricopa County, AZ","04013","2023","2023",170,4585871,3.7,3.1,4.3
,"Maricopa County, AZ","04013","2024 ","2024",162,4673096,3.5,2.9,4.0
,"Pima County, AZ","04019","2018","2018",26,1039073,2.5,1.6,3.7
,"Pima County, AZ","04019","2019","2019",39,1047279,3.7,2.6,5.1
,"Pima County, AZ","04019","2020","2020",54,1061175,5.1,3.8,6.6
,"Pima County, AZ","04019","2021","2021",53,1052030,5.0,3.8,6.6
,"Pima County, AZ","04019","2022","2022",63,1057597,6.0,4.6,7.6
,"Pima County, AZ","04019","2023","2023",56,1063162,5.3,4.0,6.8
,"Pima County, AZ","04019","2024 ","2024",52,1080149,4.8,3.6,6.3
,"Pinal County, AZ","04021","2024 ","2024",12,513862,2.3,1.2,4.1
,"Pulaski County, AR","05119","2019","2019",11,391911,2.8,1.4,5.0
,"Pulaski County, AR","05119","2020","2020",10,392980,2.5,1.2,4.7
,"Pulaski County, AR","05119","2021","2021",24,397821,6.0,3.9,9.0
,"Pulaski County, AR","05119","2022","2022",31,399145,7.8,5.3,11.0
,"Pulaski County, AR","05119","2023","2023",18,400009,4.5,2.7,7.1
,"Alameda County, CA","06001","2018","2018",33,1666753,2.0,1.4,2.8
,"Alameda County, CA","06001","2019","2019",43,1671329,2.6,1.9,3.5
,"Alameda County, CA","06001","2020","2020",37,1662323,2.2,1.6,3.1
,"Alameda County, CA","06001","2021","2021",60,1648556,3.6,2.8,4.7
,"Alameda County, CA","06001","2022","2022",73,1628997,4.5,3.5,5.6
,"Alameda County, CA","06001","2023","2023",122,1622188,7.5,6.2,8.9
,"Alameda County, CA","06001","2024 ","2024",95,1649060,5.8,4.7,7.0
,"Contra Costa County, CA","06013","2018","2018",23,1150215,2.0,1.3,3.0
,"Contra Costa County, CA","06013","2019","2019",24,1153526,2.1,1.3,3.1
,"Contra Costa County, CA","06013","2020","2020",32,1152333,2.8,1.9,3.9
,"Contra Costa County, CA","06013","2021","2021",40,1161413,3.4,2.5,4.7
,"Contra Costa County, CA","06013","2022","2022",45,1156966,3.9,2.8,5.2
,"Contra Costa County, CA","06013","2023","2023",45,1155025,3.9,2.8,5.2
,"Contra Costa County, CA","06013","2024 ","2024",38,1172607,3.2,2.3,4.4
,"Fresno County, CA","06019","2019","2019",11,999101,1.1,0.5,2.0
,"Fresno County, CA","06019","2020","2020",17,1000918,1.7,1.0,2.7
,"Fresno County, CA","06019","2021","2021",14,1013581,1.4,0.8,2.3
,"Fresno County, CA","06019","2022","2022",20,1015190,2.0,1.2,3.0
,"Fresno County, CA","06019","2023","2023",25,1017162,2.5,1.6,3.6
,"Fresno County, CA","06019","2024 ","2024",21,1024125,2.1,1.3,3.1
,"Kern County, CA","06029","2018","2018",15,896764,1.7,0.9,2.8
,"Kern County, CA","06029","2019","2019",17,900202,1.9,1.1,3.0
,"Kern County, CA","06029","2020","2020",22,901362,2.4,1.5,3.7
,"Kern County, CA","06029","2021","2021",36,917673,3.9,2.7,5.4
,"Kern County, CA","06029","2022","2022",36,916108,3.9,2.8,5.4
,"Kern County, CA","06029","2023","2023",47,913820,5.1,3.8,6.8
,"Kern County, CA","06029","2024 ","2024",29,922529,3.1,2.1,4.5
,"Los Angeles County, CA","06037","2018","2018",177,10105518,1.8,1.5,2.0
,"Los Angeles County, CA","06037","2019","2019",232,10039107,2.3,2.0,2.6
,"Los Angeles County, CA","06037","2020","2020",325,9943046,3.3,2.9,3.6
,"Los Angeles County, CA","06037","2021","2021",377,9829544,3.8,3.4,4.2
,"Los Angeles County, CA","06037","2022","2022",403,9721138,4.1,3.7,4.6
,"Los Angeles County, CA","06037","2023","2023",443,9663345,4.6,4.2,5.0
,"Los Angeles County, CA","06037","2024 ","2024",303,9757179,3.1,2.8,3.5
,"Marin County, CA","06041","2021","2021",10,260206,3.8,1.8,7.1
,"Marin County, CA","06041","2022","2022",17,256018,6.6,3.9,10.6
,"Marin County, CA","06041","2023","2023",11,254407,4.3,2.2,7.7
,"Monterey County, CA","06053","2020","2020",10,430906,2.3,1.1,4.3
,"Monterey County, CA","06053","2023","2023",12,430723,2.8,1.4,4.9
,"Monterey County, CA","06053","2024 ","2024",12,436251,2.8,1.4,4.8
,"Orange County, CA","06059","2018","2018",33,3185968,1.0,0.7,1.5
,"Orange County, CA","06059","2019","2019",44,3175692,1.4,1.0,1.9
,"Orange County, CA","06059","2020","2020",77,3166857,2.4,1.9,3.0
,"Orange County, CA","06059","2021","2021",68,3167809,2.1,1.7,2.7
,"Orange County, CA","06059","2022","2022",78,3151184,2.5,2.0,3.1
,"Orange County, CA","06059","2023","2023",72,3135755,2.3,1.8,2.9
,"Orange County, CA","06059","2024 ","2024",63,3170435,2.0,1.5,2.5
,"Placer County, CA","06061","2021","2021",11,412300,2.7,1.3,4.8
,"Riverside County, CA","06065","2018","2018",24,2450758,1.0,0.6,1.5
,"Riverside County, CA","06065","2019","2019",46,2470546,1.9,1.4,2.5
,"Riverside County, CA","06065","2020","2020",75,2489188,3.0,2.4,3.8
,"Riverside County, CA","06065","2021","2021",85,2458395,3.5,2.8,4.3
,"Riverside County, CA","06065","2022","2022",84,2473902,3.4,2.7,4.2
,"Riverside County, CA","06065","2023","2023",86,2492442,3.5,2.8,4.3
,"Riverside County, CA","06065","2024 ","2024",76,2529933,3.0,2.4,3.8
,"Sacramento County, CA","06067","2018","2018",30,1540975,1.9,1.3,2.8
,"Sacramento County, CA","06067","2019","2019",35,1552058,2.3,1.6,3.1
,"Sacramento County, CA","06067","2020","2020",29,1559146,1.9,1.2,2.7
,"Sacramento County, CA","06067","2021","2021",56,1588921,3.5,2.7,4.6
,"Sacramento County, CA","06067","2022","2022",52,1584169,3.3,2.5,4.3
,"Sacramento County, CA","06067","2023","2023",69,1584288,4.4,3.4,5.5
,"Sacramento County, CA","06067","2024 ","2024",51,1611231,3.2,2.4,4.2
,"San Bernardino County, CA","06071","2018","2018",26,2171603,1.2,0.8,1.8
,"San Bernardino County, CA","06071","2019","2019",21,2180085,1.0,0.6,1.5
,"San Bernardino County, CA","06071","2020","2020",41,2189183,1.9,1.3,2.5
,"San Bernardino County, CA","06071","2021","2021",45,2194710,2.1,1.5,2.7
,"San Bernardino County, CA","06071","2022","2022",33,2193656,1.5,1.0,2.1
,"San Bernardino County, CA","06071","2023","2023",39,2195611,1.8,1.3,2.4
,"San Bernardino County, CA","06071","2024 ","2024",39,2214281,1.8,1.3,2.4
,"San Diego County, CA","06073","2018","2018",60,3343364,1.8,1.4,2.3
,"San Diego County, CA","06073","2019","2019",52,3338330,1.6,1.2,2.0
,"San Diego County, CA","06073","2020","2020",109,3332427,3.3,2.7,3.9
,"San Diego County, CA","06073","2021","2021",128,3286069,3.9,3.2,4.6
,"San Diego County, CA","06073","2022","2022",115,3276208,3.5,2.9,4.2
,"San Diego County, CA","06073","2023","2023",93,3269973,2.8,2.3,3.5
,"San Diego County, CA","06073","2024 ","2024",70,3298799,2.1,1.7,2.7
,"San Francisco County, CA","06075","2018","2018",96,883305,10.9,8.8,13.3
,"San Francisco County, CA","06075","2019","2019",177,881549,20.1,17.1,23.0
,"San Francisco County, CA","06075","2020","2020",217,866606,25.0,21.7,28.4
,"San Francisco County, CA","06075","2021","2021",201,815201,24.7,21.2,28.1
,"San Francisco County, CA","06075","2022","2022",202,808437,25.0,21.5,28.4
,"San Francisco County, CA","06075","2023","2023",298,808988,36.8,32.7,41.0
,"San Francisco County, CA","06075","2024 ","2024",222,827526,26.8,23.3,30.4
,"San Joaquin County, CA","06077","2019","2019",18,762148,2.4,1.4,3.7
,"San Joaquin County, CA","06077","2020","2020",30,767967,3.9,2.6,5.6
,"San Joaquin County, CA","06077","2021","2021",28,789410,3.5,2.4,5.1
,"San Joaquin County, CA","06077","2022","2022",15,793229,1.9,1.1,3.1
,"San Joaquin County, CA","06077","2023","2023",41,800965,5.1,3.7,6.9
,"San Joaquin County, CA","06077","2024 ","2024",37,816108,4.5,3.2,6.2
,"San Mateo County, CA","06081","2019","2019",20,766573,2.6,1.6,4.0
,"San Mateo County, CA","06081","2020","2020",21,758308,2.8,1.7,4.2
,"San Mateo County, CA","06081","2021","2021",32,737888,4.3,3.0,6.1
,"San Mateo County, CA","06081","2022","2022",24,729181,3.3,2.1,4.9
,"San Mateo County, CA","06081","2023","2023",21,726353,2.9,1.8,4.4
,"San Mateo County, CA","06081","2024 ","2024",21,742893,2.8,1.7,4.3
,"Santa Clara County, CA","06085","2018","2018",10,1937570,0.5,0.2,0.9
,"Santa Clara County, CA","06085","2019","2019",22,1927852,1.1,0.7,1.7
,"Santa Clara County, CA","06085","2020","2020",32,1907105,1.7,1.1,2.4
,"Santa Clara County, CA","06085","2021","2021",34,1885508,1.8,1.2,2.5
,"Santa Clara County, CA","06085","2022","2022",33,1870945,1.8,1.2,2.5
,"Santa Clara County, CA","06085","2023","2023",41,1877592,2.2,1.6,3.0
,"Santa Clara County, CA","06085","2024 ","2024",34,1926325,1.8,1.2,2.5
,"Santa Cruz County, CA","06087","2021","2021",11,267792,4.1,2.1,7.3
,"Santa Cruz County, CA","06087","2023","2023",14,261547,5.4,2.9,9.0
,"Santa Cruz County, CA","06087","2024 ","2024",13,262406,5.0,2.6,8.5
,"Solano County, CA","06095","2018","2018",10,446610,2.2,1.1,4.1
,"Solano County, CA","06095","2020","2020",12,446935,2.7,1.4,4.7
,"Solano County, CA","06095","2021","2021",12,451716,2.7,1.4,4.6
,"Solano County, CA","06095","2022","2022",10,448747,2.2,1.1,4.1
,"Solano County, CA","06095","2023","2023",13,449218,2.9,1.5,4.9
,"Solano County, CA","06095","2024 ","2024",13,455101,2.9,1.5,4.9
,"Sonoma County, CA","06097","2020","2020",16,489819,3.3,1.9,5.3
,"Sonoma County, CA","06097","2021","2021",13,485887,2.7,1.4,4.6
,"Sonoma County, CA","06097","2022","2022",13,482650,2.7,1.4,4.6
,"Sonoma County, CA","06097","2023","2023",10,481812,2.1,1.0,3.8
,"Sonoma County, CA","06097","2024 ","2024",12,485375,2.5,1.3,4.3
,"Stanislaus County, CA","06099","2021","2021",11,552999,2.0,1.0,3.6
,"Stanislaus County, CA","06099","2022","2022",18,551275,3.3,1.9,5.2
,"Stanislaus County, CA","06099","2023","2023",19,551430,3.4,2.1,5.4
,"Ventura County, CA","06111","2020","2020",14,841387,1.7,0.9,2.8
,"Ventura County, CA","06111","2021","2021",24,839784,2.9,1.8,4.3
,"Ventura County, CA","06111","2023","2023",21,829590,2.5,1.6,3.9
,"Ventura County, CA","06111","2024 ","2024",10,835427,1.2,0.6,2.2
,"Adams County, CO","08001","2018","2018",17,511868,3.3,1.9,5.3
,"Adams County, CO","08001","2019","2019",14,517421,2.7,1.5,4.5
,"Adams County, CO","08001","2020","2020",18,519883,3.5,2.1,5.5
,"Adams County, CO","08001","2021","2021",25,522140,4.8,3.1,7.1
,"Adams County, CO","08001","2022","2022",38,527575,7.2,5.1,9.9
,"Adams County, CO","08001","2023","2023",37,533365,6.9,4.9,9.6
,"Adams County, CO","08001","2024 ","2024",24,542973,4.4,2.8,6.6
,"Arapahoe County, CO","08005","2018","2018",21,651215,3.2,2.0,4.9
,"Arapahoe County, CO","08005","2019","2019",23,656590,3.5,2.2,5.3
,"Arapahoe County, CO","08005","2020","2020",44,657452,6.7,4.9,9.0
,"Arapahoe County, CO","08005","2021","2021",45,654900,6.9,5.0,9.2
,"Arapahoe County, CO","08005","2022","2022",35,655808,5.3,3.7,7.4
,"Arapahoe County, CO","08005","2023","2023",38,656061,5.8,4.1,8.0
,"Arapahoe County, CO","08005","2024 ","2024",34,666918,5.1,3.5,7.1
,"Boulder County, CO","08013","2021","2021",14,329543,4.2,2.3,7.1
,"Boulder County, CO","08013","2022","2022",12,327468,3.7,1.9,6.4
,"Boulder County, CO","08013","2023","2023",15,326831,4.6,2.6,7.6
,"Denver County, CO","08031","2018","2018",27,716492,3.8,2.5,5.5
,"Denver County, CO","08031","2019","2019",22,727211,3.0,1.9,4.6
,"Denver County, CO","08031","2020","2020",59,735538,8.0,6.1,10.3
,"Denver County, CO","08031","2021","2021",65,711463,9.1,7.1,11.6
,"Denver County, CO","08031","2022","2022",67,713252,9.4,7.3,11.9
,"Denver County, CO","08031","2023","2023",91,716577,12.7,10.2,15.6
,"Denver County, CO","08031","2024 ","2024",82,729019,11.2,8.9,14.0
,"El Paso County, CO","08041","2018","2018",23,713856,3.2,2.0,4.8
,"El Paso County, CO","08041","2019","2019",27,720403,3.7,2.5,5.5
,"El Paso County, CO","08041","2020","2020",33,728310,4.5,3.1,6.4
,"El Paso County, CO","08041","2021","2021",42,737867,5.7,4.1,7.7
,"El Paso County, CO","08041","2022","2022",39,740567,5.3,3.7,7.2
,"El Paso County, CO","08041","2023","2023",35,744215,4.7,3.3,6.5
,"El Paso County, CO","08041","2024 ","2024",44,752772,5.8,4.2,7.8
,"Jefferson County, CO","08059","2019","2019",10,582881,1.7,0.8,3.2
,"Jefferson County, CO","08059","2020","2020",19,583283,3.3,2.0,5.1
,"Jefferson County, CO","08059","2021","2021",29,579581,5.0,3.4,7.2
,"Jefferson County, CO","08059","2022","2022",24,576143,4.2,2.7,6.2
,"Jefferson County, CO","08059","2023","2023",29,576366,5.0,3.4,7.2
,"Jefferson County, CO","08059","2024 ","2024",26,578533,4.5,2.9,6.6
,"Weld County, CO","08123","2021","2021",12,340036,3.5,1.8,6.2
,"Fairfield County, CT","09001","2018","2018",51,943823,5.4,4.0,7.1
,"Fairfield County, CT","09001","2019","2019",58,943332,6.1,4.7,7.9
,"Fairfield County, CT","09001","2020","2020",68,942426,7.2,5.6,9.1
,"Fairfield County, CT","09001","2021","2021",73,959768,7.6,6.0,9.6
,"Fairfield County, CT","09001","2022","2022",99,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","2023","2023",120,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","2024 ","2024",87,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","2018","2018",92,892697,10.3,8.3,12.6
,"Hartford County, CT","09003","2019","2019",112,891720,12.6,10.2,14.9
,"Hartford County, CT","09003","2020","2020",125,889226,14.1,11.6,16.5
,"Hartford County, CT","09003","2021","2021",150,896854,16.7,14.0,19.4
,"Hartford County, CT","09003","2022","2022",159,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","2023","2023",167,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","2024 ","2024",151,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","2018","2018",19,181111,10.5,6.3,16.4
,"Litchfield County, CT","09005","2019","2019",23,180333,12.8,8.1,19.1
,"Litchfield County, CT","09005","2020","2020",24,179610,13.4,8.6,19.9
,"Litchfield County, CT","09005","2021","2021",19,185000,10.3,6.2,16.0
,"Litchfield County, CT","09005","2022","2022",22,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","2023","2023",26,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","2024 ","2024",18,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","2018","2018",20,162682,12.3,7.5,19.0
,"Middlesex County, CT","09007","2019","2019",15,162436,9.2,5.2,15.2
,"Middlesex County, CT","09007","2020","2020",15,161657,9.3,5.2,15.3
,"Middlesex County, CT","09007","2021","2021",23,164759,14.0,8.8,20.9
,"Middlesex County, CT","09007","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","2023","2023",19,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","2024 ","2024",28,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","2018","2018",87,857620,10.1,8.1,12.5
,"New Haven County, CT","09009","2019","2019",100,854757,11.7,9.4,14.0
,"New Haven County, CT","09009","2020","2020",140,851948,16.4,13.7,19.2
,"New Haven County, CT","09009","2021","2021",193,863700,22.3,19.2,25.5
,"New Haven County, CT","09009","2022","2022",206,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","2023","2023",223,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","2024 ","2024",148,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011","2018","2018",17,266784,6.4,3.7,10.2
,"New London County, CT","09011","2019","2019",37,265206,14.0,9.8,19.2
,"New London County, CT","09011","2020","2020",24,264999,9.1,5.8,13.5
,"New London County, CT","09011","2021","2021",56,268805,20.8,15.7,27.1
,"New London County, CT","09011","2022","2022",48,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011","2023","2023",35,Not Available,Not Available,Not Available,Not Available
,"New London County, CT","09011","2024 ","2024",52,Not Available,Not Available,Not Available,Not Available
,"Tolland County, CT","09013","2018","2018",14,150921,9.3,5.1,15.6
,"Tolland County, CT","09013","2020","2020",13,150600,8.6,4.6,14.8
,"Tolland County, CT","09013","2021","2021",16,150293,10.6,6.1,17.3
,"Tolland County, CT","09013","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Tolland County, CT","09013","2024 ","2024",14,Not Available,Not Available,Not Available,Not Available
,"Windham County, CT","09015","2018","2018",11,117027,9.4,4.7,16.8
,"Windham County, CT","09015","2019","2019",15,116782,12.8,7.2,21.2
,"Windham County, CT","09015","2020","2020",10,116540,8.6,4.1,15.8
,"Windham County, CT","09015","2021","2021",14,116418,12.0,6.6,20.2
,"Windham County, CT","09015","2022","2022",18,Not Available,Not Available,Not Available,Not Available
,"Windham County, CT","09015","2023","2023",24,Not Available,Not Available,Not Available,Not Available
,"Windham County, CT","09015","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Kent County, DE","10001","2018","2018",24,178550,13.4,8.6,20.0
,"Kent County, DE","10001","2019","2019",25,180786,13.8,8.9,20.4
,"Kent County, DE","10001","2020","2020",20,183643,10.9,6.7,16.8
,"Kent County, DE","10001","2021","2021",32,184149,17.4,11.9,24.5
,"Kent County, DE","10001","2022","2022",36,186946,19.3,13.5,26.7
,"Kent County, DE","10001","2023","2023",48,189789,25.3,18.6,33.5
,"Kent County, DE","10001","2024 ","2024",29,192690,15.1,10.1,21.6
,"New Castle County, DE","10003","2018","2018",84,559335,15.0,12.0,18.6
,"New Castle County, DE","10003","2019","2019",107,558753,19.1,15.5,22.8
,"New Castle County, DE","10003","2020","2020",85,561531,15.1,12.1,18.7
,"New Castle County, DE","10003","2021","2021",134,571708,23.4,19.5,27.4
,"New Castle County, DE","10003","2022","2022",136,575494,23.6,19.7,27.6
,"New Castle County, DE","10003","2023","2023",144,578592,24.9,20.8,29.0
,"New Castle County, DE","10003","2024 ","2024",101,588093,17.2,13.8,20.5
,"Sussex County, DE","10005","2018","2018",34,229286,14.8,10.3,20.7
,"Sussex County, DE","10005","2019","2019",37,234225,15.8,11.1,21.8
,"Sussex County, DE","10005","2020","2020",41,241635,17.0,12.2,23.0
,"Sussex County, DE","10005","2021","2021",31,247527,12.5,8.5,17.8
,"Sussex County, DE","10005","2022","2022",51,255956,19.9,14.8,26.2
,"Sussex County, DE","10005","2023","2023",73,263509,27.7,21.7,34.8
,"Sussex County, DE","10005","2024 ","2024",28,271134,10.3,6.9,14.9
,"District of Columbia, DC","11001","2018","2018",102,702455,14.5,11.7,17.3
,"District of Columbia, DC","11001","2019","2019",124,705749,17.6,14.5,20.7
,"District of Columbia, DC","11001","2020","2020",143,712816,20.1,16.8,23.3
,"District of Columbia, DC","11001","2021","2021",225,670050,33.6,29.2,38.0
,"District of Columbia, DC","11001","2022","2022",225,671803,33.5,29.1,37.9
,"District of Columbia, DC","11001","2023","2023",225,678972,33.1,28.8,37.5
,"District of Columbia, DC","11001","2024 ","2024",171,702250,24.4,20.7,28.0
,"Alachua County, FL","12001","2020","2020",11,271218,4.1,2.0,7.3
,"Alachua County, FL","12001","2021","2021",11,279238,3.9,2.0,7.0
,"Alachua County, FL","12001","2022","2022",19,284030,6.7,4.0,10.4
,"Alachua County, FL","12001","2023","2023",19,285994,6.6,4.0,10.4
,"Alachua County, FL","12001","2024 ","2024",13,291782,4.5,2.4,7.6
,"Bay County, FL","12005","2019","2019",12,174705,6.9,3.5,12.0
,"Bay County, FL","12005","2023","2023",12,190769,6.3,3.3,11.0
,"Brevard County, FL","12009","2018","2018",79,596849,13.2,10.5,16.5
,"Brevard County, FL","12009","2019","2019",94,601942,15.6,12.6,19.1
,"Brevard County, FL","12009","2020","2020",114,608459,18.7,15.3,22.2
,"Brevard County, FL","12009","2021","2021",117,616628,19.0,15.5,22.4
,"Brevard County, FL","12009","2022","2022",42,630693,6.7,4.8,9.0
,"Brevard County, FL","12009","2023","2023",78,643979,12.1,9.6,15.1
,"Brevard County, FL","12009","2024 ","2024",65,658447,9.9,7.6,12.6
,"Broward County, FL","12011","2018","2018",102,1951260,5.2,4.2,6.2
,"Broward County, FL","12011","2019","2019",118,1952778,6.0,5.0,7.1
,"Broward County, FL","12011","2020","2020",263,1958105,13.4,11.8,15.1
,"Broward County, FL","12011","2021","2021",290,1930983,15.0,13.3,16.7
,"Broward County, FL","12011","2022","2022",268,1947026,13.8,12.1,15.4
,"Broward County, FL","12011","2023","2023",224,1962531,11.4,9.9,12.9
,"Broward County, FL","12011","2024 ","2024",161,2037472,7.9,6.7,9.1
,"Charlotte County, FL","12015","2022","2022",11,202661,5.4,2.7,9.7
,"Charlotte County, FL","12015","2023","2023",11,206134,5.3,2.7,9.5
,"Citrus County, FL","12017","2020","2020",11,153010,7.2,3.6,12.9
,"Citrus County, FL","12017","2021","2021",13,158083,8.2,4.4,14.1
,"Citrus County, FL","12017","2023","2023",18,166696,10.8,6.4,17.1
,"Clay County, FL","12019","2018","2018",22,216072,10.2,6.4,15.4
,"Clay County, FL","12019","2019","2019",13,219252,5.9,3.2,10.1
,"Clay County, FL","12019","2020","2020",23,221770,10.4,6.6,15.6
,"Clay County, FL","12019","2021","2021",19,222361,8.5,5.1,13.3
,"Clay County, FL","12019","2022","2022",21,226589,9.3,5.7,14.2
,"Clay County, FL","12019","2023","2023",17,232439,7.3,4.3,11.7
,"Collier County, FL","12021","2018","2018",30,378488,7.9,5.3,11.3
,"Collier County, FL","12021","2019","2019",30,384902,7.8,5.3,11.1
,"Collier County, FL","12021","2020","2020",37,392973,9.4,6.6,13.0
,"Collier County, FL","12021","2021","2021",50,385980,13.0,9.6,17.1
,"Collier County, FL","12021","2022","2022",43,397994,10.8,7.8,14.6
,"Collier County, FL","12021","2023","2023",43,404310,10.6,7.7,14.3
,"Collier County, FL","12021","2024 ","2024",10,416233,2.4,1.2,4.4
,"Duval County, FL","12031","2018","2018",108,950181,11.4,9.2,13.5
,"Duval County, FL","12031","2019","2019",139,957755,14.5,12.1,16.9
,"Duval County, FL","12031","2020","2020",189,966728,19.6,16.8,22.3
,"Duval County, FL","12031","2021","2021",207,999935,20.7,17.9,23.5
,"Duval County, FL","12031","2022","2022",182,1016536,17.9,15.3,20.5
,"Duval County, FL","12031","2023","2023",166,1030822,16.1,13.7,18.6
,"Duval County, FL","12031","2024 ","2024",122,1055159,11.6,9.5,13.6
,"Escambia County, FL","12033","2018","2018",24,315534,7.6,4.9,11.3
,"Escambia County, FL","12033","2019","2019",24,318316,7.5,4.8,11.2
,"Escambia County, FL","12033","2020","2020",40,322364,12.4,8.9,16.9
,"Escambia County, FL","12033","2021","2021",47,322390,14.6,10.7,19.4
,"Escambia County, FL","12033","2022","2022",90,324878,27.7,22.3,34.1
,"Escambia County, FL","12033","2023","2023",60,326928,18.4,14.0,23.6
,"Escambia County, FL","12033","2024 ","2024",51,331275,15.4,11.5,20.2
,"Hernando County, FL","12053","2019","2019",12,193920,6.2,3.2,10.8
,"Hernando County, FL","12053","2021","2021",13,200638,6.5,3.4,11.1
,"Hernando County, FL","12053","2022","2022",17,206896,8.2,4.8,13.2
,"Hernando County, FL","12053","2023","2023",13,212807,6.1,3.3,10.4
,"Hernando County, FL","12053","2024 ","2024",17,218150,7.8,4.5,12.5
,"Highlands County, FL","12055","2021","2021",11,103296,10.6,5.3,19.1
,"Hillsborough County, FL","12057","2018","2018",48,1436888,3.3,2.5,4.4
,"Hillsborough County, FL","12057","2019","2019",88,1471968,6.0,4.8,7.4
,"Hillsborough County, FL","12057","2020","2020",116,1497957,7.7,6.3,9.2
,"Hillsborough County, FL","12057","2021","2021",136,1478194,9.2,7.7,10.7
,"Hillsborough County, FL","12057","2022","2022",159,1513301,10.5,8.9,12.1
,"Hillsborough County, FL","12057","2023","2023",121,1535564,7.9,6.5,9.3
,"Hillsborough County, FL","12057","2024 ","2024",101,1581426,6.4,5.1,7.6
,"Indian River County, FL","12061","2021","2021",19,163662,11.6,7.0,18.1
,"Indian River County, FL","12061","2022","2022",10,167352,6.0,2.9,11.0
,"Indian River County, FL","12061","2023","2023",10,169795,5.9,2.8,10.8
,"Lake County, FL","12069","2019","2019",20,367118,5.4,3.3,8.4
,"Lake County, FL","12069","2020","2020",20,375492,5.3,3.3,8.2
,"Lake County, FL","12069","2021","2021",40,395804,10.1,7.2,13.8
,"Lake County, FL","12069","2022","2022",33,410139,8.0,5.5,11.3
,"Lake County, FL","12069","2023","2023",24,424462,5.7,3.6,8.4
